,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp,O2 Conversion,Max CH4 Conv,Dist to 50 CH4 Conv
0,[H][H] + 2 [Pt] <=> 2 [Pt],1.9847589758654906e-16,1.029900852158535e-15,2.8220270596921476e-16,1.2470372980470286e-15,4.448151093435507e-16,9.001751124545792e-16,2.4100634010034435e-16,4.180769470964037e-18,3.662613993091304e-16,1.3185707387763795e-18,1.318581897402111e-18,0.0,3.860263112724722e-16,3.698698694562714e-15,0.0
1,O=C=O + [Pt] <=> O=C=O.[Pt],7.027971896379358e-16,2.0617309730251095e-15,5.949308855630832e-16,1.875648721409449e-15,9.203813631335318e-16,2.419106807777458e-15,4.806534788421874e-16,6.996044455121506e-19,5.766635140876422e-16,2.09540160083132e-18,2.0954519355450397e-18,0.0,4.519271217675206e-16,5.19188847871654e-15,0.0
2,[C-]#[O+] + [Pt] <=> O=C=[Pt],2.7946747864665473e-16,2.6501958038779637e-16,2.2924991751981613e-16,6.6061116518647765e-18,4.982633789303766e-16,3.3322311843575657e-16,5.812818058935853e-16,1.627727317336139e-18,1.333317865255871e-18,2.66000677217421e-19,2.6600488812956397e-19,0.0,2.848146265608842e-16,1.2435688329281663e-15,0.0
3,[O][O] + 2 [Pt] <=> 2 O=[Pt],1.1230490417758719e-13,1.0306891848744908e-14,1.0058171651709206e-13,1.4296261824440193e-14,1.3256692241288225e-13,5.495784852743901e-15,1.841517941749189e-13,1.2055657624521927e-13,1.0816259057172724e-14,2.637969898650817e-16,2.6379739566700565e-16,0.0,4.543756710411196e-14,4.679051537154681e-15,0.0
4,O=C=[Pt] + O=[Pt] <=> O=C=O.[Pt] + [Pt],4.3679031525982824e-16,8.459409694570126e-16,3.6923677118587927e-16,7.866671231000541e-16,5.739017511706419e-16,9.616622858796997e-16,4.624798159674223e-16,9.557267411967851e-20,2.325583332566202e-16,1.4955723605993726e-18,1.4948549798816041e-18,0.0,4.652934607700428e-16,1.0471371020422714e-15,0.0
5,C=[Pt] + [Pt] <=> C[Pt] + [Pt],5.084057716666692e-16,9.696093222196662e-16,2.1142695469814378e-16,8.943609552263524e-16,6.252741111708487e-16,2.2749166033829717e-15,2.3801008456229287e-16,1.711466283804727e-19,5.407324014025727e-16,1.0366620298860754e-18,1.036655318362281e-18,0.0,5.796407325192078e-16,2.352242422313939e-15,0.0
6,C[Pt] + [Pt] <=> C + 2 [Pt],4.275137025915506e-16,1.1659636931081002e-15,3.80164206772863e-16,1.0938771905157762e-15,5.211840996481382e-16,1.3038442128336948e-15,3.38711913651888e-16,1.5621506507548773e-19,3.0088993676685e-16,1.2517185950575787e-18,1.2517202223196283e-18,0.0,3.324344688728218e-16,2.937565035537135e-15,0.0
7,C=[Pt] + [Pt] <=> C#[Pt] + [Pt],2.3494853906165678e-16,5.833142563815172e-16,2.063452681430711e-16,5.420568240636108e-16,2.9242632633030695e-16,6.634080686720129e-16,1.6916943080060197e-16,7.996095135604754e-19,1.764076478951043e-16,6.801965229028563e-19,6.801859572478425e-19,0.0,2.3719131058181946e-16,5.885900367307518e-16,0.0
8,O=C=[Pt] + [Pt] <=> C~[Pt] + O=[Pt],4.455985222067225e-16,7.779390208778824e-16,3.83621607878545e-16,7.263507539074618e-16,5.705883877336783e-16,8.768845482177626e-16,3.94770490458707e-16,7.609526431367e-19,2.070102856093667e-16,6.512782536826742e-19,6.512702265170454e-19,0.0,2.3927322708591207e-16,1.959072918043424e-15,0.0
9,C#[Pt] + [Pt] <=> C~[Pt] + [Pt],3.287350791540778e-16,1.4434094224343323e-15,2.8483695072553186e-16,1.3481060287032612e-15,4.1831348495337004e-16,1.6248621329261966e-15,5.766820709033246e-16,2.1023283352699998e-19,4.092849689957206e-16,1.6311343580880397e-18,1.631123098693266e-18,0.0,5.062767338766993e-16,3.3122552908169128e-15,0.0
