,C/O ratio,SynGasSelec,SynGasYield,COSelec,COYield,H2Selec,H2Yield,CH4Conv,FullOxSelec,FullOxYield,ExitT,MaxT,DistToMaxT,O2Conv
0,0.6,0.9511643694233253,2.7412702617104652e-08,0.9457227822934621,2.7255875243675556e-08,0.005441587129863243,1.568273734290988e-10,2.8820152960233893e-08,0.9901033336996794,2.8534929523662262e-08,700.0000978515473,700.0000978515474,20.0,5.126809845496992e-08
1,0.7,0.9512033862560867,3.410904421600679e-08,0.9454741856023501,3.390360176148627e-08,0.005729200653736598,2.054424545205157e-10,3.585883388226692e-08,0.9900702814956426,3.5502765755921496e-08,700.0001335364036,700.000133536404,19.994999999999997,7.44096523372072e-08
2,0.8,0.9512408179458908,4.129704781066681e-08,0.9452179248411736,4.103557069592195e-08,0.006022893104717207,2.614771147448703e-10,4.3413872735027974e-08,0.990038754806666,4.298141650392216e-08,700.0001743237888,700.000174323795,19.99,1.029414741209674e-07
3,0.9,0.95127580950021,4.879297439623488e-08,0.944958055115501,4.846892323793122e-08,0.006317754384708955,3.2405115830367035e-10,5.129214251949725e-08,0.9900098825915196,5.077972799359496e-08,700.0002193015843,700.0002193015862,20.0,1.3680559533546623e-07
4,1.0,0.9513080426713756,5.643769712536184e-08,0.9446978332648622,5.604553708919478e-08,0.006610209406513327,3.9216003616705503e-10,5.932641646430182e-08,0.9899845034881075,5.873223294714053e-08,700.0002675287514,700.0002675287516,19.994999999999997,1.7579213523302756e-07
5,1.1,0.9513373930993061,6.41101454662816e-08,0.9444393781712865,6.36452917312432e-08,0.006898014928019607,4.648537350384126e-10,6.738949391805249e-08,0.9899628916831296,6.671309826817792e-08,700.0003181149267,700.0003181149267,20.0,2.1962374844300127e-07
6,1.2,0.9513638500617617,7.17276722048743e-08,0.9441838494022302,7.11863391137502e-08,0.007180000659531465,5.413330911240957e-10,7.539457401100305e-08,0.9899448911785825,7.4636473364778e-08,700.0003703479363,700.0003703479367,20.0,2.680161932857187e-07
7,1.3,0.9513876748450935,7.923945803755305e-08,0.9439319281907989,7.861848160515625e-08,0.007455746654294645,6.209764323968148e-10,8.328829575225994e-08,0.9899303060264654,8.244960810245743e-08,700.0004236669257,700.0004236669317,20.0,3.2071137624176214e-07
8,1.4,0.9514090879764151,8.661807263214852e-08,0.9436837883378493,8.591474682450709e-08,0.007725299638565814,7.033258076414256e-10,9.104188064503304e-08,0.9899187485385335,9.012406455272563e-08,700.0004776639856,700.0004776640193,20.0,3.774900395843271e-07
9,1.6,0.9514457885034059,1.0093941519216082e-07,0.9431986006435089,1.0006446642511931e-07,0.008247187859896978,8.749487670415069e-10,1.0609055861284049e-07,0.9899032808688972,1.0501939204006485e-07,700.0005865667586,700.0005865667586,20.0,5.026158104299808e-07
10,1.8,0.9514760537852973,1.1469630805224327e-07,0.942726856726772,1.136416303259441e-07,0.008749197058525253,1.0546777262991794e-09,1.2054565913239973e-07,0.989895922636134,1.1932765646664775e-07,700.0006955775178,700.0006955775178,20.0,6.423502571246597e-07
11,2.0,0.9515014780339777,1.2795375999261208e-07,0.9422664713478162,1.2671187665734617e-07,0.00923500668616147,1.2418833352659031e-09,1.3447562925177392e-07,0.9898945725734847,1.3311669553973513e-07,700.0008040152464,700.0008040152464,20.0,7.960379953264114e-07
12,2.2,0.9515232419484505,1.4078858350999724e-07,0.941815483648057,1.393522113018196e-07,0.00970775830039346,1.4363722081776092e-09,1.4796126600302692e-07,0.9898976833426278,1.4646651444083866e-07,700.0009115822049,700.0009115822156,19.994999999999997,9.6326642169317e-07
13,2.4,0.9515422159101972,1.5327185112313182e-07,0.9413722529578731,1.516337009480864e-07,0.010169962952324058,1.638150175045402e-09,1.6107730015585248e-07,0.9899041550435036,1.5945108870746796e-07,700.0010182661151,700.0010182661151,20.0,1.1437712955072483e-06
14,2.6,0.9515590172498379,1.6546406936670067e-07,0.940935433709945,1.636167626501418e-07,0.01062358353989285,1.847306716558856e-09,1.7388734315704248e-07,0.9899131834730225,1.721333734302538e-07,700.0011239680655,700.0011239680655,20.0,1.3373797967449202e-06
