,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp,O2 Conversion,Max CH4 Conv,Dist to 50 CH4 Conv
0,[H][H] + 2 [Pt] <=> 2 [Pt],3.370181927643402e-20,7.032937987344273e-22,3.396267402765363e-20,6.5849411570552595e-22,3.270884840504949e-20,2.6881954510501253e-21,3.1602680920397144e-20,3.3813296480547507e-20,9.006961635736206e-22,9.596131186945366e-25,9.602945828195512e-25,0.0,3.793995132680107e-21,1.3862749772776885e-16,0.0
1,O=C=O + [Pt] <=> O=C=O.[Pt],2.0340730241298014e-20,3.3517190840038483e-22,2.079223206505264e-20,2.5096545320529985e-22,1.530261632545954e-20,1.4432692150092664e-21,1.9355866814726108e-20,2.0093522469963413e-20,5.278175482870553e-22,4.274527075517399e-25,4.252062459239301e-25,0.0,1.8132123693075986e-21,1.3622115240729628e-16,0.0
2,[C-]#[O+] + [Pt] <=> O=C=[Pt],4.160398863465474e-20,8.475432480260065e-22,4.1906525047789304e-20,8.305805220523923e-22,3.905922269419305e-20,3.043535521931252e-21,4.3317339660519705e-20,4.1130014375752553e-20,7.4520532150517e-22,1.1792720031054803e-24,1.1790121684607846e-24,0.0,3.50154007299003e-21,6.448970530085205e-17,0.0
3,[O][O] + 2 [Pt] <=> 2 O=[Pt],3.4641733813060205e-20,5.624285350358526e-22,3.662204200110574e-20,5.306077261381814e-22,3.0566866004305224e-20,3.786413790142595e-21,2.7797798738451935e-20,3.2982217928901696e-20,1.3176382595066306e-21,6.7498093757230355e-25,6.768695999561472e-25,0.0,3.463945047928582e-21,1.0966159981741706e-16,0.0
4,O=C=[Pt] + O=[Pt] <=> O=C=O.[Pt] + [Pt],2.9407159118216596e-20,4.901616785935501e-22,2.9629001427708436e-20,4.346882750004081e-22,3.12511646346419e-20,3.209058595854295e-21,2.7305265851712543e-20,3.036348158217421e-20,7.521794245782037e-22,6.442873162564347e-25,6.452837369530314e-25,0.0,3.772758858128868e-21,1.2140346209385529e-16,0.0
5,C=[Pt] + [Pt] <=> C[Pt] + [Pt],5.1075752776295644e-20,9.331790790569145e-22,5.185211606758234e-20,8.661711994863763e-22,4.1987433905052224e-20,4.420548822064802e-21,5.465679054268741e-20,5.035941609415842e-20,1.3140447031903324e-21,1.3387414798054951e-24,1.3401958585469858e-24,0.0,3.1056864371845572e-21,1.121433282104644e-16,0.0
6,C[Pt] + [Pt] <=> C + 2 [Pt],2.641929841620452e-20,7.156228281057949e-22,2.6322234032494253e-20,6.888125880412676e-22,2.978157548270987e-20,3.029842946598295e-21,2.555611082723035e-20,2.740640441903508e-20,1.1165215873771738e-21,1.0677806740195037e-24,1.0671941469800888e-24,0.0,3.538423367044612e-21,8.058152647928881e-17,0.0
7,C=[Pt] + [Pt] <=> C#[Pt] + [Pt],2.711210593250178e-20,9.836803772135317e-22,2.7521424920384994e-20,9.723993142015861e-22,2.3293862476914574e-20,3.402344775352831e-21,2.5833736900970902e-20,2.713803619002503e-20,1.0481101726335366e-21,1.3220762198109987e-24,1.3224059528320399e-24,0.0,2.9393152166383987e-21,1.4140849884190667e-16,0.0
8,O=C=[Pt] + [Pt] <=> C~[Pt] + O=[Pt],2.714200340366234e-20,5.310065067999835e-22,2.726719180320251e-20,5.344476841959913e-22,2.718262879994502e-20,2.379495054873355e-21,2.3980160592872096e-20,2.751660772447744e-20,6.219465345938402e-22,9.211047610322882e-25,9.217291285906726e-25,0.0,3.1371445812741267e-21,1.04244274060865e-16,0.0
9,C#[Pt] + [Pt] <=> C~[Pt] + [Pt],2.9133515094323274e-20,7.307361044529962e-22,2.900919397831797e-20,6.7313688281529765e-22,3.2221499444512173e-20,2.8284774197539435e-21,2.937572204969644e-20,2.8898055202065474e-20,1.097198196992061e-21,8.690413474505186e-25,8.706180330402876e-25,0.0,3.9244592089739704e-21,9.813323468681433e-17,0.0
