,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp,O2 Conversion,Max CH4 Conv,Dist to 50 CH4 Conv
0,[H][H] + 2 [Pt] <=> 2 [Pt],0.10625756054498911,0.13231283305611816,-0.002390080508187769,0.023636913611933166,0.33305671715986346,0.35917102008503987,0.026027616201096684,-0.017696526208133098,0.008326484009046859,2.8133049292380206e-07,2.8133049292380206e-07,0.0,0.009264235854763894,0.028878434826352294,0.0
1,O=C=O + [Pt] <=> O=C=O.[Pt],-0.01161901472588397,-0.009766474048365776,-0.017554583126978933,-0.015702152421056974,0.0007713316667826821,0.0026241019071868606,0.0018527559495070947,0.0019417878127086822,0.003794579738800589,1.9358829498698215e-07,1.9358829498698215e-07,0.0,0.0027439412283152783,0.0010068626236636273,0.0
2,[C-]#[O+] + [Pt] <=> O=C=[Pt],0.08273120161756145,0.06533735935576505,0.1250989833139404,0.10769777775877841,-0.005710453104447774,-0.023088924680673896,-0.017379464022365898,-0.0138687059921046,-0.031245759707689457,-1.6353269268852446e-06,-1.6353269268852446e-06,0.0,-0.023744886967646397,0.013032221883646194,0.0
3,[O][O] + 2 [Pt] <=> 2 O=[Pt],0.48552267145237876,-1.5483941748733183,1.1336662202377454,-0.9133696311711254,-0.8674603183758015,-2.873991578970894,-2.0240894332368606,-0.08212606193832846,-2.1045531902335615,-0.0001252560666254444,-0.0001252560666254444,0.0,-2.0376757998583015,-1.9760130177838535,0.0
4,O=C=[Pt] + O=[Pt] <=> O=C=O.[Pt] + [Pt],-0.6037575173564228,-0.5070908192789358,-0.9122079472431143,-0.8158412291631916,0.04012482263439359,0.13741772124223164,0.09725387566273337,0.1009077347911408,0.1982597471368105,1.0123388550445185e-05,1.0123388550445185e-05,0.0,0.14360823020008992,0.04603784359661968,0.0
5,C=[Pt] + [Pt] <=> C[Pt] + [Pt],-0.06358615764344772,0.8546499358827389,-0.33173167942385573,0.5840406385179424,0.4961607231939421,1.419539884891811,0.9188203360735417,0.021468371110671916,0.9404859629438059,5.6234530745721356e-05,5.6234530745721356e-05,0.0,0.9201168474638843,0.8857826438160777,0.0
6,C[Pt] + [Pt] <=> C + 2 [Pt],5.392947635148671e-08,-1.1876350071448066e-10,5.397910103254683e-08,-6.913983782602504e-11,5.382583977267044e-08,-2.223994589543461e-10,-5.4048239723251035e-08,5.3800772295987617e-08,-2.4745504554576316e-10,0.0,0.0,0.0,1.2019030293278193e-08,-0.0,0.0
7,C=[Pt] + [Pt] <=> C#[Pt] + [Pt],3.652449886197202e-09,3.711087473069524e-08,3.82044108997826e-09,3.727888513428418e-08,3.3017725685220197e-09,3.6760217131575384e-08,3.345843738948286e-08,2.645596749714464e-08,5.991440347557812e-08,2.7283178288687586e-12,2.7283178288687586e-12,0.0,6.665096575346316e-08,-4.749351998413336e-06,0.0
8,O=C=[Pt] + [Pt] <=> C~[Pt] + O=[Pt],4.571286274699564e-05,-0.002012957560500353,0.000757607576574429,-0.001301077502234363,-0.0014403490446532035,-0.0034989888747859656,-0.0020586694821680103,-1.9741094887925052e-05,-0.0020784101706432514,-1.2412650858304015e-07,-1.2412650858304015e-07,0.0,-0.0020379301286479693,-0.0019496089953486746,0.0
9,C#[Pt] + [Pt] <=> C~[Pt] + [Pt],-1.2263782954926144e-06,2.0203969270248873e-07,-5.388347976583388e-07,8.895831973302249e-07,-2.6616076811591214e-06,-1.2331897036602915e-06,1.4284180097461938e-06,3.105786034499305e-07,1.7389966146812843e-06,1.0416327710931082e-10,1.0416327710931082e-10,0.0,1.7063375781475064e-06,4.749351998413336e-06,0.0
10,C~[Pt] + [H][H] <=> C=[Pt],0.18120351836077273,0.22622873552371933,-0.004872783556941617,0.04006880388697917,0.5696330133030489,0.6148328053537864,0.04494377745690871,-0.030175091492791052,0.014755124138151051,5.107192060616524e-07,5.107192060616524e-07,0.0,0.016310254360466053,0.04827478838787236,0.0
11,C + O=[Pt] + [Pt] <=> C[Pt] + O[Pt],-5.1097181437023425e-08,4.868115739343964e-07,-1.7766637332893675e-07,3.602423884946508e-07,2.1311270533318946e-07,7.510214696501087e-07,5.379087665089947e-07,4.4117732968942004e-08,5.820265001585089e-07,3.410397286085949e-11,3.410397286085949e-11,0.0,5.739995741660018e-07,-4.749351998413336e-06,0.0
12,O=C=[Pt] + O[Pt] <=> O=C=O.[Pt] + [Pt],-2.1850071449567927e-05,-1.834980469326559e-05,-3.3073970367617944e-05,-2.9573703983160628e-05,1.579528882211055e-06,5.079796478012865e-06,3.500267531559054e-06,3.7168206216130074e-06,7.217088292977163e-06,3.683553868714356e-10,3.683553868714356e-10,0.0,5.24685144994324e-06,-7.124027997620005e-06,0.0
13,O[Pt] + [Pt] <=> [Pt] + O=[Pt],-6.767179588771475e-06,-2.5524494353302856e-05,7.4890349691754475e-06,-1.1268282469454978e-05,-3.652666085243517e-05,-5.528397002289403e-05,-1.875731603001061e-05,1.73129641913403e-06,-1.7026019925744542e-05,-9.981908056632039e-10,-9.981908056632039e-10,0.0,-1.668423001312291e-05,-2.612143599127335e-05,0.0
14,C + O[Pt] + [Pt] <=> C[Pt] + O.[Pt],-0.001426408312235528,0.003688516298097834,-0.0019368739277488994,0.003178024572283808,-0.0003608244674899908,0.0047541546474554,0.005114997571088534,0.00024376865061708262,0.005358778690466063,3.226009934417072e-07,3.226009934417072e-07,0.0,0.0052373804469148235,0.00498207024633559,0.0
15,O + [Pt] <=> O.[Pt],1.280485433070138e-08,-6.377437298640605e-11,1.2832287872920558e-08,-3.633450874151896e-11,1.274755662796019e-08,-1.2106634346068215e-10,-1.286861786149553e-08,1.270661512832991e-08,-1.6201009129959753e-10,-8.607193150597869e-13,-8.607193150597869e-13,0.0,7.284288008274655e-10,-4.749351998413336e-06,0.0
16,O.[Pt] + [Pt] <=> [Pt] + O[Pt],5.6541330481261604e-08,-8.064762181589977e-11,5.657390124718014e-08,-4.807934363904559e-11,5.6473339845026714e-08,-1.4862110542190035e-10,-5.6621973612081635e-08,5.64270817680935e-08,-1.9487990412491513e-10,-2.598397932255961e-13,-2.598397932255961e-13,0.0,1.3475887894933123e-08,-7.124027997620005e-06,0.0
17,O.[Pt] + O=[Pt] <=> 2 O[Pt],1.2758653207723666e-08,-1.0996276119643434e-10,1.2790100931926359e-08,-7.852424736853656e-11,1.2692976003324312e-08,-1.7564964797066472e-10,-1.286861786149553e-08,1.2666840380798118e-08,-2.0177262935843577e-10,-1.7376786171961737e-12,-1.7376786171961737e-12,0.0,4.734772231920197e-09,-0.0,0.0
18,[H] + [Pt] <=> [Pt],3.770473846302901e-08,1.1967487307090932e-08,2.6868997374119878e-08,1.1317322907256657e-09,6.032403843528287e-08,3.4586787443755895e-08,-2.5737252917210218e-08,2.6031008534604037e-08,2.937584279703447e-10,-8.119993538299878e-14,-8.119993538299878e-14,0.0,7.284258061357996e-09,-1.187337999603334e-05,0.0
