,C/O ratio,SynGasSelec,SynGasYield,COSelec,COYield,H2Selec,H2Yield,CH4Conv,FullOxSelec,FullOxYield,ExitT,MaxT,DistToMaxT,O2Conv
0,0.6,1.6185283245859527,1.6185282936562113,0.9043489213184552,0.9043489040365345,0.7141794032674976,0.714179389619677,0.9999999808902069,0.3811375665604405,0.38113755927698045,1823.489246472534,1841.2491974016714,10.5,0.9999999942371276
1,0.7,1.7426682725280218,1.7426670515761864,0.9139589717080008,0.913958331368183,0.828709300820021,0.8287087202080035,0.9999992993779397,0.2573062084444495,0.2573060281700436,1551.765463760276,1604.3857385985832,10.15,0.999999999992849
2,0.8,1.834587276149017,1.8260498780309566,0.9255089379901977,0.9212020083781972,0.9090783381588192,0.9048478696527593,0.9953464202935163,0.16516748247601873,0.1643988624313973,1318.0491375404597,1498.6152447823831,10.15,0.9999999999999974
3,0.9,1.8542366185437535,1.6866700752514494,0.9337982860135731,0.849411347823095,0.9204383325301805,0.8372587274283545,0.9096304421903261,0.14384930396850526,0.13084970597764206,1243.1056621535208,1442.0599847433841,10.16,1.0
4,1.0,1.8492018905479979,1.516335330296044,0.9271024310403345,0.7602188696514974,0.9220994595076634,0.7561164606445465,0.8199944733166419,0.14620877076183356,0.11989038397512333,1215.1945524237879,1405.6226598831086,10.17,1.0
5,1.1,1.8397354459488415,1.3668785638975094,0.9185163656083098,0.6824352563862917,0.9212190803405317,0.6844433075112177,0.7429756092961199,0.15253211880250733,0.11332764390452103,1197.2238080247466,1378.701181692119,10.17,1.0
6,1.2,1.828491188960839,1.2388010013737085,0.9092699631730136,0.616029515317445,0.9192212257878256,0.6227714860562638,0.6774990269861454,0.16037178184938022,0.10865172615898948,1183.6059547556213,1357.1427939468233,10.18,1.0
7,1.3,1.8163262554025885,1.128890932825389,0.8997010666594676,0.5591860897149681,0.9166251887431208,0.5697048431104209,0.6215243156165083,0.16897513751889143,0.10502215670263437,1172.44508452763,1338.923720564958,10.18,1.0
8,1.4,1.8036220286651463,1.0339594332614417,0.8899440585450272,0.5101767664085446,0.9136779701201191,0.5237826668528971,0.5732683549150656,0.17802184583176558,0.10205429069891968,1162.8702328628056,1323.009991755328,10.18,1.0
9,1.6,1.777318659691792,0.8789340543147849,0.8701006727929823,0.4302892493868131,0.9072179868988096,0.4486448049279717,0.49452811937911145,0.19686482484495088,0.09735519160247173,1146.7786148344887,1295.8908484096153,10.18,1.0
10,1.8,1.750416416498844,0.7582428901143486,0.8500061278463664,0.36820444376445954,0.9004102886524776,0.3900384463498891,0.4331785756619984,0.21625116519850204,0.09367537172593464,1133.325758555404,1273.0416837468135,10.19,1.0
11,2.0,1.72327936625812,0.661978930040183,0.8297845473664551,0.31875266285016673,0.8934948188916649,0.34322626719001625,0.38413906822176214,0.2359132187267551,0.09062348402289247,1121.606463825629,1253.1407378270974,10.19,1.0
12,2.2,1.6961005586768767,0.5836384181888442,0.8095179262399157,0.2785599943052593,0.8865826324369611,0.30507842388358497,0.344106023197197,0.25571347021656854,0.08799254531417829,1111.1317186248316,1235.3815679900943,10.19,1.0
13,2.4,1.66899684504823,0.5188073724602654,0.7892724503834441,0.24534520083342448,0.8797243946647859,0.27346217162684094,0.3108498221548604,0.2755689144065362,0.08566054803467972,1101.6050117428301,1219.2760519986489,10.19,1.0
14,2.6,1.642046030752462,0.4643954347595318,0.76910649123117,0.21751493970483005,0.8729395395212921,0.24688049505470186,0.2828151136218296,0.29542281734998627,0.08355003765531738,1092.8313168741327,1204.4935146509756,10.19,1.0
