,C/O ratio,SynGasSelec,SynGasYield,COSelec,COYield,H2Selec,H2Yield,CH4Conv,FullOxSelec,FullOxYield,ExitT,MaxT,DistToMaxT,O2Conv
0,0.6,0.9651481796631108,7.876993956065026e-09,0.9605336776267764,7.839332998487358e-09,0.004614502036334404,3.766095757766794e-11,8.161434815962171e-09,0.9757239140896394,7.963307123218065e-09,700.0000274918053,700.0000274918056,19.99722222222222,1.4456911952682639e-08
1,0.7,0.9652239226431293,8.394551349189942e-09,0.9605410665698572,8.353824555286717e-09,0.004682856073272168,4.072679390322507e-11,8.696998854113199e-09,0.9756559322521641,8.485278524805815e-09,700.0000321342158,700.0000321342163,19.994999999999997,1.797238010456391e-08
2,0.8,0.9652995935009582,8.896916085010074e-09,0.9605500192777722,8.853140490792785e-09,0.004749574223186039,4.3775594217290174e-11,9.216740735114837e-09,0.9755911865998024,8.99177103035342e-09,700.0000367229054,700.0000367229056,20.0,2.176639127643196e-08
3,0.9,0.9653763211713021,9.387540076468958e-09,0.9605613056475469,9.340717764582097e-09,0.004815015523755175,4.682231188685962e-11,9.724228645963626e-09,0.9755301454995045,9.486278185867345e-09,700.000041259231,700.0000412592314,19.99722222222222,2.5834470249806496e-08
4,1.0,0.9654526417493551,9.868856652774435e-09,0.9605732184442883,9.818979189019551e-09,0.0048794233050667695,4.987746375488436e-11,1.022199973982414e-08,0.9754707870011307,9.971262130931606e-09,700.0000457459403,700.0000457459415,19.99388888888889,3.017313658867696e-08
5,1.1,0.9655273631535515,1.0342643311021486e-08,0.9605843847809052,1.0289694565959103e-08,0.004942978372646193,5.294874506238376e-11,1.0711911133456562e-08,0.9754115854705141,1.0448522222104117e-08,700.0000501863998,700.0000501864002,19.996666666666666,3.477978194024317e-08
6,1.2,0.9656015572865514,1.0810253225038193e-08,0.9605957298182746,1.0754211204264127e-08,0.005005827468276829,5.604202077406701e-11,1.1195356038381107e-08,0.9753532918069479,1.0919427364985804e-08,700.0000545841604,700.0000545841627,19.994999999999997,3.9652313468525866e-08
7,1.3,0.9656768335380416,1.1272746273998283e-08,0.9606087417502397,1.1213584336139728e-08,0.005068091787801916,5.916193785855663e-11,1.1673414834543826e-08,0.9752973226707622,1.1385050234555751e-08,700.0000589428481,700.0000589428488,19.996111111111112,4.4789397433199214e-08
8,1.4,0.9657514048171396,1.1730921920844527e-08,0.960621556740776,1.1668609977057075e-08,0.005129848076363684,6.231194378745041e-11,1.2146937464787556e-08,0.9752416929094246,1.184619985682433e-08,700.0000632656541,700.0000632656545,19.99722222222222,5.018935960335944e-08
9,1.6,0.9658992257032636,1.2636813220401857e-08,0.9606471166612076,1.2568100129831438e-08,0.005252109042055974,6.871309057041809e-11,1.3082952014172175e-08,0.9751316961484853,1.2757601188208955e-08,700.0000718157032,700.0000718157036,20.0,6.177455667975406e-08
10,1.8,0.966047588949283,1.353184108477544e-08,0.9606745375857502,1.3456578460011021e-08,0.005373051363532817,7.526262476441952e-11,1.4007427004184424e-08,0.9750250240737924,1.3657591851966808e-08,700.0000802559293,700.0000802559297,19.996666666666666,7.440173461639916e-08
11,2.0,0.9661947600247686,1.4418673498953163e-08,0.960701801030867,1.4336701224259628e-08,0.005492958993901587,8.197227469353582e-11,1.492315431164576e-08,0.9749193039424796,1.4548871214135897e-08,700.0000886040656,700.0000886040657,19.99722222222222,8.806648801406408e-08
12,2.2,0.9663402395147744,1.5299208090573147e-08,0.9607281978212064,1.5210357611029855e-08,0.005612041693568029,8.885047954329456e-11,1.5832113229865388e-08,0.974813619194319,1.5433359597099338e-08,700.0000968746792,700.0000968746807,19.996666666666666,1.0276596644067885e-07
13,2.4,0.9664867356036894,1.617486255746889e-08,0.9607562546845662,1.60789587671317e-08,0.005730480919123217,9.590379033719479e-11,1.6735731553900436e-08,0.9747113721052999,1.6312507866088257e-08,700.0001050799567,700.000105079957,20.0,1.1849856943405394e-07
14,2.6,0.9666321414501058,1.7046665132267235e-08,0.9607837820023065,1.694352866410655e-08,0.0058483594477992725,1.03136468160687e-10,1.7635111022373473e-08,0.9746071363256572,1.7187305052300445e-08,700.0001132293428,700.0001132293432,19.99722222222222,1.352622536139021e-07
