,C/O ratio,SynGasSelec,SynGasYield,COSelec,COYield,H2Selec,H2Yield,CH4Conv,FullOxSelec,FullOxYield,ExitT,MaxT,DistToMaxT,O2Conv
0,0.6,1.6186537335423261,1.6186537025935426,0.9044152264348314,0.9044152091423429,0.7142385071074947,0.7142384934511996,0.9999999808799233,0.3811271190110058,0.3811271117238261,1823.482948752851,1824.3831846113653,11.760000000000002,0.9999999942388526
1,0.7,1.748996348819555,1.7489949431329972,0.9265318954054192,0.9265311507420976,0.8224644534141359,0.8224637923908997,0.9999991962895984,0.25102029566128115,0.25102009391365854,1549.482004765074,1554.7428992265434,12.654,0.9999999999948516
2,0.8,1.8463550103006718,1.8462438949076807,0.942728647528648,0.9426719132258896,0.9036263627720237,0.9035719816817911,0.9999398190530147,0.1536747192592768,0.15366547096914407,1307.3945332447208,1326.2537046376003,14.06,0.999999999999999
3,0.9,1.9178897143520306,1.8945117709228396,0.9606185810028367,0.9489092075828426,0.9572711333491939,0.9456025633399973,0.9878105903304825,0.08210292601136124,0.08110213981114267,1110.6154907652847,1204.0706416182888,15.812000000000001,0.9999999999999978
4,1.0,1.91827423103511,1.713989663365352,0.9558183566994011,0.8540295005441509,0.962455874335709,0.859960162821201,0.8935060668778702,0.08167814617886726,0.07297991914215543,1083.4489209339404,1170.1178863634868,17.426,0.9999895308006111
5,1.1,1.865532950684559,1.4241323489518685,0.9012558970802665,0.6880112609346616,0.9642770536042925,0.7361210880172068,0.7633916883801392,0.13420365830466366,0.10244995729998847,1131.2050724067858,1149.3805913329072,18.994,0.9822071397213501
6,1.2,1.7987776743980564,1.0327879419205421,0.8345688636765795,0.4791768718143211,0.9642088107214769,0.5536110701062211,0.5741609742105315,0.2005459194309485,0.11514564047442014,1130.4058667219763,1130.4058667219763,70.0,0.8514023327603996
7,1.3,1.740215595362856,0.7397889794523436,0.7775507856316206,0.3305472630561293,0.9626648097312355,0.4092417163962143,0.42511340630646893,0.2588149789592539,0.11002571730850552,1096.272165374952,1096.272165374952,70.0,0.7158422565772936
8,1.4,1.678731582600389,0.5317322822708238,0.7183597106678132,0.22753789373112168,0.9603718719325758,0.3041943885397022,0.3167464577315927,0.32009137742014815,0.10138780994825825,1059.517371510282,1059.517371510282,70.0,0.6025089478681086
9,1.6,1.5428492860408833,0.27984429982603,0.5887755020042944,0.1067929768667923,0.954073784036589,0.17305132295923767,0.18138148836568505,0.45574648596783285,0.08266397594227631,992.2656141433534,992.2656141433534,70.0,0.43544898627912343
10,1.8,1.3984198668822663,0.15311510307862866,0.4523976559980162,0.04953370255322469,0.9460222108842501,0.10358140052540399,0.10949151017140084,0.600066314011759,0.06570216692413353,936.0397266102088,936.0397266102088,70.0,0.32572617905987916
11,2.0,1.2653178678455463,0.089149673863789,0.3277825768322381,0.023094362741104827,0.9375352910133082,0.06605531112268417,0.07045634628995158,0.7331145135165126,0.0516525700345088,890.2271088559726,890.2271088559726,70.0,0.2528228687568714
12,2.2,1.1523269109118044,0.05421375243863825,0.22314249471236233,0.010498229150357882,0.929184416199442,0.04371552328828036,0.047047198086991135,0.8460984322855452,0.0398065605448307,850.8169518103649,850.8169518103649,70.0,0.19825990325355103
13,2.4,1.0560328811295983,0.03196340544047296,0.13694046829260137,0.004144836574181903,0.9190924128369969,0.027818568866291055,0.030267433913878622,0.9424252908592059,0.028524795209848852,811.5394642297747,811.5394642297747,70.0,0.1468752546652109
14,2.6,0.9873726567180418,0.015953837156456957,0.08829123746795922,0.0014265981697203648,0.8990814192500826,0.014527238986736591,0.01615786810370707,1.0111840418407727,0.016338578376636617,766.6482863839951,766.6482863839951,20.045,0.08867337695045083
