,C/O ratio,SynGasSelec,SynGasYield,COSelec,COYield,H2Selec,H2Yield,CH4Conv,FullOxSelec,FullOxYield,ExitT,MaxT,DistToMaxT,O2Conv
0,0.6,1.618528323110361,1.61852829218062,0.9043489183103985,0.904348901028478,0.7141794047999624,0.7141793911521419,0.9999999808902071,0.38113756803301935,0.38113756074955935,1823.4892469219658,1841.2442126649146,10.5,0.9999999942371272
1,0.7,1.7426678747773545,1.742666653827064,0.9139581762757141,0.9139575359371178,0.8287096985016404,0.8287091178899464,0.9999992993786664,0.25730660615922446,0.2573064258847269,1551.7656068125323,1604.3936210319398,10.15,0.999999999992849
2,0.8,1.83457354746096,1.8259927212526483,0.9255116344400486,0.9211827513053867,0.9090619130209114,0.9048099699472617,0.9953227134337638,0.16518109013942164,0.16440849084551626,1318.0843378786712,1498.6012309836026,10.15,0.9999999999999974
3,0.9,1.8541328081142388,1.6863988021555358,0.9337252299446949,0.8492558367070961,0.9204075781695439,0.8371429654484396,0.9095350639260311,0.1439498775863241,0.13092746111262166,1243.2744991418622,1442.0388446211625,10.16,1.0
4,1.0,1.8490445933172572,1.5159860665809295,0.9269858794697305,0.7600128640879461,0.9220587138475266,0.7559732024929832,0.8198753410598887,0.14635564714256027,0.11999338611704732,1215.4206405821496,1405.6063227278873,10.17,1.0
5,1.1,1.8395267806809128,1.3664807007258424,0.9183589661905273,0.6821970828678966,0.9211678144903855,0.6842836178579457,0.7428436025378389,0.15271953531860943,0.11344672979398056,1197.4899969760943,1378.6914426404264,10.17,1.0
6,1.2,1.8282296044222688,1.2383682273462295,0.9090712329531885,0.6157678054007005,0.9191583714690803,0.6226004219455291,0.6773592465359739,0.16059805874347047,0.10878258006561724,1183.903711223637,1357.1441303048914,10.18,1.0
7,1.3,1.8160094209890758,1.128431534829768,0.8994596742664717,0.5589060546818073,0.9165497467226043,0.5695254801479606,0.6213797801859289,0.16923977310934962,0.10516217301340415,1172.7688376037386,1338.933011281372,10.18,1.0
8,1.4,1.8032475245764492,1.033479093168566,0.8896584328318201,0.5098819645454707,0.913589091744629,0.5235971286230952,0.5731210380623214,0.17832479261634293,0.10220169025652664,1163.2158819249414,1323.0267527830201,10.18,1.0
9,1.6,1.776822189634594,0.8784234433050248,0.8697219393422053,0.42997219706718,0.9071002502923887,0.4484512462378448,0.4943789245932784,0.19724488900427561,0.09751371610745435,1147.1589973284242,1295.9206817364404,10.18,1.0
10,1.8,1.7497907317484593,0.7577125523598751,0.8495289431257519,0.3678718443983251,0.9002617886227074,0.38984070796154996,0.4330303839263905,0.21670920320350098,0.09384166946359421,1133.731979488356,1273.084779311169,10.19,1.0
11,2.0,1.7225192128028424,0.6614360804585442,0.8292048831059503,0.3184092367168632,0.8933143296968921,0.343026843741681,0.3839934414329528,0.23644985850926364,0.0907951948953069,1122.0319673266984,1253.192403645002,10.19,1.0
12,2.2,1.6952025446445296,0.5830883555132854,0.8088330970788437,0.2782093278177067,0.886369447565686,0.3048790276955788,0.34396382742308496,0.25632891921711803,0.08816787613314267,1111.5714196205547,1235.4401374801414,10.19,1.0
13,2.4,1.6679592481052987,0.5182541749950142,0.7884810273181544,0.24499014875583713,0.8794782207871442,0.27326402623917706,0.31071153302079757,0.27626290717927554,0.08583807140645501,1102.0548293719708,1219.3401262192403,10.19,1.0
14,2.6,1.6408686018127083,0.46384234048270534,0.7682081821457852,0.21715783993357027,0.8726604196669231,0.246684500549135,0.28268097760557254,0.29619461974368144,0.0837285846706547,1093.2878987917206,1204.5619022137926,10.19,1.0
