,C/O ratio,SynGasSelec,SynGasYield,COSelec,COYield,H2Selec,H2Yield,CH4Conv,FullOxSelec,FullOxYield,ExitT,MaxT,DistToMaxT,O2Conv
0,0.6,0.9014001796215981,5.970970507169567e-11,0.8996564697922081,5.959419988099646e-11,0.0017437098293899959,1.1550519069920844e-13,6.624106187416272e-11,0.9323746054827596,6.176148393168154e-11,700.0000002104462,700.0000002104466,19.996,1.1635219485061155e-10
1,0.7,0.9020244553764291,6.142266673769515e-11,0.9001333636020158,6.129389428686208e-11,0.0018910917744132923,1.2877245083306583e-13,6.809423666020507e-11,0.9325532371854222,6.350150083114449e-11,700.0000002373858,700.0000002373865,19.994666666666667,1.3951315422062545e-10
2,0.8,0.9027060775525538,6.308586477591984e-11,0.9006731261738751,6.294379140457503e-11,0.002032951378678741,1.4207337134481668e-13,6.988527755009726e-11,0.9328211130736164,6.519046239174034e-11,700.0000002628582,700.0000002628587,19.99533333333333,1.6364231407124586e-10
3,0.9,0.9034180503329128,6.471236540701479e-11,0.901247737712777,6.455690463968794e-11,0.0021703126201357364,1.5546076732684784e-13,7.163058717187249e-11,0.9331431487855905,6.684159166292182e-11,700.0000002870531,700.0000002870532,19.99533333333333,1.8870356940645431e-10
4,1.0,0.9039988077831874,6.630987263783219e-11,0.9016952645468591,6.614090376607977e-11,0.0023035432363282655,1.6896887175243007e-13,7.335172576216027e-11,0.933347945293713,6.84626825238602e-11,700.0000003101608,700.0000003101611,19.994,2.1470933261948363e-10
5,1.1,0.9045507202091237,6.788343930859233e-11,0.902117278254911,6.770081780874808e-11,0.002433441954212814,1.8262149984425128e-13,7.504658145968675e-11,0.9335381466584644,7.005884656892944e-11,700.0000003323171,700.0000003323179,19.994,2.4164136153806937e-10
6,1.2,0.9050053161138463,6.94363964105706e-11,0.9024450649645483,6.923996152720811e-11,0.0025602511492979463,1.9643488336250593e-13,7.672484920722363e-11,0.9336408919107729,7.163345664555183e-11,700.0000003536484,700.0000003536492,19.993333333333332,2.694694392363457e-10
7,1.3,0.9055198421713536,7.097109718665927e-11,0.9028350882627354,7.076067669480797e-11,0.002684753908618172,2.1042049185129542e-13,7.837608176147426e-11,0.9338167160634981,7.318889528842412e-11,700.0000003742732,700.0000003742734,20.0,2.9820462726056673e-10
8,1.4,0.9060160522895694,7.248935504880958e-11,0.9032090324712548,7.226476845818059e-11,0.0028070198183145056,2.2458659062898344e-13,8.000890808239394e-11,0.9339835247055984,7.472700197864054e-11,700.0000003942203,700.000000394221,19.996666666666666,3.278232995065072e-10
9,1.6,0.9068371905266528,7.548210664508772e-11,0.9037918847040718,7.522862553373907e-11,0.0030453058225809963,2.5348111134863005e-13,8.323666853721658e-11,0.9341662832567476,7.775688927808546e-11,700.0000004324351,700.0000004324356,19.992666666666665,3.89699184175063e-10
10,1.8,0.9077346106231942,7.84224863458517e-11,0.9044572297364502,7.813934152044465e-11,0.003277380886744025,2.831448254070476e-13,8.639362808036116e-11,0.9344566733732158,8.073110229661714e-11,700.0000004687523,700.0000004687531,19.997333333333334,4.5504083867772716e-10
11,2.0,0.9084178399831769,8.131657512958282e-11,0.9049146194210641,8.100298606792391e-11,0.0035032205621128563,3.1358906165892225e-13,8.951450703685952e-11,0.9345510141210062,8.365587332983901e-11,700.0000005034829,700.0000005034834,19.99533333333333,5.237600480378382e-10
12,2.2,0.9091649158658767,8.416853892394262e-11,0.9054403298771688,8.382372473754437e-11,0.003724585988707876,3.4481418639825496e-13,9.25778562889018e-11,0.9347320620472118,8.65354905088356e-11,700.0000005368512,700.0000005368515,20.0,5.958020306423045e-10
13,2.4,0.9098894408522337,8.698193106415921e-11,0.9059476847175887,8.66051143378828e-11,0.003941756134644973,3.768167262764143e-13,9.559615394886762e-11,0.934908175717066,8.937362589390363e-11,700.0000005690457,700.000000569048,19.996666666666666,6.711131114592623e-10
14,2.6,0.9105245414737715,8.975965359789815e-11,0.9063696553120295,8.935006426160964e-11,0.004154886161741972,4.095893362885299e-13,9.858015847943376e-11,0.9350085474530834,9.217329078755012e-11,700.0000006002911,700.000000600292,19.996,7.496406678317088e-10
