,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp,O2 Conversion,Max CH4 Conv,Dist to 50 CH4 Conv
0,[H][H] + 2 [Pt] <=> 2 [Pt],0.10449392995798554,-0.2557021405368686,0.2118285614068578,-0.14875372064511258,0.019889406277394748,-0.3400022401523773,-0.35982008035211666,-0.8064908180229964,-1.1634089824656695,-0.023639936668143915,-0.023639936668143915,0.0,-0.5244400681967719,0.006782218423525896,0.0
1,O=C=O + [Pt] <=> O=C=O.[Pt],-0.04020581579381215,0.11040548236507151,-0.09378342161903984,0.056747150155503745,0.002025733889656409,0.15270066311714836,0.1506718770162186,0.31022498963614575,0.46136428846721494,0.008889735546829232,0.008889735546829232,0.0,0.20656072983745327,0.0021154012745878575,0.0
2,[C-]#[O+] + [Pt] <=> O=C=[Pt],0.0004313353997828482,0.005289974094374496,0.000839394317929975,0.005698052838562776,0.00010969055937832091,0.004968313626482178,0.004858617737659724,-0.0033275711313354357,0.0015308849323586876,5.453498080913084e-05,5.453498080913084e-05,0.0,0.004155116780072308,0.4590746068369561,0.0
3,[O][O] + 2 [Pt] <=> 2 O=[Pt],-0.12489151042089873,0.7866263643099557,-0.2610875598883825,0.6491873111007621,-0.017537511652433994,0.8949601376216597,0.9126577067257605,0.9641767178197933,1.8856340576671935,0.03983916345827037,0.03983916345827037,0.0,1.1069941865008377,0.18503534823716059,0.0
4,O=C=[Pt] + O=[Pt] <=> O=C=O.[Pt] + [Pt],-0.006396229200134124,0.014220760131983354,-0.014895310168228582,0.005719926797204035,0.0003030130418231658,0.020921383644356337,0.020618308126370114,0.04935295365284329,0.06998143752326187,0.0013329864057930456,0.0013329864057930456,0.0,0.029513399824859544,5.714633735662488e-05,0.0
5,C + 2 [Pt] <=> C[Pt] + [Pt],1.3770361827788398e-11,4.6716935714190256e-12,2.6616858611517925e-11,1.7537366944726128e-11,3.64435005805126e-12,-5.4384162048903665e-12,-9.090194321671279e-12,-8.970537675920998e-11,-9.879704054733986e-11,6.495961888364735e-13,6.495961888364735e-13,0.0,-1.7585194775052274e-11,-0.0,0.0
6,C=[Pt] + [Pt] <=> C[Pt] + [Pt],0.016117560273736318,-0.04578435093206479,0.03377548394027174,-0.02813735609627938,0.0021990308966797893,-0.05969426586184617,-0.061891935735749234,-0.12435869949749717,-0.18617366722687684,-0.003759656352250864,-0.003759656352250864,0.0,-0.0866518956097197,0.000917698743247026,0.0
7,C#[Pt] + [Pt] <=> C=[Pt] + [Pt],4.424639236510991e-08,-1.2399251762083752e-07,9.26853360198803e-08,-7.555357395469023e-08,6.06529740830711e-09,-1.6217361258660796e-07,-1.6823890064303717e-07,-3.4129313690721824e-07,-5.095320442476912e-07,-1.0279115029291454e-08,-1.0279115029291454e-08,0.0,-2.3623109948988212e-07,2.6245319510743567e-09,0.0
8,C~[Pt] + O=[Pt] <=> O=C=[Pt] + [Pt],0.0002359458309459297,-0.0007705878991161421,0.00048048748598963995,-0.0005260487054506177,4.319042697464392e-05,-0.0009633413629415871,-0.0010065313551854004,-0.0018204752875469316,-0.002826988319084328,-5.809356466584347e-05,-5.809356466584347e-05,0.0,-0.0013779948162374492,0.00016383394061820003,0.0
9,C#[Pt] + [Pt] <=> C~[Pt] + [Pt],1.8568041169519228e-09,-5.467465691479281e-09,3.8747943599431235e-09,-3.449443986279954e-09,2.6614968808568204e-10,-7.058113028071555e-09,-7.324260287401557e-09,-1.4373813715397663e-08,-2.169808111952636e-08,-4.3804964460855655e-10,-4.3804964460855655e-10,0.0,-1.0206590225435377e-08,5.375547369670369e-10,0.0
