,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp,O2 Conversion,Max CH4 Conv,Dist to 50 CH4 Conv
0,[H][H] + 2 [Pt] <=> 2 [Pt],3.6772868821638174e-11,4.242039389499748e-22,1.2287564578334474e-11,1.8673133328646953e-20,7.46062361966052e-11,1.2140316631359717e-20,4.1177194116192246e-22,2.1897723268152673e-19,5.150487103264677e-09,3.126679186016813e-10,1.0371296677432182e-22,0.0,0.0,1.7323320609359073e-17,0.0
1,O=C=O + [Pt] <=> O=C=O.[Pt],1.0109552000657032e-08,5.800432887428283e-22,3.009690454640908e-09,1.9146046715728972e-20,2.1462900451920135e-08,9.927610032266971e-21,2.0658378137684885e-22,2.311440159163029e-19,1.4891859321744823e-06,9.164152843325425e-08,2.3047601162583502e-23,0.0,0.0,5.947019919156292e-18,0.0
2,[C-]#[O+] + [Pt] <=> O=C=[Pt],1.6042772473025492e-12,3.1220509523041687e-22,4.918522495134092e-13,9.023381948320654e-22,3.3683827857240685e-12,9.477488098583915e-22,1.5966349778414006e-22,1.3284971353433298e-20,2.2464492839070435e-10,1.3813025725951857e-11,7.131621145579236e-23,0.0,0.0,2.4407099272607568e-17,0.0
3,[O][O] + 2 [Pt] <=> 2 O=[Pt],1.5389186024394468e-20,4.92824437834044e-09,4.150723716283264e-19,3.843867651291594e-09,1.5977297409213592e-19,6.1553363163698555e-09,2.6474932838803333e-09,7.368864864112604e-08,4.216119017559585e-18,1.0627330837352414e-22,7.423646482700116e-20,0.0,0.0,1.613186800889033e-14,0.0
4,O=C=[Pt] + O=[Pt] <=> O=C=O.[Pt] + [Pt],8.209961401974156e-21,1.8515740418122353e-21,2.183686461030513e-19,1.7063033005590309e-19,8.355237270085399e-20,1.188213028208595e-19,3.438960143364294e-21,2.0196103507579648e-18,2.1752742253495367e-18,1.0104935997663441e-22,4.0294691099155306e-20,0.0,0.0,8.259939901730345e-15,0.0
5,C=[Pt] + [Pt] <=> C[Pt] + [Pt],4.838402471021417e-21,2.5542587521123993e-11,1.1805079770060906e-19,1.9975773616288293e-11,4.2928508072905116e-20,3.183184577460057e-11,1.375673185698299e-11,3.8571182357604003e-10,1.2015766740100956e-18,6.251885760067714e-23,1.4967143488291747e-22,0.0,0.0,3.4958956964211973e-17,0.0
6,C[Pt] + [Pt] <=> C + 2 [Pt],5.967244435567921e-15,7.907873694568362e-22,1.9087767259914988e-15,6.6390383080510484e-21,1.2322086546732743e-14,4.078463151267965e-21,4.885341980929952e-22,8.013547451822691e-20,8.365755941605377e-13,5.111900713493789e-14,2.9885318440149546e-24,0.0,0.0,5.9307526477069616e-18,0.0
7,C=[Pt] + [Pt] <=> C#[Pt] + [Pt],3.056125768487256e-16,6.673137566480009e-22,2.107608475156368e-16,2.6122382607635244e-21,4.1879392328304314e-16,5.889866919930132e-21,1.4413664051106719e-21,4.382757592282408e-20,7.885469388731347e-18,1.1011230345201266e-16,3.065522157746302e-22,0.0,0.0,5.841150779331957e-18,0.0
8,O=C=[Pt] + [Pt] <=> C~[Pt] + O=[Pt],2.4564945305110757e-21,9.916988757185323e-22,6.359935804385579e-20,4.91371491084089e-20,2.418479290096119e-20,3.5795757738370406e-20,1.5285214587208784e-21,5.756114959174906e-19,6.216381894608987e-19,9.647940224125813e-23,3.4596266843330945e-21,0.0,0.0,2.435702580316671e-15,0.0
9,C#[Pt] + [Pt] <=> C~[Pt] + [Pt],1.7314099166018692e-21,3.1030841861444996e-21,4.5234277356181306e-20,3.635325493847874e-20,1.1243634243032196e-21,5.06940441913735e-21,2.50093424216957e-21,4.43981949450244e-19,4.653260603531919e-19,2.972390886085684e-23,5.548136608811623e-23,0.0,0.0,9.110943734901598e-17,0.0
