,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp,O2 conv,Max CH4 Conv,Dist to 50 CH4 Conv
0,0.6000000000000001,0.04220610931192466,0.04220581462505411,2.8207487607891e-07,1.654626593149944e-09,5.778808388929538e-07,2.8414433397208527e-09,700.0237637177012,700.0237637177012,20.0,1.244466648493276e-05,-2.9547619212477727e-08,510.0
1,0.7000000000000002,0.04764223879568619,0.04764188036962263,3.430400453463472e-07,2.2119992518287127e-09,7.02866622457341e-07,3.6986766490017837e-09,700.0280985377117,700.0280985377117,20.0,1.56475615835074e-05,-3.5952211346890195e-08,510.0
2,0.8,0.05273657570711542,0.05273615144008312,4.059958666032823e-07,2.8487165977038924e-09,8.319665281367599e-07,4.65834826663688e-09,700.0324147819556,700.0324147819556,20.0,1.9127095584547677e-05,-4.257227070869618e-08,510.0
3,0.9000000000000001,0.05752037248751414,0.05751988057751813,4.70652910819636e-07,3.564756038491273e-09,9.64590615720732e-07,5.719583474723459e-09,700.0367076706366,700.0367076706366,20.0,2.2878369498145053e-05,-4.937786429737301e-08,510.0
4,1.0,0.06202118410625546,0.062020622988129465,5.367821270566012e-07,4.360136690651259e-09,1.1002724362502883e-06,6.881732074610289e-09,700.0409754110852,700.0409754110852,20.0,2.6897795242443596e-05,-5.6345344362496164e-08,510.0
5,1.1,0.0662633991614029,0.06626276746114114,6.041982819505647e-07,5.234905708229535e-09,1.2386351429151152e-06,8.14430367503656e-09,700.0452178421451,700.0452178421451,20.0,3.11826902224171e-05,-6.345562270082539e-08,510.0
6,1.2,0.07026868199272561,0.07026797849328374,6.72748967138471e-07,6.189129579067207e-09,1.3793689975579573e-06,9.506925270555232e-09,700.0494357596558,700.0494357596558,20.0,3.5731019490919655e-05,-7.069304308604529e-08,510.0
7,1.3000000000000003,0.07405634272972031,0.07405556634476232,7.42306984788122e-07,7.222888241541462e-09,1.5222157901810106e-06,1.0969312100673271e-08,700.0536304276604,700.0536304276604,20.0,4.0541224080374614e-05,-7.804454027482421e-08,510.0
8,1.3999999999999995,0.07764364861664726,0.07764279836997212,8.127649041844177e-07,8.33627108243414e-09,1.6669577020095026e-06,1.2531247086979617e-08,700.0578033338052,700.0578033338052,20.0,4.561210312254118e-05,-8.54991272225547e-08,510.0
9,1.6000000000000005,0.08427758988601222,0.08427658934897495,9.560265454406794e-07,1.0802297852790915e-08,1.9614104763477967e-06,1.5953145828714256e-08,700.0660902596032,700.0660902596032,20.0,5.6532393178721406e-05,-1.0068147010544592e-07,510.0
10,1.8,0.09027684884714632,0.09027569508126905,1.1019403197527347e-06,1.3588023744550222e-08,2.2615277238521077e-06,1.9771757302496448e-08,700.0743089836965,700.0743089836965,20.0,6.848678699688847e-05,-1.161797297255518e-07,510.0
11,2.0,0.09572834938139431,0.09572703990591835,1.2500542012003655e-06,1.6694295627844298e-08,2.566398662016873e-06,2.3986655815169676e-08,700.0824709155991,700.0824709155991,20.01,8.147240819186836e-05,-1.3194825232432095e-07,510.0
12,2.2,0.10070383531597825,0.10070236800488354,1.4000155568471994e-06,2.0121968572902585e-08,2.8753151138501897e-06,2.8597703902787823e-08,700.0905858766298,700.0905858766298,20.01,9.548784006152249e-05,-1.4795165093062224e-07,510.0
13,2.4,0.10526304553491962,0.10526141854245359,1.5515437901224351e-06,2.3871891552841886e-08,3.1877155731933963e-06,3.360495740890471e-08,700.0986622405761,700.0986622405761,20.01,0.0001105326566918046,-1.641620131498378e-07,510.0
14,2.6,0.10945612414928066,0.10945433585470539,1.7044118910916716e-06,2.7944899477351543e-08,3.5031474902612034e-06,3.900860356554131e-08,700.1067071026043,700.1067071026043,20.01,0.0001266071246875,-1.805569069257551e-07,510.0
