,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp,O2 Conversion,Max CH4 Conv,Dist to 50 CH4 Conv
0,[H][H] + 2 [Pt] <=> 2 [Pt],-1.3463030495299891e-08,-1.3463030752594967e-08,-4.648816694459814e-08,-4.6488168446858445e-08,2.953674333155806e-08,2.953674216875266e-08,0.0,5.544612860381427e-08,5.5446129663458e-08,3.621150027883785e-09,0.00045092410006596887,0.0,0.0,0.08100155648366793,0.0
1,O=C=O + [Pt] <=> O=C=O.[Pt],5.056842065408275e-10,5.056842162050745e-10,3.948967740016987e-09,3.948965583434813e-09,-9.880447799743527e-10,-9.880431624781424e-10,0.0,-4.751296293768254e-09,-4.751296384571372e-09,-7.088209002104346e-11,-7.598430595437714e-08,0.0,0.0,4.046765589406661e-07,0.0
2,[C-]#[O+] + [Pt] <=> O=C=[Pt],2.5645857325829707e-09,2.5645857815953592e-09,1.2446450951327109e-08,1.2446451773779092e-08,-5.56288653783054e-09,-5.562890735091548e-09,0.0,-1.478313348869176e-08,-1.4783133771215627e-08,-6.18254897878931e-10,-6.985683845327574e-05,0.0,0.0,0.0019568885333489006,0.0
3,[O][O] + 2 [Pt] <=> 2 O=[Pt],1.5477052770105273e-07,1.5477051694005198e-07,5.526156351472201e-07,5.526156183657501e-07,-3.490503503928802e-07,-3.4905036624969824e-07,-1.1102230458428842e-14,-6.557005484947811e-07,-6.557005610260251e-07,-4.083516066534357e-08,0.002201259853872924,-0.0941619585687362,2.2204460620444158e-14,-0.18043022388114166,0.0
4,O=C=[Pt] + O=[Pt] <=> O=C=O.[Pt] + [Pt],2.0593100608040225e-08,2.059310100159971e-08,7.497816871582823e-08,7.497816956416827e-08,-4.637211547132138e-08,-4.637211324842952e-08,0.0,-8.897862912457461e-08,-8.897863082506569e-08,-5.673606320319717e-09,-2.2244548310326497e-05,0.0,0.0,-0.00010746215464985791,0.0
5,C=[Pt] + [Pt] <=> C[Pt] + [Pt],-7.637422186381588e-09,-7.63742233234212e-09,-2.5288037135280386e-08,-2.5288034270488178e-08,1.733255344961406e-08,1.7332552962670997e-08,0.0,3.002783528660889e-08,3.002783586047776e-08,1.932822296209641e-09,0.00017191969712344177,0.0,0.0,0.08405684818418044,0.0
6,C[Pt] + [Pt] <=> C + 2 [Pt],-3.043771641493093e-09,-3.0437716996633138e-09,-1.1354536587500954e-08,-1.1354536804500102e-08,9.62922763394601e-09,9.629226999782916e-09,0.0,1.3475259450355007e-08,1.3475259707883792e-08,7.010022295694948e-10,0.0001626016962808441,0.0,0.0,-0.02312244917162925,0.0
7,C=[Pt] + [Pt] <=> C#[Pt] + [Pt],-4.639792083944416e-09,-4.63979217261655e-09,-1.3819133660798287e-08,-1.3819133924898931e-08,8.85012242503014e-09,8.85012414872688e-09,0.0,1.7787818584814468e-08,1.7787818924761563e-08,1.5771969364346052e-09,0.0002540114304376185,0.0,0.0,-0.02074048025370922,0.0
8,O=C=[Pt] + [Pt] <=> C~[Pt] + O=[Pt],4.474264363867953e-09,4.47426444937665e-09,1.570430538371287e-08,1.570430632996173e-08,-9.974988729062964e-09,-9.97498891969727e-09,0.0,-1.8779087089245972e-08,-1.877908744813743e-08,-1.2083421167217959e-09,0.000401230816158112,0.0,0.0,-0.025586436355767676,0.0
9,C#[Pt] + [Pt] <=> C~[Pt] + [Pt],3.7440995494655375e-10,3.744099621019886e-10,5.594089715922644e-10,5.594096284035174e-10,-9.705480710688677e-10,-9.705458688172156e-10,0.0,-4.1066304372991605e-10,-4.106630515781921e-10,3.2972659367730453e-10,1.4049807089391486e-08,0.0,0.0,-4.999028883958073e-09,0.0
10,C~[Pt] + [H][H] <=> C=[Pt],-5.368181368333791e-10,-5.36818147092634e-10,2.029661535159857e-10,2.0296557280992193e-10,3.8086408688729075e-10,3.808656487260856e-10,0.0,-1.7448115628793704e-09,-1.7448115962248653e-09,1.538148166713809e-10,2.0904204723281867e-05,0.0,0.0,0.001173400097110673,0.0
11,C + O=[Pt] + [Pt] <=> C[Pt] + O[Pt],3.9932387826411675e-10,3.9932388589568736e-10,1.0953441344552449e-09,1.0953429277601259e-09,-5.221816090686543e-10,-5.221816190482018e-10,0.0,-1.000367957269911e-09,-1.0003679763881734e-09,-1.9682509534359596e-10,-7.578629374050085e-08,0.0,0.0,-9.252643070672053e-06,0.0
12,O=C=[Pt] + O[Pt] <=> O=C=O.[Pt] + [Pt],2.349093377385779e-10,2.349093422279842e-10,6.425341222945165e-09,6.425344014498931e-09,-3.221018675839151e-10,-3.221040945396976e-10,0.0,-7.813910316663015e-09,-7.813910465996454e-09,4.6681286475346454e-11,-1.0380370968395282e-07,0.0,0.0,1.487079607126229e-06,0.0
13,O[Pt] + [Pt] <=> [Pt] + O=[Pt],9.392052069410661e-10,9.392052248904331e-10,6.964768560305122e-09,6.964769339530675e-09,-4.353772496804085e-09,-4.35377183974336e-09,0.0,-8.784882758535403e-09,-8.78488292642532e-09,5.7908601037884165e-11,-1.4912707320654268e-05,0.0,0.0,-1.5291078934519826e-05,0.0
14,C + O[Pt] + [Pt] <=> C[Pt] + O.[Pt],-4.236678672452667e-10,-4.2366787534208084e-10,2.482824451994069e-09,2.482826173482752e-09,-8.676776550375099e-10,-8.676760352409358e-10,0.0,-2.935612665224162e-09,-2.9356127213273313e-09,5.788525538206301e-10,-8.310054499925719e-08,0.0,0.0,-7.15929569160111e-06,0.0
15,O + [Pt] <=> O.[Pt],3.147105493457034e-10,3.1471055536020917e-10,6.977072955227468e-10,6.977073088567913e-10,-6.14111155219575e-10,-6.141111669559949e-10,0.0,-4.0153128247257424e-10,-4.015312901463308e-10,1.6757177351440273e-11,-2.4049580869402444e-08,0.0,0.0,-5.883393159911834e-07,0.0
16,O.[Pt] + [Pt] <=> [Pt] + O[Pt],3.086758236364942e-08,3.086758295356689e-08,1.1056345746395695e-07,1.1056345753091314e-07,-6.956483458189473e-08,-6.956483332043093e-08,0.0,-1.3112571979994963e-07,-1.3112572230592345e-07,-7.524016369669052e-09,-0.0001596970358079313,0.0,0.0,-0.001381004518683622,0.0
17,O.[Pt] + O=[Pt] <=> 2 O[Pt],1.3094133290966997e-10,1.3094133541211993e-10,1.3179298965750899e-09,1.3179305063473477e-09,-7.77814760582933e-10,-7.778155527279369e-10,0.0,-1.2833722910900869e-09,-1.2833723156169102e-09,-6.6663293461159496e-12,-3.5202416585858696e-08,0.0,0.0,2.0846803923611166e-06,0.0
18,[H] + [Pt] <=> [Pt],4.90482177257871e-10,4.904821866315887e-10,4.025702889774218e-09,4.025704082736255e-09,-3.2151720496590356e-10,-3.2152109751052693e-10,0.0,-4.598536675920736e-09,-4.598536763804429e-09,-1.53663801179697e-10,1.443299450015921e-06,0.0,0.0,-5.5130203577044755e-08,0.0
19,C + [Pt] <=> C.[Pt],-3.9275697403522744e-08,-3.927569815412964e-08,-1.3806712310371845e-07,-1.3806712186562948e-07,8.880980604204837e-08,8.880980201198665e-08,0.0,1.6587006464135864e-07,1.658700678113396e-07,1.0318838437732568e-08,0.000841801294272076,0.0,0.0,-0.5515333878704178,0.0
20,[CH3] + [Pt] <=> C[Pt],9.698607605283036e-12,9.698607790635292e-12,2.7481534674029265e-09,2.7481524038976174e-09,-2.0324694765368176e-09,-2.0324687751131365e-09,0.0,-3.0653712185407514e-09,-3.0653712771237673e-09,1.1834626614263084e-10,3.561663872349326e-07,0.0,0.0,-7.147816582765625e-07,0.0
