,C/O ratio,SynGasSelec,SynGasYield,COSelec,COYield,H2Selec,H2Yield,CH4Conv,FullOxSelec,FullOxYield,ExitT,MaxT,DistToMaxT,O2Conv
0,0.6,1.6169248266026566,1.616924796628754,0.9039554567996206,0.9039554400424578,0.712969369803036,0.7129693565862965,0.999999981462402,0.3822788018577491,0.38227879477121834,1826.3208570366905,1837.482216764685,10.762857142857143,0.9999999938440666
1,0.7,1.2938858585135404,0.8831378074439635,0.5987721468408789,0.40869008455434397,0.6951137116726616,0.47444772288961967,0.6825469199103404,0.5182865520942213,0.3537548897628609,1595.819663086077,1595.819663086077,70.0,0.7822594325954358
2,0.8,1.3531518014218622,0.7283416483173099,0.623462508917579,0.33558223913379365,0.7296892925042833,0.3927594091835163,0.5382556839166045,0.534954364328106,0.2879422272355971,1499.6795810496592,1499.6795810496592,70.0,0.7290782878124702
3,0.9,1.4726228290543077,0.7725396942318626,0.6846615561604783,0.3591742697539162,0.7879612728938293,0.41336542447794633,0.5246011938630436,0.4681692194179311,0.24560213143657586,1437.936547081517,1437.936547081517,70.0,0.7651091768829539
4,1.0,1.5609404423962054,0.8765497969832163,0.7318780339413861,0.4109878408192091,0.8290624084548195,0.4655619561640073,0.5615523649561039,0.39798264177764375,0.2234880937017138,1418.491006312162,1418.491006312162,70.0,0.8595715995366918
5,1.1,1.5522281901523804,0.8220366950276701,0.7240994621504059,0.38347218051683457,0.8281287280019745,0.4385645145108354,0.529584954224399,0.3954103562855168,0.20940337543331872,1399.518592015816,1399.518592015816,70.0,0.8813778012191584
6,1.2,1.5347676343541763,0.7296596609953172,0.7094636850119225,0.3372934249503639,0.8253039493422537,0.3923662360449533,0.4754202816521831,0.41162097509248113,0.19569295991241362,1374.7153936579732,1374.7153936579732,70.0,0.8786378501277925
7,1.3,1.5056730436614376,0.6597704969619363,0.6900085605961278,0.3023546797553371,0.8156644830653098,0.35741581720659926,0.43818975157948764,0.42231669880343825,0.18505484933654792,1356.65501026272,1356.65501026272,70.0,0.8819768190751017
8,1.4,1.4828877207471944,0.5923111908982819,0.6740703559167346,0.2692445352916482,0.8088173648304599,0.3230666556066336,0.3994309094419025,0.4397281086399858,0.17564099834123723,1339.273451214338,1339.273451214338,70.0,0.8781918090588219
9,1.6,1.4282006578378308,0.49482062062625876,0.6388768194888754,0.2213480455903217,0.7893238383489553,0.273472575035937,0.3464643556286925,0.4641373635664655,0.16080705259125563,1312.3806557335947,1312.3806557335947,70.0,0.8779568784256593
10,1.8,1.3909233518307844,0.4068064421271887,0.6119652353861043,0.1789828316458054,0.77895811644468,0.2278236104813833,0.292472221126876,0.5088355867029535,0.1488202742314099,1285.847369872081,1285.847369872081,70.0,0.8733402340313007
11,2.0,1.3537376680601476,0.3441132552960333,0.5858007850969589,0.14890759108708657,0.7679368829631887,0.1952056642089468,0.2541949326039911,0.549653006705402,0.13971900899506073,1264.696399922189,1264.696399922189,70.0,0.8713460444392424
12,2.2,1.3033440932585019,0.2971395022249357,0.5538538736909518,0.12626893019665614,0.7494902195675501,0.17087057202827963,0.22798239065330372,0.5761830699422825,0.1313595937394013,1245.993472073814,1246.025415516392,19.99,0.8757410966452248
13,2.4,1.2639373589406357,0.261311647014504,0.5281642253061408,0.10919486051473655,0.7357731336344949,0.15211678649976743,0.20674414373946612,0.6064286965499063,0.1253755816072509,1231.1686661643278,1231.189722902617,19.99,0.8756098868661495
14,2.6,1.2182929116176562,0.2299358379211491,0.4996979883253588,0.09431104339312055,0.7185949232922975,0.13562479452802856,0.18873608779011855,0.6318746154733514,0.11925754289832587,1215.907991920572,1215.936990052265,19.99,0.8796270368147119
