,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp,O2 conv,Max CH4 Conv,Dist to 50 CH4 Conv
0,0.6000000000000001,0.04220610931192466,0.0053696896955470075,0.03303839997096486,0.056858420422790226,0.016667526898170058,0.0036596435960320473,1543.8492836727914,1543.8492836727914,70.0,0.8109595401754249,-0.16946707051526294,70.0
1,0.7000000000000002,0.04764223879568619,0.04104900041186905,0.005145057871231085,0.012878219771517402,0.00030814557663441194,0.0014481062208080116,796.4927071507645,796.4927071507645,70.0,0.12267666984240592,-0.004350692303824177,510.0
2,0.8,0.05273657570711542,0.04848871866518994,0.0031306099362879885,0.008302759401987811,0.00019287151751406657,0.0011171916589531588,768.5781003892253,768.5781003892253,70.0,0.08431134961977724,-0.004443112559723156,510.0
3,0.9000000000000001,0.05752037248751414,0.05425912181463798,0.0023496569073461707,0.006384967622716363,0.00013746037126688825,0.0009115448635796729,753.4722825864574,753.4722825864574,20.07,0.06744021611022598,-0.00448834086637373,510.0
4,1.0,0.06202118410625546,0.05930143038153849,0.0019497774695578086,0.00533460761276103,0.0001048300087897131,0.000769929702717832,743.8075093482795,743.8075093482795,20.040000000000003,0.0579554708793092,-0.004504397984292363,510.0
5,1.1,0.0662633991614029,0.06388483867540319,0.0017124187313787,0.004673509294368802,8.354246594743589e-05,0.0006660956130976393,737.0628540078978,737.0628540078978,20.03,0.0519286326346748,-0.004504283336827231,510.0
6,1.2,0.07026868199272561,0.06812456510321913,0.0015575723908796148,0.004219469257169598,6.869431502286587e-05,0.0005864976937424772,732.0828804465283,732.0828804465283,20.020000000000003,0.04780386460277899,-0.00449541880774007,510.0
7,1.3,0.0740563427297203,0.07208325012001168,0.0014496387844845293,0.003888287956488159,5.782504926172232e-05,0.0005234056824795486,728.2545911770535,728.2545911770535,20.01,0.04483826348343431,-0.004481713611177718,510.0
8,1.3999999999999995,0.07764364861664726,0.0758009181403679,0.0013705997247545354,0.0036358157945910923,4.957023987110896e-05,0.00047208080585078795,725.220631728977,725.220631728977,20.01,0.0426314877991697,-0.004465247286654372,510.0
9,1.6000000000000005,0.08427758988601222,0.08262085141996608,0.0012632373057104263,0.003275444189390054,3.795097428286849e-05,0.00039344664780358187,720.7203047968515,720.7203047968515,20.01,0.03964198053556736,-0.004428162764019694,510.0
10,1.8,0.09027684884714632,0.08874700731923536,0.0011939157061386773,0.0030293534370151817,3.0239638130645235e-05,0.00033586583441053705,717.5473666086482,717.5473666086482,20.01,0.037801459949557845,-0.004388806878792562,510.0
11,2.0,0.09572834938139431,0.09429119994313345,0.0011453024295490126,0.002849401820499711,2.4797848128738884e-05,0.00029178086987198087,715.1945985477748,715.1945985477748,20.0,0.03663830125542492,-0.0043489569520133164,510.0
12,2.2,0.10070383531597825,0.09933783591925255,0.0011090265464689768,0.002711108866611262,2.078065721943455e-05,0.0002569000035931642,713.383793112776,713.383793112776,20.0,0.035906635802486146,-0.004309370765663567,510.0
13,2.4,0.10526304553491961,0.10395375938155355,0.0010806091705793032,0.0026007409144282296,1.7711331335321352e-05,0.00022859694188235208,711.9495595551097,711.9495595551097,20.0,0.035465766620084056,-0.0042703862997178765,510.0
14,2.6000000000000005,0.10945612414928066,0.1081934018504475,0.001057465020924988,0.0025100112205804948,1.530186165059536e-05,0.00020516960068370476,710.7874010439568,710.7874010439568,20.0,0.03522942124710098,-0.0042321497337446945,510.0
