,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp,O2 conv,Max CH4 Conv,Dist to 50 CH4 Conv
0,0.6000000000000001,0.04220610931192466,8.066106538136525e-10,0.038169686204461296,0.060284831627447806,0.02409920108531773,0.004036415879563643,1823.4870332350904,1837.8221624698626,10.620000000000001,0.9999999942380485,-0.515865284463796,20.020000000000003
1,0.7000000000000002,0.04764223879568619,3.755204189023559e-08,0.043992606557800684,0.07851354879399902,0.01676851740980719,0.0036495851333437717,1550.067196206484,1569.5300193523417,10.76,0.9999999999944822,-0.19980150769333474,70.0
2,0.8,0.05273657570711542,2.5064055135064616e-06,0.047641863731662196,0.09737042452589532,0.008096539463190954,0.00509115344422055,1315.6590233872407,1378.6579433126467,10.88,0.9999999999999958,-0.13899867966993065,70.0
3,0.9000000000000001,0.05752037248751414,0.00289272883626232,0.05126994879288858,0.10327710799406253,0.005960767705421731,0.0033403958135155946,1177.2964645654727,1334.0142177076257,11.250000000000002,1.0,-0.10746777520505083,70.0
4,1.0,0.06202118410625546,0.00897480128883025,0.04944318242329375,0.10056577210386439,0.00547475828683945,0.003551611033087709,1153.7964770741755,1307.9149281603184,11.580000000000002,1.0,-0.08704666739246456,70.0
5,1.1,0.0662633991614029,0.015165806395601548,0.04710313962858861,0.09677043747579787,0.00533115402818316,0.0039025672159514395,1145.7683888791087,1287.8178226057,11.860000000000001,1.0,-0.07284154580330451,70.0
6,1.2,0.07026868199272561,0.021163407342166964,0.044693100489086965,0.09277315509066043,0.005302633772458861,0.0042807350743413975,1142.741742266478,1270.944925860562,12.120000000000001,1.0,-0.06210876028746454,70.0
7,1.2999999999999996,0.07405634272972028,0.026906135797688385,0.04232904726630808,0.08879978957697689,0.005328412588411159,0.004654460855292193,1141.8624883453151,1256.172025320268,12.350000000000001,1.0,-0.053768045498435446,70.0
8,1.3999999999999995,0.07764364861664726,0.03237700155528513,0.04006371960906654,0.0849463701701315,0.005382463504561525,0.005006762254972307,1141.8159889306546,1242.9173616429791,12.570000000000002,0.9999999999999992,-0.047120704729873564,70.0
9,1.6000000000000005,0.08427758988601222,0.04250014678487216,0.03592677841104437,0.07778057911820944,0.005520954187992661,0.005612854865033573,1141.589703602144,1219.6849670090332,12.96,0.9999999999902388,-0.037252763844146386,510.0
10,1.7999999999999994,0.09027684884714632,0.05158925569767685,0.0323478798371091,0.07143876819455704,0.005649996529842359,0.006077934836439072,1139.4597898820625,1199.6102519984438,13.31,0.9999999975996893,-0.030341143539520943,510.0
11,2.0,0.09572834938139431,0.059756281370112484,0.02927231743498156,0.06589100363297751,0.005742863402613983,0.006424463289372849,1135.2270592795562,1181.8365030767097,13.64,0.9999999284281541,-0.025274748756358434,510.0
12,2.2,0.10070383531597825,0.06712288334532494,0.026615108498121053,0.0610381133524932,0.005794407927146002,0.00668242782913482,1129.4139584547784,1165.8431692537395,13.950000000000001,0.999999337042535,-0.021439059653211023,510.0
13,2.4,0.10526304553491962,0.07379901162556467,0.024299258295524834,0.05677328061764932,0.005808643099816418,0.006875745345759719,1122.5763548201676,1151.2831898121444,14.25,0.9999968846332614,-0.018451226055506142,510.0
14,2.6,0.10945612414928066,0.07987790483145465,0.02226351274012152,0.053002542477509455,0.005792254326674935,0.007021126672855749,1115.136675891333,1137.909963159018,14.540000000000001,0.9999903262319186,-0.01607050291863865,510.0
