,C/O ratio,SynGasSelec,SynGasYield,COSelec,COYield,H2Selec,H2Yield,CH4Conv,FullOxSelec,FullOxYield,ExitT,MaxT,DistToMaxT,O2Conv
0,0.6,0.7310698904473836,6.866833578319664e-06,0.7277832683221083,6.835962812796443e-06,0.0032866221252752666,3.087076552322168e-08,9.392855140180175e-06,1.2198160456538893,1.1457555414494389e-05,700.036044458472,700.0360444584721,20.0,1.802851957687335e-05
1,0.7,0.7145826510935332,7.526546352029147e-06,0.7108886032486144,7.487637735525727e-06,0.003694047844918906,3.890861650342009e-08,1.0532786292126173e-05,1.2372231162826026,1.3031406679483024e-05,700.0447152397254,700.0447152397263,20.0,2.3711818564481436e-05
2,0.8,0.6983728362186028,8.180437663636873e-06,0.6942642645957994,8.13231163080187e-06,0.004108571622803391,4.812603283500283e-08,1.1713567938768247e-05,1.2543231520232156,1.469259945839387e-05,700.0540720320714,700.0540720320715,20.0,3.0294175217681884e-05
3,0.9,0.6823968194411615,8.830985378857383e-06,0.6778652045533614,8.772341165290344e-06,0.004531614887800034,5.86442135670374e-08,1.2941129160140847e-05,1.271165007433878,1.6450310545053214e-05,700.0641333750209,700.0641333750211,20.0,3.7844482548545215e-05
4,1.0,0.6666304562007327,9.479543675845221e-06,0.6616662418552178,9.408952111558223e-06,0.004964214345514843,7.059156428699879e-08,1.422008788777989e-05,1.2877761646566186,1.8312290241205222e-05,700.0749217642849,700.0749217642867,20.0,4.643592608578833e-05
5,1.1,0.6510621019567971,1.0126768175454432e-05,0.645654953437054,1.0042664156213998e-05,0.0054071485197431345,8.410401924043161e-08,1.5554227691978943e-05,1.3041703627090584,2.028536277070746e-05,700.0864620452043,700.0864620452056,20.0,5.6145556237913956e-05
6,1.2,0.6356883832739659,1.0772864654069068e-05,0.6298273702053656,1.0673539415186185e-05,0.00586101306860027,9.932523888288362e-08,1.694676973423035e-05,1.320352229238927,2.237570519698982e-05,700.0987804023365,700.0987804023363,20.0,6.705397479880714e-05
7,1.3,0.6205114866303129,1.1417744107226444e-05,0.6141852186179763,1.130133738329802e-05,0.00632626801233656,1.164067239284242e-07,1.840053625635602e-05,1.336320253798447,2.45890092801212e-05,700.1119036876502,700.1119036876502,20.0,7.924508049443412e-05
8,1.4,0.6055373364878583,1.206112477484262e-05,0.5987340678363214,1.1925616909119783e-05,0.00680326865153693,1.355078657228389e-07,1.991805302179655e-05,1.3520687851048971,2.6930577750835385e-05,700.1258589509367,700.1258589509363,20.0,9.280584473323244e-05
9,1.6,0.5762323898285806,1.3341700779212206e-05,0.5684388652287601,1.3161254703875888e-05,0.0077935245998205106,1.8044607533631833e-07,2.3153333645790263e-05,1.38287205219765,3.201809801397088e-05,700.1563726207537,700.1563726207545,20.01,0.00012439834691052056
10,1.8,0.5478553595625401,1.4610708370890114e-05,0.5390221702604786,1.4375136790500099e-05,0.008833189302061496,2.3557158039001394e-07,2.6668915646926766e-05,1.41267831447607,3.767459880500499e-05,700.1905305774437,700.1905305774432,20.01,0.0001625808707478895
11,2.0,0.5204947766302912,1.586410567947165e-05,0.5105719198549128,1.556166796905697e-05,0.00992285677537845,3.0243771041467896e-07,3.0478895066299512e-05,1.4413958936254474,4.393215419080503e-05,700.2285298537752,700.2285298537752,20.01,0.00020813893664536502
12,2.2,0.49423437083141475,1.7098336008305884e-05,0.4831718738533792,1.67156222563199e-05,0.011062496978035557,3.827137519859788e-07,3.4595602850409997e-05,1.4689377645273995,5.081878751355899e-05,700.2705514663577,700.2705514663578,20.01,0.0002618877968622492
13,2.4,0.4691463113142881,1.831071237087405e-05,0.4568947261027687,1.7832534780034805e-05,0.012251585211519343,4.781775908392452e-07,3.902985471542466e-05,1.49522894403238,5.835856845188162e-05,700.3167579826393,700.3167579826395,20.01,0.00032466616875902887
14,2.6,0.4452874337723935,1.949963388090647e-05,0.43179823271279505,1.8908926706038037e-05,0.01348920105959847,5.907071748684346e-07,4.379111648336704e-05,1.5202106051750126,6.657171969046888e-05,700.3672922069518,700.3672922069518,20.01,0.00039733028481260454
