,C/O ratio,SynGasSelec,SynGasYield,COSelec,COYield,H2Selec,H2Yield,CH4Conv,FullOxSelec,FullOxYield,ExitT,MaxT,DistToMaxT,O2Conv
0,0.6,1.6185270429125875,1.6185270119831197,0.9043463605221655,0.904346343240433,0.7141806823904221,0.7141806687426869,0.9999999808903608,0.38113884696663664,0.3811388396832108,1823.4896223294481,1845.4544336466352,10.49,0.9999999942369694
1,0.7,1.7404974399160889,1.7404962584881682,0.9096171982429849,0.9096165808061932,0.8308802416731039,0.8308796776819749,0.9999993212124916,0.25947708138439923,0.25947690525459766,1552.5460137327138,1582.644388880579,10.32,0.9999999999920476
2,0.8,1.8020145082440417,1.8019606293855626,0.8541649776705192,0.8541394387895951,0.9478495305735224,0.9478211905959674,0.999970100763211,0.19793609909136328,0.19793018095306747,1325.931778208082,1394.1044286065928,10.98,0.999999999999984
3,0.9,1.8773053186706166,1.7952300611886127,0.9171627401732884,0.8770646446190029,0.9601425784973282,0.9181654165696099,0.9562802828790129,0.12237323909211673,0.11702311569583046,1171.4554917676041,1338.3422356646925,10.730000000000002,1.0
4,1.0,1.8761439514218479,1.6191031804377463,0.9132525380520856,0.7881325352366331,0.9628914133697623,0.8309706452011131,0.8629951764685745,0.1227503134707025,0.10593292843522174,1144.7124832726931,1310.8977418166558,10.98,1.0
5,1.1,1.8668104191555996,1.4553225481093084,0.9040281834402265,0.7047596188594014,0.9627822357153731,0.7505629292499071,0.7795770439119274,0.1310524928155121,0.10216551494640602,1134.3664721259197,1290.280146652502,11.2,1.0
6,1.2,1.854847442377673,1.3132391156495085,0.8932361455724961,0.6324146229374665,0.9616112968051771,0.680824492712042,0.7080038420659043,0.1418908410548546,0.10045926062079961,1129.084220904526,1273.1308030186665,11.38,1.0
7,1.3,1.8415463974925816,1.1906309901825471,0.8816527096710197,0.570022585443417,0.9598936878215619,0.62060840473913,0.646538687161882,0.15405729965407283,0.09960400426604891,1126.095518710347,1258.1947057567625,11.55,1.0
8,1.4,1.8274597057905169,1.084423769715134,0.8696128321172212,0.516032623104693,0.9578468736732958,0.5683911466104411,0.593405023530211,0.1670468906965959,0.09912646410446206,1124.2594906255345,1244.8407478774748,11.7,1.0
9,1.6,1.7981287579872236,0.910944420215064,0.8449487720373533,0.4280568706973909,0.9531799859498703,0.4828875495176731,0.5066068912855554,0.19437204612778244,0.09847021804160844,1121.8605524628865,1221.5245276790417,11.97,1.0
10,1.8,1.7684985541014355,0.7767143428811911,0.8203778395778648,0.36030520528515214,0.9481207145235706,0.4164091375960389,0.43919421991036656,0.2222823209458049,0.09762511054765852,1119.3909172797344,1201.4548705894185,12.2,0.9999999999999956
11,2.0,1.7393462523465881,0.670915892033039,0.796410408731331,0.3071984080671172,0.9429358436152572,0.36371748396592185,0.38572877086887813,0.24991843717235995,0.09640073158796535,1116.0236812593448,1183.7350252150725,12.41,0.9999999999988352
12,2.2,1.7109921795975755,0.586088363744316,0.7732062245588166,0.26485636602686385,0.9377859550387591,0.3212319977174523,0.34254298221407636,0.2768834142916848,0.09484447045708931,1111.6592750680165,1167.8217090254755,12.61,0.99999999994645
13,2.4,1.6834955221244434,0.5169828385949481,0.7507302725849744,0.23054095614722395,0.9327652495394689,0.2864418824477241,0.3070889300273012,0.3030482424794865,0.09306276052967963,1106.4670768881751,1153.353881666633,12.79,0.9999999991750893
14,2.6,1.656817470556971,0.4598660229769959,0.7288915779944607,0.20231104337707048,0.9279258925625102,0.2575549795999255,0.27755985867435545,0.32840493296421064,0.09115202678150748,1100.6709544194616,1140.0758296916117,12.96,0.9999999937697586
