,C/O ratio,SynGasSelec,SynGasYield,COSelec,COYield,H2Selec,H2Yield,CH4Conv,FullOxSelec,FullOxYield,ExitT,MaxT,DistToMaxT,O2Conv
0,0.6,0.08997485641624657,0.00018384280267783826,0.08429712090454611,0.0001722416637495851,0.005677735511700469,1.1601138928253133e-05,0.002043268641934083,1.8978616178865906,0.003877841130557956,710.4681685630636,710.4681685630636,20.01,0.004765301503549715
1,0.7,0.08199473186019421,0.00021738466907132064,0.07499958076835253,0.00019883910436605803,0.0069951510918416756,1.8545564705262616e-05,0.002651202877789443,1.9072470424559136,0.005056498847614522,714.9302183104274,714.9302183104274,20.01,0.007229194998266031
2,0.8,0.07826596855188134,0.0002769684299466113,0.06953324840806009,0.0002460649883595567,0.008732720143821251,3.09034415870546e-05,0.0035388104826558566,1.9120679247941645,0.006766446015811619,721.483582011553,721.4835820115532,54.49344827586207,0.011037338535878283
3,0.9,0.08099667821256128,0.0004169123559157477,0.06935088484681466,0.0003569682291223056,0.01164579336574662,5.9944126793442174e-05,0.005147277210821361,1.9102816044171291,0.009832748968667555,733.1283895991368,733.1283895991368,70.0,0.018039962861608826
4,1.0,0.157368844824393,0.0022320875725741775,0.12456264304896154,0.0017667711030530703,0.032806201775431455,0.0004653164695211069,0.014183795878180024,1.8351628395131203,0.026029575118875346,791.7131064344593,791.7131064344593,70.0,0.05387598289553955
5,1.1,1.8563535483335964,1.3879616941586328,0.9387943081840797,0.7019193836342964,0.9175592401495167,0.6860423105243365,0.7476817632096927,0.13853693513924858,0.10358153993458022,1184.321064457822,1332.6186474372835,19.020000000000003,0.9999999995864188
6,1.2,1.8696761126633101,1.3106567918903846,0.9392924146159575,0.6584509340678609,0.9303836980473527,0.6522058578225236,0.7010074007007473,0.12473402832374103,0.08743947697415909,1133.8198284338835,1310.2384147283876,18.08,1.0
7,1.3,1.8729813996905929,1.2213250399226974,0.937744533233089,0.6114801138320914,0.9352368664575038,0.6098449260906059,0.6520753703824577,0.1209587739897541,0.0788742373503769,1106.1258919486977,1291.3561943547268,17.32,1.0
8,1.4,1.8730951646823755,1.1372863587902884,0.9355908391566767,0.5680622740609539,0.9375043255256987,0.5692240847293344,0.607169555628606,0.12041268384187154,0.07311091574031696,1086.7350174042158,1274.8699620272246,16.69,1.0
9,1.6,1.8691122242047409,0.9920303957451404,0.9303929392870748,0.49380559594389506,0.938719284917666,0.4982247998012454,0.5307495092581848,0.12359250816114542,0.06559666305451613,1059.8349668024237,1246.967366700384,15.690000000000005,1.0
10,1.8,1.8625123789877325,0.8743127528099055,0.9245896517074994,0.4340269265986232,0.9379227272802332,0.4402858262112824,0.4694265459245381,0.12944283251551658,0.060763901762447434,1041.0334202184042,1223.5918877599997,14.95,1.0
11,2.0,1.854649336813154,0.7782003375119191,0.918447914578393,0.3853755332208277,0.936201422234761,0.3928248042910914,0.4195943254961078,0.1365888233099987,0.05731189518706595,1026.5659442039146,1203.3690056428957,14.38,1.0
12,2.2,1.8460608641459784,0.6986570558173147,0.9120872112981245,0.34518697518078306,0.9339736528478538,0.3534700806365317,0.3784582997162048,0.14447813987253064,0.05467895116231796,1014.8010112333086,1185.5451391172792,13.94,1.0
13,2.4,1.8370262153315524,0.6319503721585884,0.9055680854190894,0.3115220043238458,0.9314581299124629,0.3204283678347426,0.3440072694033558,0.1528225801980835,0.05257207851711806,1004.8577239875482,1169.594085181596,13.57,1.0
14,2.6,1.8276782744505895,0.57529428887094,0.8989368170048077,0.2829563737272887,0.9287414574457818,0.2923379151436513,0.3147678105676869,0.1614818231679557,0.050829279925055794,996.2523347006037,1155.045780534844,13.27,1.0
