,C/O ratio,SynGasSelec,SynGasYield,COSelec,COYield,H2Selec,H2Yield,CH4Conv,FullOxSelec,FullOxYield,ExitT,MaxT,DistToMaxT,O2Conv
0,0.6,0.005306148194891839,4.552120901753141e-05,0.0034024175898762356,2.9189188953068566e-05,0.0019037306050156031,1.6332020064462843e-05,0.008578955458001362,1.9523976647631063,0.016749532602308565,744.4905332875653,744.4905332875653,45.0075,0.020230960527186516
1,0.7,1.7452243612557152,1.7451839794299446,0.9202789156255767,0.9202576217772578,0.8249454456301385,0.824926357652687,0.999976861527568,0.25416229656353506,0.2541564156362428,1550.857962721853,1613.2096391110858,18.410000000000004,0.999999999992708
2,0.8,1.8360914778346094,1.8179350479945948,0.9388910538875263,0.9296067073540788,0.897200423947083,0.888328340640516,0.9901113696898004,0.16207714290029906,0.16047442195242462,1324.7232894249064,1518.3019303385017,16.854166666666668,0.999999999999998
3,0.9,1.8652181015647795,1.7129959103251007,0.9445470723732087,0.8674617036621438,0.9206710291915708,0.8455342066629568,0.9183890660765217,0.13271189948690953,0.12188115742702407,1227.1501552546952,1462.4530363908339,15.75,1.0
4,1.0,1.8726350798504738,1.5675856737389107,0.9447819572484547,0.7908784134856336,0.9278531226020191,0.776707260253277,0.8371015210630782,0.12490620321799817,0.10455917270400023,1182.1708771040765,1423.7063482435678,14.94,1.0
5,1.1,1.8738696781337114,1.431362455138261,0.9433304883508586,0.7205665685126219,0.9305391897828528,0.7107958866256391,0.7638537897490463,0.1234017087349187,0.09426086287867563,1154.297092520694,1393.7681144243265,14.310000000000002,1.0
6,1.2,1.872386227134374,1.3107487020931041,0.94112339258634,0.6588257526493091,0.931262834548034,0.6519229494437951,0.7000418413134571,0.1246392529131296,0.08725269210924093,1134.3975959441166,1369.252116734569,13.83,1.0
7,1.3,1.8694670092384753,1.2052633120436755,0.9384813234579847,0.6050479107747729,0.9309856857804906,0.6002154012689026,0.6447095916042069,0.127329391521623,0.08209048000711774,1118.9741641823834,1348.4000196321526,13.43,1.0
8,1.4,1.8656261826745615,1.112830910243603,0.935570428766502,0.5580601845695894,0.9300557539080596,0.5547707256740136,0.5964919020638146,0.13095219425099702,0.07811192342820734,1106.5114221174172,1330.168336899986,13.11,1.0
9,1.6,1.8563643505887324,0.9598080342605488,0.9292046176935717,0.4804326571189786,0.9271597328951606,0.4793753771415702,0.5170364502831315,0.139802490988907,0.07228298368164396,1086.9707373449792,1299.2969483349502,12.61,1.0
10,1.8,1.8457846316129682,0.8389044124941805,0.9223729576746329,0.41921615929935185,0.9234116739383355,0.4196882531948287,0.4544974522629385,0.14998788305396615,0.06816911071833918,1071.998877458261,1273.6112186735215,12.25,1.0
11,2.0,1.8343931934295727,0.7413474794381453,0.9152184213606535,0.3698742844452928,0.9191747720689192,0.3714731949928524,0.404137718180324,0.16099052129872518,0.06506234192632765,1059.8637736288902,1251.5361863542178,11.98,1.0
12,2.2,1.8224417791119625,0.6611626637072601,0.9078137814212882,0.3293452689430387,0.9146279976906744,0.33181739476422134,0.3627894571366942,0.17256190960971116,0.0626036415097784,1049.668456581504,1232.1371198890258,11.77,1.0
13,2.4,1.8100709398537456,0.5942105434099844,0.9001901623656663,0.2955146529200921,0.9098807774880792,0.29869589048989215,0.32828025152317886,0.1845239858984528,0.0605755805028036,1040.8013802580808,1214.8134914530428,11.6,1.0
14,2.6,1.7973639161609336,0.5375417819171303,0.8923813298291675,0.26688654750037727,0.9049825863317662,0.2706552344167531,0.2990723120030632,0.19682207737770568,0.05886403373459625,1032.9892416197686,1199.1436250766808,11.46,1.0
