,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp,O2 Conversion,Max CH4 Conv,Dist to 50 CH4 Conv
0,[H][H] + 2 [Pt] <=> 2 [Pt],2.790569455646189e-16,1.1406660813275918e-18,2.790455005870861e-16,1.1412511256310514e-18,2.884660955867614e-16,1.6742483693583653e-18,3.0275648739136646e-16,2.7946661838981883e-16,1.1463899478623485e-18,5.642647778886288e-25,5.656210145960181e-25,0.0,3.0082094744688205e-17,4.799528948219973e-12,0.0
1,O=C=O + [Pt] <=> O=C=O.[Pt],2.1160499424704946e-16,2.690029233133047e-19,2.1159253342389692e-16,2.6899193365486167e-19,2.187819494646434e-16,2.790633119066817e-18,2.2955453622812294e-16,2.1210165375977353e-16,3.2361773063924763e-19,8.043888961239345e-25,7.743705680096583e-25,0.0,2.071915472865392e-17,3.0466805743556433e-12,0.0
2,[C-]#[O+] + [Pt] <=> O=C=[Pt],1.9911448973572026e-16,4.43794694937945e-18,1.9911725808074453e-16,4.4398131646353525e-18,1.9791663033916509e-16,3.753522101274435e-18,3.386853367772076e-16,1.9838540836832932e-16,4.271304568867688e-18,1.7063265585769874e-24,1.6920509119018376e-24,0.0,1.5190187021618378e-17,4.044473147492581e-12,0.0
3,[O][O] + 2 [Pt] <=> 2 O=[Pt],3.3930489941242703e-16,9.449929881510064e-19,3.3927802892841033e-16,9.448734044305545e-19,3.544832810406277e-16,3.202983654199744e-18,1.4096380631178049e-16,3.4361171854204257e-16,1.1006844373792225e-18,2.1150675146296017e-24,2.0977378162636906e-24,0.0,1.9927618906313927e-17,4.43991340761076e-12,0.0
4,O=C=[Pt] + O=[Pt] <=> O=C=O.[Pt] + [Pt],2.1590778630058578e-16,4.500008783621218e-18,2.1590283426749796e-16,4.499464225615131e-18,2.204304132493946e-16,2.2143368515828344e-18,1.9901683564656805e-16,2.1818076058405973e-16,4.700053925435659e-18,3.9865243940479817e-25,4.758188284203927e-25,0.0,3.925757367249596e-17,6.106680103160811e-12,0.0
5,C=[Pt] + [Pt] <=> C[Pt] + [Pt],3.8347580997627534e-16,1.2312719455402636e-18,3.8347672048725273e-16,1.2321099951751928e-18,3.8324981742391683e-16,1.021281527731352e-18,3.505258615839733e-16,3.8421602440942666e-16,1.1820446900352505e-18,4.567108156021913e-25,6.943730834106986e-25,0.0,2.555112225333629e-17,1.822692710868534e-12,0.0
6,C[Pt] + [Pt] <=> C + 2 [Pt],5.156118564612104e-16,3.2501864736455595e-18,5.155815959585823e-16,3.2502524501786036e-18,5.31425132182701e-16,2.945986504028026e-18,4.984671758654632e-16,5.177436960932122e-16,3.2389997138261723e-18,4.609245673179499e-25,4.8148285485721515e-25,0.0,7.052772628686804e-17,2.3823534049388634e-12,0.0
7,C=[Pt] + [Pt] <=> C#[Pt] + [Pt],4.203256850808118e-16,1.0992875870169451e-18,4.203813186930567e-16,1.1010711194141924e-18,3.956045076459753e-16,1.387833240624377e-18,4.397800323190806e-16,4.1580329259398387e-16,5.861658199232113e-19,5.818457812643813e-25,8.594748055127415e-25,0.0,3.700888847477743e-17,3.838285350841331e-12,0.0
8,O=C=[Pt] + [Pt] <=> C~[Pt] + O=[Pt],4.821568613470339e-16,6.677571972587054e-18,4.821345812747956e-16,6.6771683224451205e-18,4.959143387739867e-16,9.620199043401566e-18,4.980925510227523e-16,4.828347165759937e-16,7.016863925248187e-18,1.3925776917873046e-24,1.3849311226974904e-24,0.0,5.724828289103939e-17,3.1398069587356525e-12,0.0
9,C#[Pt] + [Pt] <=> C~[Pt] + [Pt],5.3190377693556345e-16,1.6143534612869302e-18,5.318744469669977e-16,1.6136145588612692e-18,5.471240140443013e-16,2.6389654803605642e-18,5.230919871941825e-16,5.337189756860137e-16,1.668210341157412e-18,1.0603582822008687e-24,1.0277781737078681e-24,0.0,6.184545312534464e-17,3.91278929834207e-12,0.0
