,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp,O2 conv,Max CH4 Conv,Dist to 50 CH4 Conv
0,0.6000000000000001,0.04220610931192466,0.04220231318445906,3.5726234153562116e-07,4.3529510647046803e-08,7.44210754562587e-06,3.3440344545203386e-06,700.4541086209915,700.4541086209915,20.0,0.0002069730861531995,-3.970651300810868e-07,510.0
1,0.7000000000000002,0.04764223879568619,0.0476372747735721,4.0436455270400984e-07,6.978812224306473e-08,9.72238541669868e-06,4.440728954554785e-06,700.579619263053,700.579619263053,20.0,0.00028054417948912243,-5.200925717874227e-07,510.0
2,0.7999999999999998,0.05273657570711541,0.05273027874618875,4.504920500574403e-07,1.0586154979490834e-07,1.231958380220066e-05,5.701286389399597e-06,700.7186521942622,700.7186521942622,20.0,0.0003682014346472736,-6.613512057440651e-07,510.0
3,0.9000000000000001,0.05752037248751414,0.05751256903256049,4.96150565939716e-07,1.5387541725112878e-07,1.5248362767819524e-05,7.1335888628602325e-06,700.8716338856591,700.8716338856591,20.01,0.0004713477608218431,-8.221932613905469e-07,510.0
4,0.9999999999999999,0.06202118410625546,0.06201169134587422,5.416958433350303e-07,2.1620659499893481e-07,1.8524569083129644e-05,8.746365803484753e-06,701.039083577909,701.039083577909,20.01,0.0005914895348122445,-1.004136863935745e-06,510.0
5,1.1,0.0662633991614029,0.06625202435877896,5.873961771973445e-07,2.9550276875637104e-07,2.2165070864072875e-05,1.0549062140126874e-05,701.2215904955541,701.2215904955541,20.01,0.0007302369992589459,-1.20887330840036e-06,510.0
6,1.2,0.07026868199272561,0.07025522184591297,6.334708573132292e-07,3.9470344175120334e-07,2.618768204677227e-05,1.2551775314027323e-05,701.4198013464099,701.4198013464099,20.01,0.000889307081132952,-1.4382830954007275e-06,510.0
7,1.2999999999999998,0.0740563427297203,0.07404058273260453,6.801132640557944e-07,5.170628368429153e-07,3.0611142209261554e-05,1.4765236316868848e-05,701.6344138916303,701.6344138916303,20.01,0.0010705279957780383,-1.6944566638699143e-06,510.0
8,1.3999999999999995,0.07764364861664726,0.0776253623927576,7.275043544604891e-07,6.661752394236877e-07,3.5455147725545005e-05,1.7200825932235884e-05,701.8661749553859,701.8661749553859,20.01,0.0012758457545456311,-1.9797214034777966e-06,510.0
9,1.6000000000000005,0.08427758988601222,0.08425352100159843,8.252424347616154e-07,1.0609096192120047e-06,4.648873518930521e-05,2.2787399425952136e-05,702.3843793304474,702.3843793304474,20.01,0.0017671936550662406,-2.648220494283482e-06,510.0
10,1.7999999999999998,0.09027684884714632,0.09024593039951476,9.281424937722194e-07,1.6156312183660612e-06,5.9468107599264365e-05,2.9417406916444038e-05,702.9814346428606,702.9814346428606,20.01,0.0023816178777486766,-3.468509732207359e-06,510.0
11,2.0,0.09572834938139431,0.09568938895463286,1.0377984237964879e-06,2.3747565454126604e-06,7.459508551886976e-05,3.72114465199105e-05,703.6653640323539,703.6653640323539,20.01,0.003139966184993187,-4.471859524346478e-06,510.0
12,2.2,0.10070383531597825,0.10065549580087357,1.1560422581048216e-06,3.392059065627964e-06,9.209987231399076e-05,4.63086494469485e-05,704.4454481071541,704.4454481071817,20.0,0.004066218825091919,-5.698292691869167e-06,510.0
13,2.4,0.10526304553491962,0.10520382038576714,1.2850591680096287e-06,4.732936042316098e-06,0.00011224975930587486,5.687203129405178e-05,705.3325901380133,705.3325901380135,20.0,0.005188246433271143,-7.199759796683303e-06,510.0
14,2.6000000000000005,0.10945612414928066,0.10938430490728787,1.427539608928212e-06,6.4775700581620705e-06,0.0001353611958744118,6.909591634047099e-05,706.3398265394522,706.3398265394522,20.01,0.006538859346475094,-9.044778549738286e-06,510.0
