,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp,O2 conv,Max CH4 Conv,Dist to 50 CH4 Conv
0,0.6000000000000001,0.04220610931192466,6.395644430730021e-06,0.03728912229531029,0.06118222398181151,0.023188041747748946,0.0049103087141523965,1825.2703441235014,1825.2703441235014,70.0,0.9993747535104688,-0.5960856019022736,70.0
1,0.7000000000000002,0.04764223879568619,1.577734913845926e-07,0.04403323080852392,0.07846617590575043,0.016813543086884354,0.0036067598830482827,1549.9387733758522,1586.212903627394,17.52,0.9999999999948037,-0.6339385012197898,70.0
2,0.8,0.05273657570711542,0.0002438883552648548,0.04938367081718656,0.09454802566303779,0.010397729604684729,0.003069631657609722,1315.1572956342377,1485.0283044927205,16.080000000000002,0.9999999999999986,-0.6429407254733704,70.0
3,0.8999999999999999,0.057520372487514126,0.004253635246534485,0.050355897941665055,0.09845734018352792,0.00796171183126812,0.0027968972933822053,1214.8620719318264,1432.5333741320487,15.06,1.0,-0.6286114500705063,70.0
4,1.0,0.06202118410625546,0.009723659515676174,0.04936519363799842,0.09724374041068101,0.007163877131849151,0.002746000520095969,1173.0684352340122,1397.2587719451926,14.32,1.0,-0.609508077521341,70.0
5,1.1000000000000005,0.06626339916140292,0.015310445866517376,0.047946663465521636,0.09487597992997823,0.006778647319452674,0.002757020278088017,1147.385018432787,1370.1353233256584,13.750000000000002,1.0,-0.5924814287034619,70.0
6,1.2,0.07026868199272561,0.020763245513943825,0.0464089000134821,0.09214272314825692,0.006561730585074233,0.002793254851776541,1128.9589452345729,1347.8252712080964,13.3,1.0,-0.5745477549048639,70.0
7,1.3000000000000003,0.07405634272972031,0.026012616658410797,0.0448527809213939,0.0893010075097291,0.006431889303744908,0.0028408292625502663,1114.6586584840359,1328.7599417700662,12.950000000000001,1.0,-0.5550680771435917,70.0
8,1.3999999999999995,0.07764364861664726,0.031036766195934883,0.043321818572498616,0.08646768097712998,0.006349375782754928,0.0028942353547521246,1102.9550723832951,1312.0289181347762,12.650000000000002,1.0,-0.5372700223673255,70.0
9,1.6000000000000003,0.08427758988601221,0.04041745075630003,0.04039621690155571,0.08098377228759922,0.006268059277010251,0.0030045702951536956,1084.5862142243554,1283.423355848892,12.200000000000001,1.0,-0.49875857943778856,70.0
10,1.8,0.09027684884714632,0.0489611794273884,0.037688688032191664,0.07586256954265794,0.006241107364457443,0.003111968829954176,1070.391491989161,1259.3887157543968,11.880000000000003,1.0,-0.46098930249612036,510.0
11,2.0,0.09572834938139431,0.05675235805077515,0.03520230191020663,0.07113724419944906,0.006236998411704376,0.003212403220880836,1058.7893201182312,1238.6007170992796,11.65,1.0,-0.4254379546760584,510.0
12,2.2,0.10070383531597825,0.0638749213253818,0.03292332555733845,0.06679641637099248,0.006240594088483231,0.003305237420527694,1048.939794170196,1220.2528638955423,11.46,1.0,-0.393820328186327,510.0
13,2.4,0.10526304553491962,0.07040640028634555,0.030832974557056435,0.06280660726609082,0.006247806046780763,0.003389379866606831,1040.383307816584,1203.759560472741,11.31,1.0,-0.36370972564007675,510.0
14,2.6000000000000005,0.10945612414928066,0.07641394223981905,0.028912739847333977,0.059136059540694286,0.0062552441178080455,0.0034652328467640243,1032.807858768151,1188.7624289630332,11.200000000000001,1.0,-0.33521908895693814,510.0
