Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33)
8.992178564004802e-20,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599613,0.11866996602996344,0.02282156769305331,8.498291135461096e-91,5.847782581068991e-53,3.6758479301650157e-41,4.900645538804246e-84,1.0161206803780323e-45,5.29540756103074e-52,3.440367247109967e-40,1.3745612536345634e-135,8.135829674727225e-43,1.9113744380619427e-85,6.668909240602835e-56,9.562557267205265e-90,8.522102327852983e-100,3.39036687811153e-52,1.5109499111220263e-65,7.71429461122597e-54,1.6963546698585842e-19,1.8407692840226322e-96,4.8459027576041e-66,1.8991637540478484e-15,1.952450402612697e-15,3.0994349630085302e-28,1.6963546636603862e-19,2.1562139276339965e-38,3.6758467958172085e-41,3.0852518790294615e-49,6.71738984370824e-32,9.917355145542111e-45,4.404150202685938e-66
1.7992169620245924e-19,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599227,0.11866996602996153,0.022821567693052332,1.0896118837576321e-88,9.36409592039511e-52,2.9429135592255106e-40,3.139535921818908e-82,8.137207461129145e-45,8.482512616554384e-51,1.3754190262851075e-39,1.76017999308576e-133,1.631922920181969e-42,3.061521215984022e-84,1.068267290277539e-54,3.065850926871982e-88,1.0926295371276437e-97,2.7143549943076144e-51,1.3584903604319183e-64,6.167632241353278e-53,3.3941833664257153e-19,2.3601498912721977e-94,1.5526035368283443e-64,3.799977520022861e-15,3.906597113133558e-15,1.2405817853589866e-27,3.394183341616768e-19,1.7262823116747224e-37,2.942912851452992e-40,2.4707110725902983e-48,2.6887065436354055e-31,7.939914257076394e-44,1.4110228821836908e-64
3.5992151732728164e-19,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385598455,0.11866996602995773,0.02282156769305038,1.3958762791804314e-86,1.4988671478411306e-50,2.3552254861361414e-39,2.0103031264533463e-80,6.513065488406932e-44,1.3579914791387066e-49,5.500219181280485e-39,2.253503951400569e-131,3.2807585142020525e-42,4.901093954987656e-83,1.7102218974466857e-53,9.830405336095145e-87,1.3997194268814838e-95,2.1723089491232855e-50,1.5661799049659376e-63,4.932582253928066e-52,6.789841411637159e-19,3.0235327889437438e-92,4.971397914044229e-63,7.601605051905399e-15,7.814890534174456e-15,4.963943586952991e-27,6.78984131236905e-19,1.3815506605405525e-36,2.3552252407951704e-39,1.977581967868596e-47,1.075832840769743e-30,6.354344450303902e-43,4.5179871282021886e-63
7.199211595769265e-19,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385596913,0.11866996602995013,0.022821567693046472,1.7874734332666418e-84,2.398676971220665e-49,1.8845385935355726e-38,1.2869145825409538e-78,5.211774282722298e-43,2.1734184680030092e-48,2.1997964685523133e-38,2.884788840957853e-129,6.627052475321574e-42,7.843881508028392e-82,2.737151106517756e-52,3.155500707982897e-85,1.7923800005166024e-93,1.7381772182321656e-49,2.7873851888066136e-62,3.94545645522301e-51,1.3581160110368817e-18,3.871750416371659e-90,1.5913387413044308e-61,1.5204860115400524e-14,1.5631477376252972e-14,1.9859010777704734e-26,1.358115971323167e-18,1.1054506883534866e-35,1.884538911205675e-38,1.582484984684085e-46,4.3040319279183176e-30,5.0844409154929276e-42,1.4461904458400342e-61
1.4399204440762163e-18,0.04988683199999999,0.8585084662769803,0.0,0.0,0.1238690038559383,0.11866996602993492,0.022821567693038655,2.288448910739961e-82,3.8382747402877694e-48,1.5077746082339936e-37,8.237285199318823e-77,4.169951066584707e-42,3.477976356163971e-47,8.798606036592173e-38,3.692727034445904e-127,1.3514131639261944e-41,1.2551923811632234e-80,4.380080086784928e-51,1.0155613695581466e-83,2.294720704633211e-91,1.390673823369103e-48,7.140764695712831e-61,3.156122238512826e-50,2.7163807941067445e-18,4.9568866072993005e-88,5.09307403814434e-60,3.0411370241310985e-14,3.1264651060396857e-14,7.944254105868522e-26,2.7163806352388807e-18,8.844449285654753e-35,1.5077756848950737e-37,1.2661782813017296e-45,1.7217529088548403e-29,4.0679388055209604e-41,4.62850605276874e-60
2.879919013074796e-18,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385587661,0.1186699660299045,0.022821567693023022,2.929527914552246e-80,6.1415525838830295e-47,1.206277881028433e-36,5.272200278882363e-75,3.336178032983496e-41,5.565170987995875e-46,3.519328615736062e-37,4.726824653534681e-125,2.8066256129019636e-41,2.008447519390575e-79,7.008643171662638e-50,3.2861999065497326e-82,2.9375490099596693e-89,1.1125918987995335e-47,2.142840352410486e-59,2.5248020632036228e-49,5.432914533540758e-18,6.3454936409380896e-86,1.6299124615467166e-58,6.08243904888127e-14,6.253099842863205e-14,3.177833576123173e-25,5.432913898042914e-18,7.075901837102315e-34,1.2062800584853939e-36,1.0130547621536186e-44,6.887292038711158e-29,3.2545053055528526e-40,1.481234175084432e-58
5.759916151071955e-18,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385575324,0.11866996602984367,0.022821567692991755,3.7500070192207117e-78,9.826733616059517e-46,9.650467000438889e-36,3.3743259038107255e-73,2.669036517922668e-40,8.904611333771883e-45,1.4077104326503178e-36,6.050441341037629e-123,6.028237931661626e-41,3.2136362119060363e-78,1.1214254999293986e-48,1.0747664486515095e-80,3.760266373251474e-87,8.900946840808131e-47,6.743506341863172e-58,2.0198056959900307e-48,1.0865998705587346e-17,8.122689885303402e-84,5.215940939488703e-57,1.2165043096653937e-13,1.2506369316489206e-13,1.2711613938362948e-24,1.0865996163540036e-17,5.660866243276582e-33,9.650505478545605e-36,8.105462907431912e-44,2.7549729915026146e-28,2.6036656683709578e-39,4.740133866107236e-57
1.1519910427066273e-17,0.04988683199999999,0.8585084662769803,0.0,0.0,0.1238690038555065,0.118669966029722,0.022821567692929222,4.8001717543275157e-76,1.572297041283601e-44,7.720489051782849e-35,2.1596185924782496e-71,2.1352783988129265e-39,1.424768253443258e-43,5.6308136836369186e-36,7.744683836472008e-121,1.37162199008728e-40,5.141940995385611e-77,1.7943193166987272e-47,3.5874357795600233e-79,4.8132903972656914e-85,7.120842589008597e-46,2.148872357562636e-56,1.6158339189571095e-47,2.1732233822405835e-17,1.0397396551832412e-81,1.669146085724721e-55,2.433025118528857e-13,2.5012908263657083e-13,5.084714111948963e-24,2.1732223654079125e-17,4.528763395306564e-32,7.720553528108228e-35,6.4857022626658876e-43,1.1020005074118498e-27,2.0829566531473186e-38,1.5168755055343948e-55
2.303989897905491e-17,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385501302,0.11866996602947869,0.022821567692804155,6.144394524741184e-74,2.515690048820719e-43,6.176466013152851e-34,1.382187700895182e-69,1.708260868793157e-38,2.279664499418495e-42,2.252331049441241e-35,9.913402549837172e-119,3.407127435376065e-40,8.227290151016538e-76,2.8709559355661282e-46,1.24278778858023e-77,6.161156261720654e-83,5.696708846419794e-45,6.869262384242521e-55,1.292668871549325e-46,4.3464971147031897e-17,1.3309048335239674e-79,5.341400983290886e-54,4.866066733491498e-13,5.002598615765629e-13,2.0339094396383507e-23,4.346493047324918e-17,3.623058861540949e-31,6.176571504987183e-34,5.1905698181791095e-42,4.408025255712329e-27,1.6663742477405604e-37,4.8540740272416973e-54
4.607987608303218e-17,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385402606,0.11866996602899203,0.022821567692554025,7.865117282853959e-72,4.0251128731868155e-42,4.9412484646835216e-33,8.846305257556438e-68,1.3666535166240016e-37,3.6475264475870686e-41,9.009424833836957e-35,1.2689623600440637e-116,9.469823481930966e-40,1.3164087452177347e-74,4.5936110096424983e-45,4.583656836560912e-76,7.886497741701189e-81,4.557382153838546e-44,2.197644254592152e-53,1.0341453784406567e-45,8.69315141609478e-17,1.703622109289033e-77,1.709309057336997e-52,9.73214995235965e-13,1.0005214194430855e-12,8.135766048195439e-23,8.693135146324051e-17,2.8984983232809032e-30,4.9414191172548095e-33,4.1556194797405047e-41,1.763215231438754e-26,1.3331018130514245e-36,1.5533281635972113e-52
9.215983029098671e-17,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385205216,0.11866996602801873,0.022821567692053762,1.0067999271825943e-69,6.440177939155675e-41,3.9531022260033246e-32,5.661991467261992e-66,1.0933880416124653e-36,5.836204957418401e-40,3.6038616480460995e-34,1.6243877377720174e-114,2.9562347800984395e-39,2.106376031411645e-73,7.349988399441839e-44,1.855086366086494e-74,1.0095177002440036e-78,3.645913623680277e-43,7.032337615722099e-52,8.273357538949003e-45,1.73868873653058e-16,2.180778472409769e-75,5.470138218780793e-51,1.9464316345867425e-12,2.001044535122284e-12,3.254396637026771e-22,1.7386822284417553e-16,2.3188703140058042e-29,3.9533767685313174e-32,3.3295378659046947e-40,7.052875062808581e-26,1.0664805690030369e-35,4.970771774405739e-51
1.843197387068958e-16,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900384810433,0.11866996602607212,0.02282156769105324,1.2888637525047628e-67,1.0304251592468014e-39,3.1626402703012873e-31,3.6241198150568314e-64,8.748122072912641e-36,9.338416579651816e-39,1.441620271818818e-33,2.0795105222866664e-112,1.016190581675224e-38,3.370581476512789e-72,1.1760615948661738e-42,8.421651417667826e-73,1.2922941520237502e-76,2.9167370619544846e-42,2.2505196964997213e-50,6.619009253784417e-44,3.4776068653957307e-16,2.791746681632365e-73,1.7506614270154165e-49,3.892864895596887e-12,4.002090766265298e-12,1.3018283460625937e-21,3.4775808316438995e-16,1.8552067731471293e-28,3.163080755933988e-31,2.6716906390400835e-39,2.8211559671896984e-25,8.53181150029393e-35,1.590719225497087e-49
3.68639555538714e-16,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900384020867,0.1186699660221789,0.022821567689052195,1.65015078742042e-65,1.6486681461371012e-38,2.5303629835538058e-30,2.3200033123397324e-62,7.000115832066716e-35,1.494300475021959e-37,5.767090467669021e-33,3.836563586631977e-110,3.7324418854285465e-38,5.3941373627691165e-71,1.881959746255781e-41,4.285776007006682e-71,1.6545561480892799e-74,2.3333969540485045e-41,8.345205259333548e-49,5.295729358991349e-43,6.956126882832595e-16,3.5743236569810853e-71,5.603496644422454e-48,7.785731346851533e-12,8.004183227689788e-12,5.207865946166984e-21,6.956022736753257e-16,1.4843406061591292e-27,2.5310687949938058e-30,2.1502477604876057e-38,1.1284660856763214e-24,6.825388840893441e-34,5.0907550031599613e-48
7.372791892023504e-16,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900382441736,0.11866996601439248,0.0228215676850501,2.1132278852864426e-63,2.6378282352626725e-37,2.0246904849434562e-29,1.4855264689203762e-60,5.602678013196429e-34,2.3913709514179504e-36,2.3073245834416597e-32,4.9257660415416e-108,1.4267417918065767e-37,8.634475957917443e-70,3.011877086694933e-40,2.38985854893591e-69,2.1187282125777987e-72,1.866728339490042e-40,2.6830015302497205e-47,4.237420530241318e-42,1.3915901985432764e-15,4.577402145403055e-69,1.7940007315570057e-46,1.5571463966298254e-11,1.600836814709261e-11,2.0835874306857712e-20,1.3915485312728322e-15,1.1877521363277447e-26,2.0258208039327434e-29,1.7408352331606356e-37,4.5138921222019175e-24,5.4602118366632414e-33,1.6293303825992423e-46
1.474558456529623e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900379283473,0.11866996599881961,0.022821567677045917,2.7075803614508878e-61,4.220394405341207e-36,1.6203920827817468e-28,9.51664126161641e-59,4.486278709833038e-33,3.827760477066372e-35,9.233207227163627e-32,6.313369088440622e-106,5.576330433750018e-37,1.38275000096291e-68,4.821366253706101e-39,1.4168803659101682e-67,2.7142639514967332e-70,1.4933999066266886e-39,8.593899337404927e-46,3.39127643799759e-41,2.7846392692758876e-15,5.864879239398076e-67,5.746445536398668e-45,3.114292807294154e-11,3.201673797211364e-11,8.337876087239293e-20,2.7844725295243654e-15,9.506489243228974e-26,1.6222020278251662e-28,1.4257057693892315e-36,1.8055791887188094e-23,4.3680106823503786e-32,5.2157029599320424e-45
2.2118377238568957e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900376125211,0.11866996598324675,0.022821567669041733,1.7924648762446645e-60,1.5537839158968204e-35,4.634359276436396e-28,5.335921780122773e-58,1.332562010384449e-32,1.4596049421289628e-34,1.9626306963744574e-31,3.520626591349399e-105,1.177011661024302e-36,5.233470157471779e-68,1.8384376728257107e-38,7.858968470464851e-67,1.8005268617542308e-69,4.270222539615045e-39,3.800062917893641e-45,9.699132344966367e-41,4.178782413311879e-15,3.8826642639550716e-66,2.689331736695036e-44,4.6714391047334714e-11,4.8025107783350077e-11,1.7723165394058443e-19,4.178427987586072e-15,2.719015527525239e-25,4.641023003281776e-28,4.279903375454481e-36,3.836893938315472e-23,1.248953111045078e-31,2.448252563356008e-44
2.9491169911841684e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900372966948,0.11866996596767389,0.02282156766103755,8.095903847692021e-60,3.942568911102079e-35,9.777216038475083e-28,1.9485348506222664e-57,2.905196925614773e-32,3.9279596696430764e-34,3.348918925783342e-31,1.8228961132574515e-104,2.0009704454273157e-36,1.3628652117425972e-67,4.947967988063018e-38,2.776548698449478e-66,8.002916149031667e-69,9.00720216229178e-39,1.2991639536230286e-44,2.046249096347781e-40,5.574019653802647e-15,1.753660631828155e-65,8.679349065991829e-44,6.228585288947788e-11,6.403347758080188e-11,3.0241768959055377e-19,5.573414882213653e-15,5.736690683743433e-25,9.794120872444697e-28,9.41397548466722e-36,6.545354490914512e-23,2.6343574442413558e-31,7.633068588674476e-44
4.423675525838714e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900366650423,0.11866996593652818,0.02282156764502918,9.36797900891777e-59,1.3805111979256026e-34,2.6713753092065505e-27,1.2700481017623217e-56,8.442592018800584e-32,1.589420694873362e-33,6.936627902216487e-31,2.428157884270588e-103,4.12952276214573e-36,5.006066751501838e-67,2.0027900062969953e-37,1.630085306741979e-65,8.302343437889587e-68,2.460179893792861e-38,7.996830241284596e-44,5.590856858031893e-40,8.367061983942473e-15,2.0292116608877277e-64,4.781553345122543e-43,9.342877391644303e-11,9.605021714335387e-11,6.263984950422497e-19,8.365809317835498e-15,1.5675998061866729e-24,2.677289460877397e-27,2.770586629348956e-35,1.355158202290414e-22,7.195046760636929e-31,3.762158413535285e-43
5.8982340604932594e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900360333898,0.11866996590538247,0.022821567629020812,4.216666914449737e-58,3.452267626326221e-34,5.591107690253841e-27,4.6715115034825e-56,1.8480934217916668e-31,4.3066063863973246e-33,1.1802430749049656e-30,1.1147837660713983e-102,7.01172193437548e-36,1.2990807568623288e-66,5.42785424051124e-37,5.764918558883578e-65,3.614476227195821e-67,5.147586445887007e-38,2.6861523178404367e-43,1.1701498573142086e-39,1.1164127889023717e-14,9.133823459657697e-64,1.53531966409951e-42,1.2457169077972172e-10,1.280669566552149e-10,1.0657946265385492e-18,1.1161996520487199e-14,3.2813095302644197e-24,5.60589054954623e-27,6.12874894537875e-35,2.3048138063063624e-22,1.5054086506540514e-30,1.1807432015364389e-42
7.372792595147805e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900354017373,0.11866996587423675,0.022821567613012444,1.5026139283431548e-57,7.328771646702221e-34,1.0181539912002714e-26,1.376421641659633e-55,3.4707247805173098e-31,9.677719029723657e-33,1.803933455339051e-30,4.137454531989943e-102,1.0702472184198435e-35,2.8425583634367987e-66,1.2200236788897902e-36,1.6592192051935453e-64,1.274762360437695e-66,9.371114671680535e-38,7.26410942329444e-43,2.1308715117509224e-39,1.3965504921788338e-14,3.254859866410269e-63,4.013998844338035e-42,1.557146031819084e-10,1.6008369611276423e-10,1.6290046688187633e-18,1.3962247246737395e-14,5.976036665788335e-24,1.0212914041944227e-26,1.1635493407102948e-34,3.5213068851258257e-22,2.7404743439733424e-30,3.03606525322415e-42
1.0321909664456896e-14,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900341384322,0.11866996581194533,0.022821567580995704,2.161103348890113e-56,2.6866642236386725e-33,2.690491994437116e-26,1.1576272332062348e-54,9.520452301883113e-31,3.756639472412213e-32,3.4724189120619055e-30,5.522746868323012e-101,2.056768191960716e-35,1.0959575911208924e-65,4.7380391988661575e-36,1.3693321583726255e-63,1.8266419724845784e-65,2.474350191135477e-37,4.08196703273389e-42,5.63087613925219e-39,1.958146421756723e-14,4.68135245068423e-62,2.250445211716635e-41,2.1800041432278941e-10,2.2411717486151616e-10,3.135691625661005e-18,1.9575193464155468e-14,1.579632737613817e-23,2.701998812201165e-26,3.2928004103328287e-34,6.77168483818026e-22,7.235211320167842e-30,1.714328789561575e-41
1.6220143803075076e-14,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900316118211,0.11866996568736247,0.022821567516962224,6.859145373630856e-55,1.7039321793199014e-32,1.042377322888677e-25,2.235241225321875e-53,3.801055909442003e-30,2.421261601998644e-31,8.490133010485824e-30,1.6847769700841288e-99,5.021363359407324e-35,7.2716507136123e-65,3.0564068783355204e-35,2.7338930070878906e-62,6.095979932772046e-64,9.568884887211074e-37,4.2777862118744333e-41,2.1815759321712204e-38,3.086588664297717e-14,1.4859076221749358e-60,2.4023255741596126e-40,3.4257198228487367e-10,3.521841316977024e-10,7.666805868184612e-18,3.0850554499729554e-14,6.123618964192577e-23,1.0496926590582847e-25,1.4095595684657115e-33,1.6522795378435073e-21,2.797367869076996e-29,1.9230646632192e-40
2.2118377941693258e-14,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900290852097,0.11866996556277964,0.022821567452928744,4.3931556122732306e-54,5.55157644282959e-32,2.5909106245492713e-25,1.1782386382640202e-52,9.55826395486797e-30,8.002391067283802e-31,1.5759766199817046e-29,1.1282438585538488e-98,9.314799062631861e-35,2.4061248367176323e-64,1.0110348823701044e-34,1.4400020950728254e-61,3.9213645838467626e-63,2.374967090300006e-36,1.849540871570855e-40,5.422489302390456e-38,4.2220382482059346e-14,9.517184757534009e-60,1.0167962308560304e-39,4.671434777584788e-10,4.802510876513736e-10,1.4231431314794197e-17,4.219192222350945e-14,1.5228231201284188e-22,2.614782078669052e-25,3.73529934700254e-33,3.061267628017057e-21,6.941675285100044e-29,8.137138582169118e-40
3.391484621892962e-14,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900240319847,0.11866996531361397,0.02282156732486179,1.139266697546869e-52,3.1780706544238453e-31,9.445275702319391e-25,1.7953211983177546e-51,3.5298263673018523e-29,4.59391501546923e-30,3.7120231611566807e-29,2.88008870103304e-97,2.192923641846314e-34,1.4051885211198534e-63,5.813954918460362e-34,2.184636215818706e-60,1.022779536078623e-61,8.628068041611754e-36,1.6805599986902643e-39,1.976801595654629e-37,6.51395918634229e-14,2.468325070471556e-58,9.423123192959099e-39,7.162862513060043e-10,7.363849969119672e-10,3.352022831645638e-17,6.507255691928671e-14,5.557848706357129e-22,9.582572735681208e-25,1.550450835106255e-32,7.181584200186607e-21,2.520710587810374e-28,7.540512737728095e-39
