Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),C2H4(52),C2H3X(241)
9.245528938120856e-20,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599602,0.11866996602996338,0.022821567693053282,1.03228468834149e-90,6.535195389875913e-53,3.995379679749399e-41,5.789594890255466e-84,1.1044493687042516e-45,5.917888131641995e-52,3.6367245712338534e-40,1.6695180633268897e-135,8.365638943587788e-43,2.1360584601983246e-85,7.452846337666297e-56,1.0987954340982274e-89,1.035177025140035e-99,3.6850825091670735e-52,1.6461596168402522e-65,8.384245909644273e-54,1.7441486627665376e-19,2.2359765233410775e-96,5.568123966777215e-66,1.952671793747903e-15,2.007459768410325e-15,3.2765455370915937e-28,1.7441486562141568e-19,2.3436479086107402e-38,3.995378454470886e-41,3.3534449496186275e-49,7.101240692205394e-32,1.0779444612310652e-44,5.060533706611111e-66,4.9301489162845756e-92,3.6818281182983546e-70
1.8499090481748333e-19,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599205,0.11866996602996142,0.022821567693052276,1.323548051834094e-88,1.0464854948722899e-51,3.1987332645816713e-40,3.709056253664885e-82,8.844553452689712e-45,9.479640656960366e-51,1.4539673639666552e-39,2.1379843020368507e-133,1.6781361763946983e-42,3.4214061799418164e-84,1.1938432037865254e-54,3.522917045752427e-88,1.3272135829236053e-97,2.9503066992973593e-51,1.4889735703619837e-64,6.703515281751152e-53,3.489812888542855e-19,2.866866484700612e-94,1.783999685090601e-64,3.907040087727245e-15,4.016663637401082e-15,1.3114721769113182e-27,3.489812862316253e-19,1.8763434760006696e-37,3.1987325075745983e-40,2.6854839036851706e-48,2.8423469177858668e-31,8.630110013578897e-44,1.6213181967386638e-64,1.5795770082458745e-90,1.1796397145675296e-68
3.7006213569003286e-19,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385598412,0.11866996602995751,0.022821567693050267,1.69556643966011e-86,1.675060509785217e-50,2.5599590259616145e-39,2.374985998767907e-80,7.07922914512931e-44,1.5176247717678924e-49,5.8144233546987717e-39,2.737259544343298e-131,3.37413103998437e-42,5.477222617809587e-83,1.9112602377228483e-53,1.129639691366348e-86,1.7002346917869977e-95,2.3611420243347577e-50,1.742013202163775e-63,5.3612574088817696e-52,6.9811420294342245e-19,3.672675582655516e-92,5.712322664936845e-63,7.815776675614585e-15,8.035071375381726e-15,5.247597536759313e-27,6.981141924493651e-19,1.5016452173155604e-36,2.5599587789661937e-39,2.1494886587286776e-47,1.1373090032822873e-30,6.906710813340093e-43,5.191336621053384e-63,5.05774492317031e-89,3.7771770134730665e-67
7.402045974351319e-19,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385596826,0.1186699660299497,0.02282156769304625,2.171238276100688e-84,2.6806438944459132e-49,2.0483565743106074e-38,1.5203724913178526e-78,5.664820188621529e-43,2.4289060540618367e-48,2.3254803290848727e-38,3.504102529371605e-129,6.817521985531243e-42,8.765937998672481e-82,3.058906047656302e-52,3.626360073505004e-85,2.177198249604683e-93,1.8892723698353977e-49,3.1567411367762935e-62,4.288384111395185e-51,1.3963803068571944e-18,4.703002878663913e-90,1.8285079246622116e-61,1.563324985110389e-14,1.607188685133954e-14,2.099381163803492e-26,1.3963802648741245e-18,1.2015446102020012e-35,2.0483569510771808e-38,1.7200473700531342e-46,4.5499766109767996e-30,5.5264179188889505e-42,1.661727058098549e-61,1.618980229339225e-87,1.2090699970058793e-65
1.48048952092533e-18,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385593655,0.11866996602993406,0.022821567693038215,2.779771665016621e-82,4.289467845026742e-48,1.6388415050323252e-37,9.73161189110404e-77,4.5324341205102745e-42,3.8868161133876007e-47,9.301346095391829e-38,4.485517476174756e-127,1.3909908912464566e-41,1.4027415953205897e-80,4.8949630842577014e-51,1.167283876323429e-83,2.7873899469640576e-91,1.5115614237568607e-48,8.168151446023775e-61,3.4304594790019767e-50,2.7929136176267618e-18,6.021114511974749e-88,5.852133332648848e-60,3.1268196200941015e-14,3.214551780324127e-14,8.398211678934312e-26,2.7929134496807245e-18,9.613274132419335e-35,1.6388427256614655e-37,1.3762456504248527e-45,1.8201387905315385e-29,4.421553964053331e-41,5.318327087215251e-60,5.181577677079283e-86,3.869624199486239e-64
2.961059367905726e-18,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385587313,0.11866996602990279,0.02282156769302214,3.558488498177779e-80,6.86349833272445e-47,1.3111364856573223e-36,6.228633727291594e-75,3.626183539160148e-41,6.2193627967258125e-46,3.720425752193403e-37,5.741642467806545e-125,2.891710420864548e-41,2.2445427953657452e-79,7.8325166923700015e-50,3.7783081213330594e-82,3.568231579457515e-89,1.2093065730859682e-47,2.459255677825956e-59,2.744270072809711e-49,5.585984650934144e-18,7.707851511801712e-86,1.8728307285658372e-58,6.253808889604925e-14,6.429277970698914e-14,3.3594242226648654e-25,5.5859839791221185e-18,7.690991678408232e-34,1.3111389330019183e-36,1.1011198758177314e-44,7.280851593147256e-29,3.5374108346904294e-40,1.70199366696896e-58,1.6582636306406733e-84,1.2383775365294595e-62
5.922199061866519e-18,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385574628,0.11866996602984024,0.022821567692989993,4.555122420150736e-78,1.0981876102197972e-45,1.0489357499610802e-35,3.986465978529818e-73,2.9010493966770944e-40,9.951358379533528e-45,1.4881496617167664e-36,7.349442593323488e-123,6.222119096191262e-41,3.59140313389414e-78,1.2532503283084867e-48,1.2364453890370911e-80,4.5675841237217265e-87,9.674682644923024e-47,7.746184111156286e-58,2.195379665496759e-48,1.1172144364623404e-17,9.86660737226914e-84,5.993312988994599e-57,1.2507787426800167e-13,1.2858730351426254e-13,1.3437993129547426e-24,1.1172141677316071e-17,6.1529510198619275e-33,1.0489400612268207e-35,8.810096430219554e-44,2.9124000270832624e-28,2.8299954195796785e-39,5.446591950662065e-57,5.306852618983217e-83,3.962975795254096e-61
1.1844478449788104e-17,0.04988683199999999,0.8585084662769803,0.0,0.0,0.1238690038554926,0.11866996602971515,0.022821567692925697,5.830755670389222e-76,1.7571221380064042e-44,8.391612216640659e-35,2.551398143750009e-71,2.320893448790972e-39,1.5922515025705947e-43,5.952572564251629e-36,9.407440237266503e-121,1.4198823224526878e-40,5.746383665707352e-77,2.0052437562887136e-47,4.131688493381153e-79,5.846690073867164e-85,7.73983864982828e-46,2.4689469966231436e-56,1.7562933594579477e-47,2.2344534380312035e-17,1.2629689584208991e-81,1.917912261034608e-55,2.5015744493885055e-13,2.5717635112791997e-13,5.37527020555178e-24,2.2344523630936803e-17,4.922437846328688e-32,8.391684361364343e-35,7.049562510065666e-43,1.1649719709757921e-27,2.264022532235845e-38,1.7429470972371033e-55,1.6983574499576422e-81,1.268186253546527e-59
2.3689037225631275e-17,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385498521,0.11866996602946497,0.02282156769279711,7.463582657646849e-74,2.8114119015362527e-43,6.713372212157955e-34,1.6329331744328526e-69,1.856756979435465e-38,2.5476423062098065e-42,2.3810359668828569e-35,1.2041785654804816e-118,3.5415845098513024e-40,9.194423733768585e-76,3.208440928887508e-46,1.4341476720243652e-77,7.48394111475356e-83,6.191908747756672e-45,7.89289413366266e-55,1.4050372342282376e-46,4.4689596765025694e-17,1.6166472212679502e-79,6.137475298179655e-54,5.003165859883241e-13,5.143544463516769e-13,2.150133637386894e-23,4.4689553767012573e-17,3.9380034235176465e-31,6.713490176015469e-34,5.6418928039081464e-42,4.659912461188879e-27,1.8112276973739032e-37,5.577514781745978e-54,5.43564192592181e-80,4.0582962984207285e-58
4.737815477731761e-17,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385397046,0.11866996602896461,0.02282156769253993,9.553749083401318e-72,4.4982687442017567e-42,5.3707818681590465e-33,1.045114069576413e-67,1.48545550842814e-37,4.076299843305816e-41,9.524255012619492e-35,1.5414072682381758e-116,9.89048753687786e-40,1.4711562502295236e-74,5.133598490672254e-45,5.3060772330265516e-76,9.579714812463344e-81,4.953543433182664e-44,2.5251668133530143e-53,1.1240415196172826e-45,8.938085094856931e-17,2.0693878944878367e-77,1.9640635909557467e-52,1.000634866918374e-12,1.0287106367849602e-12,8.600673374830105e-23,8.938067895372495e-17,3.1504597321338354e-30,5.370972638309948e-33,4.5170492565476466e-41,1.8639704259685962e-26,1.4489847355238508e-36,1.7848334090745764e-52,1.7399553377989236e-78,1.2987002302861405e-56
9.475638988069029e-17,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385194093,0.11866996602796388,0.022821567692025573,1.2229608433248326e-69,7.197226613718916e-41,4.296740930346096e-32,6.689162328911421e-66,1.1884372365602289e-36,6.522266212956182e-40,3.809802044252588e-34,1.973146210817159e-114,3.101071384286326e-39,2.353990087425143e-73,8.213999258885366e-44,2.1567065189716703e-74,1.2262608217884843e-78,3.962843410490925e-43,8.08043070545545e-52,8.992550503242799e-45,1.7876787697822788e-16,2.648993822373194e-75,6.285415655520744e-51,2.0012714241028875e-12,2.0574230175946042e-12,3.440367286815242e-22,1.7876718897924927e-16,2.520447758927347e-29,4.297047791752754e-32,3.619274222986072e-40,7.455896803220655e-26,1.1591867549887249e-35,5.711610251139617e-51,5.571337011814514e-77,4.156101366575358e-55
1.8951286008743564e-16,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900384788187,0.11866996602596243,0.02282156769099686,1.565589442179543e-67,1.1515524281164758e-39,3.4375697925377775e-31,4.281604679835468e-64,9.508635006301687e-36,1.0436187081485117e-38,1.5240030735363617e-33,2.5259946930827137e-112,1.0694425261573695e-38,3.766820462944432e-72,1.3143127472528854e-42,9.837721238312957e-73,1.5697530301499506e-76,3.1702815503995755e-42,2.585944042599213e-50,7.194402008284137e-44,3.5755999973690615e-16,3.3911493551369176e-73,2.0115895411791734e-49,4.0025445197695635e-12,4.1148477789862e-12,1.3762226393975738e-21,3.575572475893068e-16,2.016481678993299e-28,3.4380620957812923e-31,2.9044271823561336e-39,2.982365127274445e-25,9.273456911421771e-35,1.827800585931224e-49,1.7850489238400363e-75,1.330114443287865e-53
3.7902580050092636e-16,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900383976375,0.11866996602195952,0.022821567688939438,2.004460485260564e-65,1.8424699527450285e-38,2.7503360504834697e-30,2.7409152554021866e-62,7.608716299799387e-35,1.6699666538564585e-37,6.096674787070736e-33,4.660347519022904e-110,3.936109161788083e-38,6.028299546318582e-71,2.103200486402645e-41,5.0275296436323854e-71,2.009807923630055e-74,2.536233379463503e-41,9.589066202638914e-49,5.756105074079604e-43,7.152165284448573e-16,4.3417800025177455e-71,6.43871687105922e-48,8.005090636293522e-12,8.229697300858622e-12,5.505491102789209e-21,7.152055186508046e-16,1.6133811076960279e-27,2.7511248650496828e-30,2.3379529286565873e-38,1.192950061860246e-24,7.418698004385807e-34,5.849497525783437e-48,5.730764987929371e-74,4.257395446320515e-52
7.580516813279078e-16,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900382352753,0.11866996601395371,0.022821567684824587,2.567001885216295e-63,2.947905040000138e-37,2.2007159587011567e-29,1.75506562868585e-60,6.089862282942227e-34,2.6725098727878446e-36,2.4392007941134608e-32,5.9835331283342076e-108,1.5063605207253889e-37,9.649710137241856e-70,3.3659727682578834e-40,2.811988454433156e-69,2.573673582210038e-72,2.028998744014884e-40,3.0829416756058696e-47,4.605819559186581e-42,1.4308187217640124e-15,5.560310753416358e-69,2.0614311674737454e-46,1.6010182570103874e-11,1.6459396340960386e-11,2.2026758227213112e-20,1.4307746729806623e-15,1.2910174048547184e-26,2.201979187422138e-29,1.8934256290636745e-37,4.771830441285868e-24,5.934847494869974e-33,1.8721803616503655e-46,1.8444764915901864e-72,1.3630241579064898e-50
1.5161034429818707e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900379105509,0.1186699659979421,0.02282156767659489,3.289070443216741e-61,4.716497861844022e-36,1.7612876532291455e-28,1.1243682744015907e-58,4.8765124234029126e-33,4.277816267282583e-35,9.761051911652785e-32,7.669395416195563e-106,5.891268344097078e-37,1.5453713806680505e-68,5.388271575533636e-39,1.670287590384321e-67,3.2971645329161954e-70,1.623218277734465e-39,9.875175650117395e-46,3.686153204498799e-41,2.8631796771472377e-15,7.124447238961538e-67,6.603246790117917e-45,3.2020365240774395e-11,3.291879440659161e-11,8.814536169100965e-20,2.8630034052011212e-15,1.0333137094005046e-25,1.7633104297512472e-28,1.551662869437026e-36,1.9087564875233277e-23,4.7477006069053083e-32,5.993157693484821e-45,5.9700747757816164e-71,4.3658857585066664e-49
2.2741552046358333e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900375858265,0.1186699659819305,0.02282156766836519,2.17743812564586e-60,1.7364290846743327e-35,5.0373560467518715e-28,6.304320602357528e-58,1.4484947124108808e-32,1.6312291379803692e-34,2.0748476047159884e-31,4.276829382515697e-105,1.2437328324056588e-36,5.84903466336995e-68,2.0546138350315152e-38,9.26768966390825e-67,2.1872000456596792e-69,4.641425787243971e-39,4.3666445866127316e-45,1.0542554376773894e-40,4.296697226369445e-15,4.7165596261598717e-66,3.090346890743294e-44,4.803054671449484e-11,4.937819245765054e-11,1.8736518213824465e-19,4.296322535717389e-15,2.9554737559620153e-25,5.044803395464548e-28,4.65940582953566e-36,4.0561490882639175e-23,1.3575177843556836e-31,2.813200908388555e-44,2.8019739739876478e-70,2.043215056868935e-48
3.0322069662897964e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.1238690037261102,0.11866996596591889,0.022821567660135492,9.834767677653959e-60,4.4060111801009057e-35,1.0627489222696868e-27,2.30218957486463e-57,3.157998023941848e-32,4.389844203703265e-34,3.540426166728105e-31,2.2144777624549887e-104,2.114628404079458e-36,1.5231851369619748e-67,5.529831892537129e-38,3.2749710706316163e-66,9.721706775041218e-69,9.790185246826618e-39,1.4928853386720438e-44,2.224200741431009e-40,5.731371394598371e-15,2.1303191294722177e-65,9.973664505579417e-44,6.404072699126528e-11,6.583759049413717e-11,3.1971136678669404e-19,5.730732039262555e-15,6.235625847543915e-25,1.0646382073954507e-27,1.025127594476768e-35,6.919383783103038e-23,2.8633463766029196e-31,8.770927099319797e-44,9.080818504524067e-70,6.594116649211392e-48
4.548310489597722e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900366116531,0.11866996593389566,0.022821567643676096,1.1380313485172712e-58,1.5427874110748503e-34,2.903718767030922e-27,1.500589929323691e-56,9.177536629696053e-32,1.7763406609567415e-33,7.333390240230262e-31,2.949895441332043e-103,4.364578815135611e-36,5.5950957039987135e-67,2.2383584454620664e-37,1.9232249688964355e-65,1.0085825971011153e-67,2.674040920735149e-38,9.18953423936652e-44,6.077123214324381e-40,8.603434323059806e-15,2.4651085691840735e-64,5.494737065812384e-43,9.606108473563804e-11,9.875638653291011e-11,6.622272898848735e-19,8.602110006719282e-15,1.7039604947296545e-24,2.910328488305089e-27,3.018099338096878e-35,1.432598540097718e-22,7.820463313686172e-31,4.323022638729995e-43,5.04844228327596e-69,3.6328270050839024e-47
6.064414012905648e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900359622041,0.11866996590187243,0.0228215676272167,5.122504453504377e-58,3.858073458209772e-34,6.077447394465533e-27,5.519565206615497e-56,2.0090285075066355e-31,4.8131153307465376e-33,1.2477657978066696e-30,1.3543450918816824e-102,7.411351593057792e-36,1.4519650322764373e-66,6.066368923824015e-37,6.802719305062705e-65,4.391003335612031e-67,5.595063406010507e-38,3.0868355438701967e-43,1.271934844303856e-39,1.1479750760879939e-14,1.1095991106531543e-63,1.7643430114310566e-42,1.280814380783995e-10,1.3167518251809548e-10,1.126769559865377e-18,1.1477497454816234e-14,3.566782353245028e-24,6.0939690164622245e-27,6.678242116424954e-35,2.4365236057669927e-22,1.636262580700163e-30,1.3567778412088586e-42,1.632786017307628e-68,1.1664729668753368e-46
7.580517536213574e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900353127551,0.1186699658698492,0.022821567610757303,1.8254315306608924e-57,8.190249338417948e-34,1.1067272090422352e-26,1.6263146830806861e-55,3.773066762831316e-31,1.0816031896943908e-32,1.9071614781172345e-30,5.0267066723132565e-102,1.1313028142650595e-35,3.177156658682869e-66,1.3635644116761605e-36,1.9581771918192976e-64,1.548663839445802e-66,1.0185745272419462e-37,8.347824793231577e-43,2.3162445869395366e-39,1.4360624698119923e-14,3.954129745449349e-63,4.6128392645274225e-42,1.6010178670514945e-10,1.645939784458656e-10,1.7222224182358958e-18,1.4357180606161248e-14,6.49602745416346e-24,1.1102336749042124e-26,1.268255245617581e-34,3.722536334232594e-22,2.978681503446545e-30,3.4887287929511437e-42,4.2999343573847646e-68,3.0496729892108083e-46
1.0612724582829427e-14,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900340138568,0.11866996580580273,0.022821567577838507,2.6255749421677937e-56,3.002471987977032e-33,2.924617674260004e-26,1.3678829324300655e-54,1.0350529394398043e-30,4.198620629344047e-32,3.6712286084147116e-30,6.710487217831322e-101,2.1742691962964926e-35,1.225044263532912e-65,5.2957081576075654e-36,1.6166541246945105e-63,2.2192947166374573e-65,2.68944899858944e-37,4.691233023004611e-42,6.12087371587678e-39,2.0136332484725902e-14,5.687494796966936e-62,2.5863465657278685e-41,2.2414246951438636e-10,2.3043157012555362e-10,3.315221892565916e-18,2.012970270538204e-14,1.7171352831758907e-23,2.937478395243945e-26,3.5921384841295154e-34,7.158673409972861e-22,7.864097442395059e-30,1.9699757772844771e-41,2.475690332381154e-67,1.709769047038811e-45
1.667713867606113e-14,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900314160598,0.11866996567770982,0.022821567512000915,8.334481978669511e-55,1.904219857773932e-32,1.1331458881992962e-25,2.6415837949218715e-53,4.133077145417697e-30,2.706291629987937e-31,8.976774963241767e-30,2.0475379875123863e-99,5.308807336262497e-35,8.129312306918191e-65,3.416434113736472e-35,3.228901258699628e-62,7.407374013529977e-64,1.0400759643743129e-36,4.916882861418573e-41,2.371544547324464e-38,3.174325267544765e-14,1.805518478160266e-60,2.7612724931820005e-40,3.52223777709203e-10,3.6210675278582255e-10,8.106254119812848e-18,3.1727041714141765e-14,6.657134163971533e-23,1.1413225021734995e-25,1.5404355224164707e-33,1.746711618815929e-21,3.040506688347224e-29,2.2099554463854116e-40,2.797294912355426e-66,1.8250184702590582e-44
