Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),C2H4(52),C2H3X(241)
8.816661751238656e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12217260757110056,0.20097943122846076,0.1670065051170653,1.4971270389910659e-10,6.276124286614578e-05,1.0436004797922155e-07,1.5645484288687074e-15,3.935506937740464e-10,1.6569757322138504e-10,6.641866908144882e-17,5.825337222896919e-43,4.209186932199394e-20,8.811151829992246e-27,9.443947389265632e-08,2.96084572775776e-26,4.60568206035567e-27,3.2374839846942434e-16,5.063181838964888e-18,7.562920452941126e-19,6.771453922627528e-05,1.745859302631074e-14,2.8427281059694436e-08,0.00024360354881650088,0.001321428044578578,1.086393142778679e-09,3.329510165439482e-07,5.9184690730619804e-05,3.910470243243205e-06,9.06643715486363e-11,1.8429212674292858e-07,8.143432748051932e-09,1.6155330646455074e-16,1.3850040531702838e-35,3.7198328678279177e-13
8.831987304770053e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12216972529147012,0.20097891113826236,0.16700532071328258,1.508559590642352e-10,6.291620279104145e-05,1.0502323864609514e-07,1.5738655178463832e-15,3.9471734985886225e-10,1.6609833743631044e-10,6.65707751929517e-17,5.885264741064393e-43,4.2250392688315533e-20,8.86232446973059e-27,9.455393579770661e-08,2.9759267682640364e-26,4.626434096225051e-27,3.239326625678353e-16,5.0661157879241336e-18,7.595429201529213e-19,6.786322988203308e-05,1.761572874005711e-14,2.8541376715813864e-08,0.0002439707276257069,0.0013236419869775194,1.0848686742234703e-09,3.330491079721623e-07,5.9335947701234254e-05,3.911795656953931e-06,9.138593470482915e-11,1.8394674207428303e-07,8.162813852758215e-09,1.6187324204653062e-16,1.3917600765076102e-35,3.7342730736278453e-13
8.84731285830145e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12216684322008603,0.20097839109332477,0.1670041363737816,1.5200571927515622e-10,6.307121143889822e-05,1.0568934751878473e-07,1.5832193211808785e-15,3.958846907106094e-10,1.6649920859592418e-10,6.672288164978546e-17,5.945677785249268e-43,4.240918948618558e-20,8.913677786520848e-27,9.466821662869593e-08,2.991051517888148e-26,4.647233283830301e-27,3.2411635748852567e-16,5.069041513350342e-18,7.628012082530119e-19,6.8011934718723e-05,1.7774010398318404e-14,2.8655697827029885e-08,0.00024433782073364876,0.0013258557507628095,1.0833481063845063e-09,3.3314679099608607e-07,5.9487249623033434e-05,3.913116911991752e-06,9.211189020703533e-11,1.836026212514589e-07,8.18220086013442e-09,1.6219309219305335e-16,1.3985334981225608e-35,3.748739919128711e-13
8.862638411832847e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12216396135695079,0.20097787109363965,0.1670029520985557,1.5316200879819448e-10,6.322626863600818e-05,1.0635838130322034e-07,1.5926099075054055e-15,3.970527136735515e-10,1.669001862062347e-10,6.687498823853377e-17,6.006579177623224e-43,4.256825945538806e-20,8.96521195105678e-27,9.478231690515111e-08,3.006219993012102e-26,4.668079610821983e-27,3.2429948529295154e-16,5.071959047770397e-18,7.660669095017826e-19,6.816065353958229e-05,1.7933444299303736e-14,2.8770244361458083e-08,0.00024470482833375683,0.001328069336127159,1.0818314247788442e-09,3.332440678814867e-07,5.963859628435617e-05,3.914434032280506e-06,9.28422560327372e-11,1.8325975797051583e-07,8.201593743371942e-09,1.6251285722962313e-16,1.4053243146470995e-35,3.763233398616324e-13
8.877963965364244e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12216107970206698,0.20097735113919857,0.16700176788759832,1.5432485194211649e-10,6.338137420968498e-05,1.0703034670341491e-07,1.6020373454282574e-15,3.9822141610529615e-10,1.6730126977599528e-10,6.702709474703895e-17,6.0679717497423295e-43,4.2727602335426806e-20,9.016927133368307e-27,9.489623714492925e-08,3.021432209886129e-26,4.688973064870479e-27,3.244820480325128e-16,5.074868423554345e-18,7.693400237962364e-19,6.830938614873808e-05,1.8094036763800928e-14,2.888501628726517e-08,0.0002450717506184119,0.0013302827432622236,1.0803186193473869e-09,3.333409408800541e-07,5.978998747474545e-05,3.915747041583172e-06,9.35770501925187e-11,1.8291814596261212e-07,8.220992475834864e-09,1.628325374233979e-16,1.412132522673954e-35,3.7777535064020803e-13
8.893289518895641e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12215819825543732,0.20097683122999302,0.16700058374090285,1.5549427305811807e-10,6.35365279882573e-05,1.0770525042144817e-07,1.611501703532833e-15,3.9939079537672595e-10,1.677024588167099e-10,6.717920096439441e-17,6.129858342549759e-43,4.288721786552843e-20,9.068823502823788e-27,9.500997786422122e-08,3.0366881846292434e-26,4.709913633664123e-27,3.2466404774861454e-16,5.077769672919037e-18,7.726205510230436e-19,6.845813235120203e-05,1.8255794135211128e-14,2.9000013572668926e-08,0.0002454385877789528,0.0013324959723585998,1.0788096757620836e-09,3.3343741222958133e-07,5.9941422984949395e-05,3.917055963503163e-06,9.43162907300161e-11,1.825777790024242e-07,8.240397031058245e-09,1.6315213304948677e-16,1.4189581187569256e-35,3.792300236822873e-13
8.908615072427038e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12215531701706472,0.2009763113660147,0.16699939965846272,1.5667029653981238e-10,6.369172980106266e-05,1.0838309915745048e-07,1.6210030503776608e-15,4.005608488719304e-10,1.6810375284260266e-10,6.733130668093689e-17,6.192241806378472e-43,4.3047105784645364e-20,9.12090122813228e-27,9.512353957755567e-08,3.0519879332297824e-26,4.730901304910276e-27,3.248454864727303e-16,5.080662827920342e-18,7.759084910586032e-19,6.86068919528654e-05,1.8418722779583395e-14,2.9115236185938213e-08,0.0002458053400056818,0.0013347090236058396,1.0773045805477035e-09,3.335334841542069e-07,6.009290260690816e-05,3.9183608214856376e-06,9.50599957218696e-11,1.8223865090276755e-07,8.259807382745213e-09,1.634716444235435e-16,1.4258010994112024e-35,3.806873584241024e-13
8.923940625958435e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.1221524359869522,0.20097579154725514,0.16699821564027126,1.5785294682321788e-10,6.384697947844136e-05,1.0906389960958671e-07,1.6305414544964222e-15,4.017315739881371e-10,1.6850515137059586e-10,6.748341168823889e-17,6.255125000953835e-43,4.320726583145878e-20,9.173160477345831e-27,9.523692279780259e-08,3.067331471545962e-26,4.7519360663361646e-27,3.2502636622646137e-16,5.08354792046274e-18,7.792038437691029e-19,6.875566476049361e-05,1.8582829085649295e-14,2.9230684095392987e-08,0.0002461720074878717,0.0013369218971924545,1.0758033230055947e-09,3.3362915886428025e-07,6.024442613374461e-05,3.919661638818736e-06,9.580818327767287e-11,1.819007555122272e-07,8.279223504767071e-09,1.6379107181768423e-16,1.43266146111367e-35,3.8214735430441983e-13
8.939266179489832e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12214955516510297,0.20097527177370605,0.16699703168632196,1.5904224838674634e-10,6.400227685173033e-05,1.0974765847404039e-07,1.6401169843979761e-15,4.0290296813564426e-10,1.6890665392030617e-10,6.763551577910101e-17,6.3185107953961954e-43,4.3367697744381513e-20,9.225601417861703e-27,9.53501280361765e-08,3.082718815306415e-26,4.773017905687611e-27,3.252066890215975e-16,5.0864249823050474e-18,7.825066090105809e-19,6.890445058172151e-05,1.8748119464857515e-14,2.934635726940426e-08,0.00024653859041377183,0.0013391345933059212,1.0743058904787098e-09,3.337244385565196e-07,6.0395993359761466e-05,3.9209584386348356e-06,9.656087153992316e-11,1.8156408671968352e-07,8.298645371162662e-09,1.6411041550174018e-16,1.4395392003032162e-35,3.8361001076453284e-13
8.954591733021229e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12214667455152028,0.20097475204535908,0.1669958477966081,1.602382257511905e-10,6.415762175325685e-05,1.104343824449977e-07,1.649729708566383e-15,4.0407502873775263e-10,1.6930826001402447e-10,6.778761874754452e-17,6.382402068223418e-43,4.3528401261561015e-20,9.27822421642464e-27,9.5463155802241e-08,3.098149980110736e-26,4.7941468107301085e-27,3.2538645686017764e-16,5.089294045053168e-18,7.858167866289845e-19,6.905324922504836e-05,1.8914600351408273e-14,2.9462255676394065e-08,0.0002469050889706145,0.0013413471121326867,1.0728122695712042e-09,3.3381932541427454e-07,6.054760408043233e-05,3.922251243911852e-06,9.731807868397279e-11,1.8122863845293565e-07,8.318072956135812e-09,1.6442967578079574e-16,1.4464343133810333e-35,3.850753272482533e-13
8.969917286552626e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12214379414620763,0.20097423236220577,0.16699466397112314,1.6144090347971256e-10,6.431301401633211e-05,1.1112407821463164e-07,1.6593796954609277e-15,4.052477532306998e-10,1.6970996917669938e-10,6.793972038880389e-17,6.4468017073533564e-43,4.368937612088221e-20,9.33102903912912e-27,9.557600660391315e-08,3.113624981430018e-26,4.815322769252796e-27,3.255656717345526e-16,5.092155140146015e-18,7.89134376460231e-19,6.92020604998329e-05,1.9082278202287838e-14,2.9578379284835482e-08,0.00024727150334462095,0.0013435594538581757,1.0713224459690888e-09,3.339138216077097e-07,6.069925809239415e-05,3.923540077474474e-06,9.807982291798126e-11,1.808944046786463e-07,8.337506234053232e-09,1.6474885298621834e-16,1.4533467967109277e-35,3.865433032019042e-13
8.985242840084023e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12214091394916855,0.20097371272423797,0.1669934802098605,1.6265030617783162e-10,6.44684534752458e-05,1.118167524730863e-07,1.669067013516144e-15,4.0642113906359405e-10,1.7011178093590677e-10,6.809182049931957e-17,6.511712610106288e-43,4.3850622059970375e-20,9.384016051421582e-27,9.568868094746691e-08,3.129143834607398e-26,4.836545769068539e-27,3.257443356274421e-16,5.095008298871709e-18,7.924593783302672e-19,6.935088421628796e-05,1.9251159497303045e-14,2.96947280632526e-08,0.00024763783372100807,0.0013457716186668026,1.069836410115143e-09,3.340079292935302e-07,6.085095519343457e-05,3.924824961995339e-06,9.884612248286372e-11,1.8056137939622303e-07,8.356945179446233e-09,1.6506794739521614e-16,1.460276646619622e-35,3.88013938074311e-13
9.00056839361542e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12213803396040683,0.20097319313144726,0.16699229651281353,1.6386645849341226e-10,6.46239399652602e-05,1.1251241190846132e-07,1.6787917311418398e-15,4.075951836983466e-10,1.7051369482185454e-10,6.82439188767304e-17,6.5771376832073054e-43,4.401213881619406e-20,9.43718541810266e-27,9.580117933753617e-08,3.1447065548585816e-26,4.857815798010078e-27,3.2592245051199186e-16,5.097853552381291e-18,7.957917920551277e-19,6.949972018547576e-05,1.942125073911575e-14,2.981130198022049e-08,0.0002480040802839939,0.0013479836067419697,1.0683541492771103e-09,3.3410165061500596e-07,6.1002695182492494e-05,3.9261059199962085e-06,9.961699565223988e-11,1.8022955664533389e-07,8.37638976700944e-09,1.6538695926490467e-16,1.4672238593970473e-35,3.8948723131679504e-13
9.015893947146817e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12213515417992626,0.20097267358382545,0.1669911128799757,1.6508938511665206e-10,6.477947332260382e-05,1.1321106320679614e-07,1.6885539167231178e-15,4.08769884609605e-10,1.7091571036736286e-10,6.839601531986631e-17,6.6430798427886455e-43,4.417392612666782e-20,9.490537303329424e-27,9.591350227711961e-08,3.16031315727238e-26,4.879132843931422e-27,3.2610001835183514e-16,5.1006909316709445e-18,7.9913161744099365e-19,6.964856821930309e-05,1.959255845327723e-14,2.992810100436519e-08,0.0002483702432168047,0.001350195418266073,1.0668756486764184e-09,3.3419498770253123e-07,6.11544778596493e-05,3.927382973849272e-06,1.0039246073238637e-10,1.7989893050476453e-07,8.39583997159653e-09,1.6570588893246334e-16,1.4741884312966447e-35,3.9096318238316484e-13
9.031219500678214e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12213227460773093,0.20097215408136415,0.16698992931134035,1.6631911078007e-10,6.493505338446547e-05,1.1391271305205456e-07,1.698353638620403e-15,4.0994523928468823e-10,1.7131782710783e-10,6.85481096287412e-17,6.709542014391978e-43,4.433598372825516e-20,9.544071870617581e-27,9.602565026758467e-08,3.175963656811246e-26,4.900496894711707e-27,3.2627704110114973e-16,5.10352046758476e-18,8.024788542842519e-19,6.979742813051655e-05,1.9765089188262533e-14,3.0045125104363676e-08,0.00024873632270167994,0.0013524070534205181,1.0654008984718464e-09,3.342879426735209e-07,6.13063030261147e-05,3.928656145778303e-06,1.011725360621866e-10,1.7956949508514254e-07,8.415295768220753e-09,1.6602473670742405e-16,1.4811703585356538e-35,3.924417907297084e-13
9.046545054209611e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12212939524382488,0.2009716346240552,0.1669887458069009,1.6755566025849453e-10,6.509067998898876e-05,1.1461736812610927e-07,1.7081909651694632e-15,4.1112124522352156e-10,1.717200445812365e-10,6.870020160454563e-17,6.776527132970662e-43,4.449831135757122e-20,9.597789282843706e-27,9.613762380867083e-08,3.1916580683117925e-26,4.921907938254125e-27,3.264535207047153e-16,5.1063421908248465e-18,8.058335023715522e-19,6.994629973269733e-05,1.9938849515504926e-14,3.0162374248943866e-08,0.0002491023189198793,0.0013546185123857173,1.0639298862141194e-09,3.3438051763227757e-07,6.145817048422703e-05,3.9299254578598e-06,1.0195724001307974e-10,1.7924124453607124e-07,8.434757132055298e-09,1.6634350285206277e-16,1.488169637295416e-35,3.939230558151859e-13
9.06033805238787e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12212680399440033,0.20097116715107555,0.1669876807077874,1.6867440966138803e-10,6.52307835940256e-05,1.152541326842499e-07,1.7170767675005475e-15,4.1218020534277294e-10,1.720821260541739e-10,6.883708222462094e-17,6.837263292680381e-43,4.4644636879778305e-20,9.646291420373366e-27,9.62382512531561e-08,3.205820595550996e-26,4.94121804627496e-27,3.2661188955814234e-16,5.108875087156216e-18,8.088590220796432e-19,7.008029401703098e-05,2.009629056122012e-14,3.026809086637797e-08,0.0002494316444722766,0.0013566086749609062,1.062609158904863e-09,3.344635119136468e-07,6.159488719342259e-05,3.93106455669201e-06,1.0266744625010904e-10,1.7894682730201884e-07,8.45227709907819e-09,1.6663032285873597e-16,1.4944838205446198e-35,3.952584654585551e-13
9.074131050566128e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12212421291369678,0.20097069971465664,0.1669866156606625,1.697987245767364e-10,6.537092465162255e-05,1.1589334175643414e-07,1.7259931347136818e-15,4.132396891658294e-10,1.724442884154094e-10,6.897396065153177e-17,6.898427577221549e-43,4.479118071855343e-20,9.694941911558076e-27,9.633873815914447e-08,3.220018714035022e-26,4.960566199868698e-27,3.267698214358421e-16,5.111401702142023e-18,8.118905445456241e-19,7.021429748598812e-05,2.0254737741135513e-14,3.037398972190838e-08,0.0002497609028554671,0.00135859869509828,1.0612914413824735e-09,3.3454620159526503e-07,6.173163785712767e-05,3.932200562700103e-06,1.033814300159598e-10,1.7865336088827507e-07,8.469801537680855e-09,1.6691707722528392e-16,1.500812052569887e-35,3.9659602623295473e-13
9.087924048744386e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12212162200171747,0.20097023231479247,0.1669855506655213,1.709286231532464e-10,6.551110304574628e-05,1.1653500020934162e-07,1.7349401165745099e-15,4.142996948960684e-10,1.7280653133342494e-10,6.911083674276237e-17,6.9600221457379826e-43,4.493794268138427e-20,9.743740873815724e-27,9.643908488758085e-08,3.234252434320409e-26,4.97995239026807e-27,3.269273177362617e-16,5.113922057855087e-18,8.149280695939605e-19,7.034831000538491e-05,2.0414195893661645e-14,3.0480070792843394e-08,0.00025009009419957627,0.0013605885729273235,1.0599767220431909e-09,3.346285881847782e-07,6.186842233356043e-05,3.933333491676566e-06,1.0409920477085366e-10,1.7836084110714824e-07,8.487330430088706e-09,1.672037661898743e-16,1.5071543305139714e-35,3.9793573774892626e-13
9.100337747104818e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12211929032519817,0.20096981168616407,0.1669845922143363,1.7195032092465027e-10,6.563729542777958e-05,1.1711459105865129e-07,1.7430186168913502e-15,4.1525414480555243e-10,1.731326185630078e-10,6.923402311068215e-17,7.015826939714314e-43,4.50702147847624e-20,9.787786979327342e-27,9.652927738883588e-08,3.247093230776914e-26,4.9974324758663534e-27,3.270686931390276e-16,5.1161850444758794e-18,8.176669741952654e-19,7.046892890049688e-05,2.0558576623670422e-14,3.057569953212802e-08,0.0002503863091979024,0.0013623793414063504,1.0587960316856977e-09,3.3470247821105244e-07,6.199155715562728e-05,3.934350509870315e-06,1.0474845448787692e-10,1.7809837922954967e-07,8.503110226650251e-09,1.674617305334772e-16,1.5128743875443167e-35,3.9914331667674803e-13
9.11275144546525e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12211695878535074,0.20096939108713574,0.1669836338052507,1.7297656945397426e-10,6.576351787517964e-05,1.1769617339303253e-07,1.7511219916263979e-15,4.1620901471282234e-10,1.7345877053701896e-10,6.935720736904039e-17,7.071983600346156e-43,4.5202663272003933e-20,9.831953526196785e-27,9.66193568994237e-08,3.259962880758945e-26,5.014943357825865e-27,3.272097178630638e-16,5.118442994831537e-18,8.20410740604296e-19,7.058955492114292e-05,2.07037837214308e-14,3.067147583104182e-08,0.0002506824700934441,0.001364169994813504,1.0576177570952995e-09,3.3477612503464683e-07,6.211471914939335e-05,3.935365059765566e-06,1.054007956684041e-10,1.7783667772598328e-07,8.51889360366376e-09,1.677196422506119e-16,1.5186058173210445e-35,4.003526371094184e-13
9.125165143825682e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12211462738217778,0.2009689705177033,0.166982675438261,1.7400738202922463e-10,6.588977030462374e-05,1.1827975075734843e-07,1.7592502770253478e-15,4.1716430332491747e-10,1.7378498701718414e-10,6.948038941550265e-17,7.128493714492165e-43,4.5335288002446254e-20,9.876240599164314e-27,9.670932368027943e-08,3.2728613917939744e-26,5.0324850297891215e-27,3.2735039291538167e-16,5.12069592483471e-18,8.231593686801747e-19,7.071018797061078e-05,2.0849820745655667e-14,3.0767399673111757e-08,0.0002509785769797639,0.0013659605332418698,1.0564418937456124e-09,3.348495297371367e-07,6.223790821298655e-05,3.936377152681503e-06,1.0605623816899777e-10,1.7757573358753063e-07,8.534680548383294e-09,1.6797750143886082e-16,1.5243486177140913e-35,4.015636987663431e-13
9.137578842186114e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12211229611568193,0.2009685499778623,0.16698171711336374,1.7504277195658793e-10,6.601605263318363e-05,1.1886532669552057e-07,1.767403509323347e-15,4.1812000935412884e-10,1.7411126776630983e-10,6.96035691482218e-17,7.185358873068064e-43,4.546808883532727e-20,9.920648282701017e-27,9.679917799164994e-08,3.2857887713567225e-26,5.0500574854124895e-27,3.274907192991044e-16,5.122943850306733e-18,8.2591285827798725e-19,7.083082795253501e-05,2.0996691265033745e-14,3.0863471041886644e-08,0.0002512746299500188,0.0013677509567841168,1.0552684311940545e-09,3.349226933953673e-07,6.236112424500562e-05,3.937386799877135e-06,1.0671479186010224e-10,1.7731554382642086e-07,8.550471048124589e-09,1.6823530834035432e-16,1.530102786578717e-35,4.0277650136797056e-13
9.149992540546546e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12210996498586583,0.20096812946760842,0.1669807588305553,1.7608275256042747e-10,6.614236477832471e-05,1.194529047505239e-07,1.7755817247450013e-15,4.1907613151797707e-10,1.74437612548243e-10,6.972674646583577e-17,7.242580671047313e-43,4.560106562978642e-20,9.965176661009587e-27,9.688892009309361e-08,3.298745026869333e-26,5.067660718364302e-27,3.2763069801348034e-16,5.125186787018125e-18,8.286712092488007e-19,7.095147477089475e-05,2.1144398858241704e-14,3.0959689920937145e-08,0.0002515706290969616,0.0013695412655325152,1.0540973670310457e-09,3.3499561708060895e-07,6.248436714450457e-05,3.938394012551537e-06,1.0737646662602077e-10,1.7705610546163812e-07,8.566265090269528e-09,1.6849306311027711e-16,1.535868321755599e-35,4.0399104463579035e-13
9.161164869070934e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12210786708589481,0.20096775103367337,0.16697989641201083,1.7702267115950017e-10,6.625607113422965e-05,1.1998343973741947e-07,1.7829635091263648e-15,4.1993699620478076e-10,1.747313774057165e-10,6.983760390338641e-17,7.294386537434482e-43,4.572089507544909e-20,1.0005355464895088e-26,9.696959225887605e-08,3.310430351859995e-26,5.083529937409866e-27,3.2775638242189763e-16,5.127201177670377e-18,8.311578814701343e-19,7.106006267348615e-05,2.1278054356088097e-14,3.104641301980691e-08,0.0002518369823866146,0.0013711524453332614,1.0530454530466673e-09,3.3506104410135894e-07,6.259530864269362e-05,3.939298431650883e-06,1.0797465061484305e-10,1.7682325093000626e-07,8.580482746579405e-09,1.6872499792721243e-16,1.541067019815424e-35,4.050856216170696e-13
9.172337197595322e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12210576929663866,0.20096737262369724,0.16697903402755299,1.779663287530296e-10,6.636980151541198e-05,1.2051560188947112e-07,1.790365585564196e-15,4.2079819599844035e-10,1.7502519376868268e-10,6.994845922977438e-17,7.346483745407465e-43,4.5840866832989866e-20,1.0045632160540469e-26,9.705017393255451e-08,3.322139077676609e-26,5.099424076369372e-27,3.27881786747447e-16,5.1292115515814285e-18,8.336484911655352e-19,7.11686559665747e-05,2.1412393413516253e-14,3.1133255576763484e-08,0.00025210329222124145,0.0013727635322920856,1.0519954706707169e-09,3.351262783808265e-07,6.270627174921384e-05,3.940200895891619e-06,1.0857537791690501e-10,1.765910004816635e-07,8.59470325296151e-09,1.6895689074647162e-16,1.546274921232918e-35,4.0618160811163743e-13
9.18350952611971e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12210367161809942,0.20096699423767692,0.16697817167717918,1.7891373509222466e-10,6.64835558625136e-05,1.2104939378752074e-07,1.797787980444364e-15,4.2165972997480734e-10,1.7531906146717937e-10,7.005931237210509e-17,7.398873466135001e-43,4.5960980799520366e-20,1.0086006808774786e-26,9.713066530192328e-08,3.333871209621382e-26,5.115343130651931e-27,3.280069117106085e-16,5.13121792011255e-18,8.361430382181593e-19,7.127725458087155e-05,2.1547418660179363e-14,3.122021757987513e-08,0.00025236955866762736,0.0013743745264754084,1.0509474142968317e-09,3.3519132068925643e-07,6.281725639143227e-05,3.941101413314938e-06,1.0917865576659318e-10,1.7635935197796717e-07,8.608926600349587e-09,1.6918874173984214e-16,1.5514920244040209e-35,4.0727900391861097e-13
9.194681854644099e-09,0.049886832000000006,0.631014654409785,0.0,0.0,0.12210157405027916,0.20096661587560924,0.16697730936088687,1.798648999402095e-10,6.659733411642981e-05,1.21584818011776e-07,1.805230720145847e-15,4.225215972131099e-10,1.7561298033192022e-10,7.017016325779615e-17,7.451556873449719e-43,4.6081236872089955e-20,1.0126479470252892e-26,9.721106655432841e-08,3.34562675296247e-26,5.131287095675044e-27,3.2813175802936614e-16,5.133220294599891e-18,8.386415225085747e-19,7.138585844731e-05,2.1683132732313882e-14,3.130729901722442e-08,0.000252635781792298,0.0013759854279493911,1.049901281359145e-09,3.3525617179318275e-07,6.292826249701127e-05,3.941999991923665e-06,1.0978449140734137e-10,1.7612830328672032e-07,8.623152779721225e-09,1.6942055098827922e-16,1.5567183277153472e-35,4.0837780883778337e-13
