Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),C2H4(52),C2H3X(241),CHOX(231)
1.7355917321859903e-20,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385599661,0.2012865879456896,0.16769875764452344,7.766992337512247e-94,1.7157508811738268e-54,4.483112157199244e-43,3.1647961562918664e-87,2.1020412856116708e-47,9.159850079241067e-54,2.1953637252702897e-41,6.7897511972735465e-140,2.658190196604281e-43,7.631754236072836e-88,1.956670966355392e-57,3.1907983363370125e-92,1.797867485448819e-103,3.0384566022529305e-53,1.771641627414025e-67,6.993076172364551e-55,5.553583506654049e-20,1.6823665699469165e-99,1.6178799575879008e-68,6.217547092574587e-16,2.769153508659107e-15,1.958492127457475e-29,5.553583502740184e-20,2.629745995818888e-40,4.483109351107342e-43,6.382421452973296e-51,3.119063699221253e-32,1.5075656349196598e-45,1.4703940918808705e-68,3.306820267520795e-95,2.46939497746469e-73,2.8367994642369853e-81
3.4726913633573724e-20,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385599321,0.201286587945689,0.16769875764452205,9.9584801235728e-92,2.747444121761291e-53,3.589215683863701e-42,2.0252988494556297e-85,1.6833378955931613e-46,1.4672815988673975e-52,8.733991879269655e-41,8.633098535474047e-138,5.32124908235086e-43,1.2224070275243744e-86,3.1343169156802466e-56,1.0224220441829354e-90,2.305068528611579e-101,2.4326127941198802e-52,1.4288524089780573e-66,5.559271464793738e-54,1.1111992157985155e-19,2.1570529908975307e-97,5.183607733612616e-67,1.2440496050549712e-15,5.540712884832022e-15,7.839072565786927e-29,1.1111992142319497e-19,2.1053958422870615e-39,3.589213483941409e-42,5.111115294711804e-50,1.2484383314912122e-31,1.2069691713297078e-44,4.7109193411359896e-67,1.0594463658878492e-93,7.911819927708214e-72,1.818746975923927e-79
6.946890625700137e-20,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385598643,0.20128658794568774,0.16769875764451928,1.2757573321940226e-89,4.3977056575760514e-52,2.8724634367117485e-41,1.2961357410760742e-83,1.3473526405599135e-45,2.3490159555844228e-51,3.4840975964940585e-40,1.1013286825854716e-135,1.0655047871297206e-42,1.9569129907057274e-85,5.017823746280465e-55,3.2746051425018155e-89,2.952921058364881e-99,1.9468295569848162e-51,1.1800262965834421e-65,4.433326758107587e-53,2.222880987268542e-19,2.76334956379788e-95,1.6597779840028392e-65,2.488639396645678e-15,1.1083831637177148e-14,3.136650175359219e-28,2.2228809810002362e-19,1.6849566226119186e-38,2.872461751483889e-41,4.090966615677162e-49,4.995379494947836e-31,9.65942157950763e-44,1.5084001634101862e-65,3.39225333740173e-92,2.5333445693938894e-70,1.1650216180942871e-77
1.3895289150385667e-19,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385597285,0.20128658794568524,0.16769875764451372,1.633655856725383e-87,7.037765445627625e-51,2.298407262656743e-40,8.29509012676451e-82,1.0781551790943995e-44,3.7595183136185354e-50,1.3917385888992085e-39,1.4073245913057597e-133,2.1353369521280012e-42,3.13191062228472e-84,8.030852343421854e-54,1.0487571796144103e-87,3.7812972612119813e-97,1.5577594386654643e-50,1.062273832301498e-64,3.541022401561134e-52,4.446244695023814e-19,3.538574374639055e-93,5.3129281350572435e-64,4.977818979809822e-15,2.21700691418646e-14,1.2548643665912461e-27,4.446244669946511e-19,1.3482214235432934e-37,2.298406035126267e-40,3.273606630995711e-48,1.9984770797579337e-30,7.72900484052114e-43,4.8283307114413694e-64,1.0858459666670105e-90,8.109203587284715e-69,7.459415815328223e-76
2.779208619975673e-19,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385594571,0.20128658794568027,0.16769875764450265,2.091519242398173e-85,1.1261573920333064e-49,1.8389005367903658e-39,5.308801013261905e-80,8.626334958340075e-44,6.0161040211124495e-49,5.563153128980314e-39,1.7998540339578707e-131,4.287290912782514e-42,5.01173759510714e-83,1.2851232302543015e-52,3.360167517373008e-86,4.841058526035885e-95,1.2463258827240368e-49,1.228277360586451e-63,2.8305618896722713e-51,8.892972769795236e-19,4.5303277191171965e-91,1.700399461540071e-62,9.956178146069024e-15,4.434254415122833e-14,5.0198663887256824e-27,8.892972669477854e-19,1.0786797459408765e-36,1.8388997482553973e-39,2.6192240952177057e-47,7.994558942127165e-30,6.18379093355321e-42,1.5452979759005966e-62,3.4752320279941024e-89,2.5953457202767903e-67,4.775075761570218e-74
5.558568029849884e-19,0.049886832000000006,0.631014654409785,0.0,0.0,0.1238690038558914,0.2012865879456703,0.16769875764448047,2.6774268455210934e-83,1.801943753206138e-48,1.4711904881479606e-38,3.397615412818791e-78,6.9015072046607876e-43,9.626467381376676e-48,2.2245012066956188e-38,2.3028398508671627e-129,8.640357371298547e-42,8.019326695769053e-82,2.056346910555847e-51,1.077664451746827e-84,6.197194921303659e-93,9.971080444964638e-49,2.193767685077843e-62,2.263547234587865e-50,1.778643155638161e-18,5.7994307968839475e-89,5.4416997613679404e-61,1.99128964783111e-14,8.868749416991102e-14,2.008028583170499e-26,1.778643115509569e-18,8.629850753587537e-36,1.4711901670818174e-38,2.0955234637374683e-46,3.1979537166683537e-29,4.947267532086672e-41,4.94532548772986e-61,1.1121614452761068e-87,8.305749483436915e-66,3.056385172265134e-72
1.1117286849598307e-18,0.049886832000000006,0.631014654409785,0.0,0.0,0.1238690038557828,0.20128658794565038,0.16769875764443612,3.427288889528226e-81,2.8831834957689365e-47,1.1769806776620568e-37,2.1744695417869326e-76,5.5213843460033e-42,1.5402912158746523e-46,8.896486802606381e-38,2.9470138661286692e-127,1.7543124553760354e-41,1.2831366444588442e-80,3.2902756416415556e-50,3.46356896906123e-83,7.932822169164518e-91,7.977053763457984e-48,5.6308093713970506e-61,1.8104772581650882e-49,3.557335967772868e-18,7.42366684675176e-87,1.7414123322813672e-59,3.982633314168992e-14,1.773773942070974e-13,8.032280313342746e-26,3.557335807255178e-18,6.904049458880237e-35,1.176980916500042e-37,1.6764903089197055e-45,1.2792075235465543e-28,3.957907859470284e-40,1.582563989911738e-59,3.5590766182352144e-86,2.657944158510684e-64,1.9561952269609153e-70
2.2234724489095152e-18,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385556558,0.20128658794561055,0.16769875764434744,4.387051458114915e-79,4.61315221891129e-46,9.415962777945573e-37,1.3916606575683687e-74,4.41718352157569e-41,2.4645122358167745e-45,3.558292814921058e-37,3.7717849985902003e-125,3.613519691321649e-41,2.0530562041798593e-79,5.264540012032831e-49,1.1179075458490864e-81,1.0154284273357382e-88,6.38171885343353e-47,1.6907410049954318e-59,1.4482382378162786e-48,7.114725811312122e-18,9.502557291741997e-85,5.572635115120949e-58,7.965320646402626e-14,3.5475719428075404e-13,3.2129468596729575e-25,7.114725169234453e-18,5.523313089923112e-34,9.415972620006283e-37,1.3412430407100324e-44,5.116882236030239e-28,3.166363689111518e-39,5.0643025318230946e-58,1.1389432199809256e-84,8.505597256536888e-63,1.2520009784165907e-68
4.446959976808884e-18,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385513115,0.2012865879455309,0.16769875764417005,5.61551617981477e-77,7.381089914385931e-45,7.532823895846101e-36,8.906648337445053e-73,3.5337846126653627e-40,3.9432602631826273e-44,1.4232581083370918e-36,4.82764575298736e-123,7.646550107276713e-41,3.2849266219149263e-78,8.423351258449843e-48,3.6384242862747215e-80,1.2997677802912163e-86,5.105405545885279e-46,5.3215193290726514e-58,1.1585341982886266e-47,1.422952237547118e-17,1.216346937741453e-82,1.7832657064734456e-56,1.5930695309101364e-13,7.095167944252029e-13,1.2851869210956444e-24,1.4229519807144194e-17,4.418689448516515e-33,7.532844459833075e-36,1.0730502350589837e-43,2.0467633769299815e-27,2.5331057000303236e-38,1.6205937504494915e-56,3.644764085391346e-83,2.721825051859043e-61,8.012937476921519e-67
8.893935032607622e-18,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385426229,0.20128658794537158,0.16769875764381528,7.187950350894669e-75,1.1809779236854236e-43,6.026291354980915e-35,5.700286526519073e-71,2.8270546120121716e-39,6.30926066009851e-43,5.6929253114496454e-36,6.179265124729798e-121,1.6971080685449992e-40,5.255933188324562e-77,1.3477457565598663e-46,1.2033969445938163e-78,1.6637202691765595e-84,4.0843368234305146e-45,1.6957897342648372e-56,9.268064599967462e-47,2.8459183012119937e-17,1.556943604661551e-80,5.7065115893635094e-55,3.1861444627424754e-13,1.419035994702643e-12,5.140773881504331e-24,2.845917273875937e-17,3.53498245715782e-32,6.026328110927978e-35,8.585192852778489e-43,8.187074905702806e-27,2.026490120401186e-37,5.185935412183133e-55,1.166401501651692e-81,8.709931430521471e-60,5.128342335718278e-65
1.77878851442051e-17,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385252458,0.20128658794505294,0.16769875764310577,9.200715330009634e-73,1.8895669582367514e-42,4.821063209472316e-34,3.648225677658616e-69,2.2616733443280605e-38,1.0094889855921092e-41,2.2771574313514714e-35,7.909462414401128e-119,4.06540685869224e-40,8.409601534584503e-76,2.156409098084302e-45,4.101093975004951e-77,2.1295862036992564e-82,3.267474735837508e-44,5.4209000598742495e-55,7.414394618490653e-46,5.69187743188085e-17,1.9929181720618148e-78,1.8261097627010148e-53,6.372294323577512e-13,2.838074395211693e-12,2.0563226661390187e-23,5.691873322510375e-17,2.8280228174782674e-31,4.82112510240473e-34,6.869379097969252e-42,3.274834588329182e-26,1.621193777909366e-36,1.659510313580264e-53,3.732951484472558e-80,2.7872163254750526e-58,3.282185110007985e-63
3.557578536740006e-17,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900384904917,0.20128658794441565,0.16769875764168674,1.1777213178139777e-70,3.0233071992245914e-41,3.85689018600578e-33,2.3349191762631964e-67,1.8093807551299404e-37,1.6152001716440582e-40,9.108674188584792e-35,1.0124320636793288e-116,1.0815613345115843e-39,1.3455666671328893e-74,3.450293646425138e-44,1.4724912537921054e-75,2.7259192811002772e-80,2.6139824157056733e-43,1.7342659282432076e-53,5.931535323589303e-45,1.1383903706630157e-16,2.5510004184051673e-76,5.8436968751756235e-52,1.2744594033929025e-12,5.676151196046471e-12,8.22537988447454e-23,1.1383887268968885e-16,2.262472182923842e-30,3.85699168318102e-33,5.497446710783095e-41,1.3099350379006486e-25,1.29695482703932e-35,5.3104845961564435e-52,1.1948389825280898e-78,8.919304931560935e-57,2.1006465567501648e-61
7.115158581378996e-17,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900384209833,0.20128658794314108,0.16769875763884867,1.507555752747106e-68,4.83728594785854e-40,3.085572105295159e-32,1.4944185368808738e-65,1.44756978520601e-36,2.5843728166260623e-39,3.6435344477687194e-34,1.2959793414308585e-114,3.237076760741318e-39,2.1530005960392146e-73,5.520585523239108e-43,5.7368951419976345e-74,3.489293543683955e-78,2.091187810459166e-42,5.5494866367021225e-52,4.745304035853958e-44,2.2768388310216807e-16,3.2654393081962366e-74,1.8700728312206252e-50,2.5489193409357803e-12,1.135230479698274e-11,3.2902201919891837e-22,2.2768322558204474e-16,1.810062020341718e-29,3.0857364811419755e-32,4.401060425684545e-40,5.239744778844715e-25,1.0375623954209434e-34,1.699385099564524e-50,3.825363005879453e-77,2.854308548352893e-55,1.3444718890078867e-59
1.423031867065698e-16,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900382819664,0.20128658794059193,0.16769875763317252,1.9298545151063376e-66,7.739635080472296e-39,2.4685522412687846e-31,9.565178695285058e-64,1.1581592619059012e-35,4.135161119904649e-38,1.45747143724814e-33,1.6590315234720468e-112,1.0770248661431564e-38,3.4450987962277345e-72,8.833299544603579e-42,2.491789560180798e-72,4.466589521180957e-76,1.672952326577001e-41,1.775932500393023e-50,3.796382220027283e-43,4.553908573724657e-16,4.1801636585652355e-72,5.984802617197038e-49,5.097839197911841e-12,2.2704611995922138e-11,1.3161420397189296e-21,4.553882271841278e-16,1.448183653729673e-28,2.468816844764591e-31,3.525810895734638e-39,2.0959006198340315e-24,8.30047110764903e-34,5.438219716563615e-49,1.2253172997158313e-75,9.134617377997202e-54,8.605352671106598e-58
2.846063884921294e-16,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900380039327,0.20128658793549364,0.1676987576218202,2.4706811971978834e-64,1.2383343252877384e-37,1.9749925344436434e-30,6.122866809780868e-62,9.266925733240073e-35,6.61678173514844e-37,5.830358693206583e-33,3.060541968019563e-110,3.87271129232899e-38,5.5131090581510645e-71,1.4134789682584467e-40,1.2172443732616312e-70,5.718352004118801e-74,1.338364827742487e-40,6.585022168175956e-49,3.0373352607580646e-42,9.108739349904154e-16,5.351633792596543e-70,1.915500544227094e-47,1.0195678839425177e-11,4.540922638206835e-11,5.264998605539756e-21,9.108634133736224e-16,1.1587610752694345e-27,1.9754172388600003e-30,2.8285886394810085e-38,8.383622241337375e-24,6.640330218100457e-33,1.7403494760997704e-47,3.930971190323402e-74,2.923607524340154e-52,7.278560117695415e-56
5.692127920632487e-16,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900374478654,0.20128658792529705,0.1676987575991156,3.1636679130666385e-62,1.981311006496205e-36,1.58023499232874e-29,3.92011039731417e-60,7.416182165799345e-34,1.0588525129728629e-35,2.3325241661491586e-32,3.92884331249832e-108,1.4621857355669804e-37,8.824016280421535e-70,2.2619959543779553e-39,6.582907065606423e-69,7.321880901639824e-72,1.0706965032526738e-39,2.1168975610811473e-47,2.430238221432987e-41,1.8221166087901555e-15,6.852712176615389e-68,6.131928788589069e-46,2.0391357832696713e-11,9.081845510743045e-11,2.1063435458753927e-20,1.8220745154263068e-15,9.273514215311665e-27,1.580915773238241e-29,2.2755771614357305e-37,3.3534644575585506e-23,5.312188985168414e-32,5.569879738667196e-46,1.263623516126094e-72,9.358934818405632e-51,4.677706387096827e-54
1.1384255992054871e-15,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900363357309,0.20128658790490386,0.16769875755370636,4.052557873345588e-60,3.170021308458694e-35,1.2645734438589341e-28,2.5107606358210895e-58,5.9371728177372956e-33,1.6946996254811988e-34,9.333146805321117e-32,5.034105697652947e-106,5.676376274420642e-37,1.4128160954012789e-68,3.620563164930384e-38,3.8273735542065495e-67,9.378121936102147e-70,8.565647083178857e-39,6.7793299948549125e-46,1.944783725566939e-40,3.645708048691898e-15,8.778183907782259e-66,1.9637072060821786e-44,4.078271466021933e-11,1.8163691237043333e-10,8.428126468263632e-20,3.645539620079668e-15,7.424293327043807e-26,1.2656642814808535e-28,1.840800499882967e-36,1.3413983939082515e-22,4.2496312887262955e-31,1.7828485903087024e-44,4.079997757681713e-71,2.997030217634326e-49,2.9961251060669134e-52
1.7076384063477256e-15,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900352235963,0.20128658788451068,0.16769875750829713,2.682696190264613e-59,1.1670814522553339e-34,3.6165228778077674e-28,1.4076645424955266e-57,1.7633115364067484e-32,6.46196963315637e-34,1.9837418118129516e-31,2.8071449852254945e-105,1.195618020281024e-36,5.346742409080218e-68,1.3805087997486318e-37,2.1153418232956147e-66,6.221003880100316e-69,2.449253727176765e-38,2.9975548116927615e-45,5.5618405915433785e-40,5.470405599992278e-15,5.810962508744589e-65,9.189344306068696e-44,6.117407032872154e-11,2.72455369445715e-10,1.7913810972385499e-19,5.4700476071318535e-15,2.123869536276204e-25,3.620539957950058e-28,5.49412707427503e-36,2.8504931129353115e-22,1.2151100927742052e-30,8.368435227741539e-44,1.9136775863698704e-70,1.4024678305874703e-48,1.4870682704464745e-51
2.276851213489964e-15,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900341114618,0.2012865878641175,0.1676987574628879,1.2115941728729586e-58,2.961357789499651e-34,7.629505605406483e-28,5.140023160642238e-57,3.8438127921099813e-32,1.738908931606818e-33,3.384734069776377e-31,1.453270788084979e-104,2.030284960329521e-36,1.3922241540580365e-67,3.7152394107686044e-37,7.456035963800099e-66,2.7648134448778268e-68,5.166214161184112e-38,1.0246990492263231e-44,1.1733397560534916e-39,7.296209279687417e-15,2.6244273229957766e-64,2.9654392441311355e-43,8.156542483820342e-11,3.6327382633327536e-10,3.0565203042836435e-19,7.295598458438985e-15,4.481995578159085e-25,7.639698454828246e-28,1.2026291745202861e-35,4.862642326220395e-22,2.56298397900018e-30,2.6089910472831365e-43,6.196180078918326e-70,4.525782437419862e-48,6.292916305235442e-51
3.4152768277744415e-15,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900318871924,0.20128658782333114,0.16769875737206943,1.401718390150533e-57,1.0369379045322853e-33,2.0844056889161136e-27,3.3496927212479984e-56,1.116731525138383e-31,7.035674326966567e-33,7.010094673779274e-31,1.935072720569732e-103,4.185087921317485e-36,5.1128506000346546e-67,1.5035613285781626e-36,4.364925064375841e-65,2.8673750879209135e-67,1.411067838523884e-37,6.3058546547216e-44,3.20560318038053e-39,1.0950412709128738e-14,3.036260977753487e-63,1.633382441099226e-42,1.2234813113701762e-10,5.449107396678256e-10,6.3303311105903585e-19,1.0949147643324222e-14,1.2253646406929747e-24,2.087973179416693e-27,3.5147667294533614e-35,1.0067626683813404e-21,7.000151736975923e-30,1.2858116394029641e-42,3.438290618004598e-69,2.492811634414126e-47,5.67276552371985e-50
4.5537024420589185e-15,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900296629232,0.2012865877825448,0.16769875728125097,6.308790298498116e-57,2.5930938430079095e-33,4.362296676374968e-27,1.2319618915267352e-55,2.4439985076147588e-31,1.90621611922961e-32,1.1926271802600857e-30,8.882559937034548e-103,7.100991178548141e-36,1.326565723920651e-66,4.074383957055968e-36,1.5410861070956224e-64,1.2481520908539757e-66,2.952454816208169e-37,2.11786447313059e-43,6.708768757133876e-39,1.4608683917049957e-14,1.3665510771302478e-62,5.244052652777157e-42,1.6313083317370123e-10,7.265476523120577e-10,1.07697856917948e-18,1.4606531661279425e-14,2.566123543826795e-24,4.37121715649718e-27,7.730309377859301e-35,1.712264403981207e-21,1.464638577957887e-29,4.035270001188364e-42,1.110332050344921e-68,8.003206144737356e-47,2.2384516621946156e-49
5.6921280563433954e-15,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900274386539,0.20128658774175845,0.1676987571904325,2.247932695803676e-56,5.5048543800678724e-33,7.943288028325181e-27,3.629493259352953e-55,4.588798111337227e-31,4.2833020669321104e-32,1.822680512365667e-30,3.295996980939183e-102,1.0833195996531041e-35,2.902199745311686e-66,9.156877074980517e-36,4.429125577207889e-64,4.401231330511846e-66,5.374886946076869e-37,5.726435988648626e-43,1.2215972819152425e-38,1.827131357968386e-14,4.869274897667766e-62,1.3708512229237254e-41,2.0391353064381678e-10,9.081845642166632e-10,1.6459351385662484e-18,1.8268024307666128e-14,4.6757328712286945e-24,7.962227366514421e-27,1.4589306076135832e-34,2.6159929474815734e-21,2.666269106214549e-29,1.037541363502731e-41,2.9196721544861813e-68,2.0920990434221902e-46,7.060887199366764e-49
