Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33)
0.0,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667952,0.2012865879456902,0.1676987576445248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2163156939477259e-23,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667952,0.2012865879456902,0.1676987576445248,-3.5685392143696223e-99,5.241367593202111e-63,3.1799783536949996e-35,4.422928659180212e-67,2.1882264021905765e-48,1.3036929430668575e-49,1.8208500956770836e-19,-9.703131366245545e-99,1.8208500956761726e-19,6.09357159187615e-66,1.696157944186141e-64,1.5045394235525074e-69,3.764920642952592e-91,5.560617699882609e-49,7.271985982228744e-69,1.547305882331295e-35,1.8602407207995017e-18,-6.294487344534102e-101,8.595730875814463e-71,7.955311576015009e-19,1.0629342392702828e-18,2.2097216829543877e-29,1.8602407207552165e-18,1.4125362675275635e-39,4.906764969937006e-41,7.611840745838911e-48,3.178819076869644e-36,4.195887363203938e-52,1.0455692048140509e-66
3.4056839430536323e-23,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667952,0.2012865879456902,0.1676987576445248,3.6114547505238156e-97,1.3193797902100722e-61,1.9207097872615616e-34,9.89391480030453e-66,3.306847295159699e-47,1.5477443122594155e-48,5.098380267898855e-19,1.873204208590116e-97,5.098380267893349e-19,1.7184844635854133e-64,5.332992028106149e-63,3.3655946132975765e-68,1.5536053589540612e-89,6.601565334650107e-48,2.8946941478290507e-65,9.345727529267186e-35,5.208674018318298e-18,6.370185349510097e-99,5.22920229659086e-69,2.2274872412760997e-18,2.976215869956792e-18,1.3346718964055695e-28,5.208674018050814e-18,1.6769630566331893e-38,5.825311378091787e-40,1.1502897642993668e-46,1.9200067229899146e-35,4.981357478895613e-51,2.3388965609260705e-65
7.784420441265445e-23,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667952,0.2012865879456902,0.1676987576445248,7.562941454912698e-95,2.7367625180277886e-60,9.247419976990516e-34,1.954870963681234e-64,3.557355389209299e-46,1.5195846446240896e-47,1.1653440612354477e-18,1.9779057834601585e-95,1.1653440612327969e-18,3.7380790243588526e-63,1.189761185843525e-61,6.649848232838223e-67,6.145910824408181e-88,6.481455995089274e-47,2.7548476200851475e-64,4.4995655057986505e-34,1.1905540613674653e-17,1.3340147442882742e-96,2.3607118615056783e-67,5.091399408592886e-18,6.80277913132981e-18,6.4258706525481465e-28,1.1905540612386833e-17,1.6464522728859692e-37,5.719325266884551e-39,1.2374253440373281e-45,9.244005883786401e-35,4.890726314503462e-50,4.6212657640790916e-64
1.6541893437689072e-22,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795199999,0.20128658794569018,0.1676987576445248,1.2154072581507897e-92,4.976062432830709e-59,4.038616864452355e-33,3.4785888776457315e-63,3.269822478160708e-45,1.344055587447408e-46,2.4763561301314025e-18,1.5633696768465864e-93,2.476356130119827e-18,6.92976851385927e-62,2.2282910301967403e-60,1.1833051147929142e-65,2.193433715684993e-86,5.732774432416527e-46,2.809645516678039e-63,1.965078470539297e-33,2.5299273805662418e-17,2.1438367761460162e-94,8.91359881708398e-66,1.0819223743096814e-17,1.4455905654075844e-17,2.8063465358194174e-27,2.529927380003815e-17,1.4562683892274817e-36,5.058678451050805e-38,1.137405778022333e-44,4.037100236074111e-34,4.3257920441933054e-49,8.223296568275751e-63
3.4056839430536324e-22,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951999987,0.20128658794569015,0.1676987576445248,1.737684157736056e-90,8.479239115007461e-58,1.6860644428625482e-32,5.867150086811456e-62,2.7974019708911416e-44,1.1297600057865024e-45,5.098380267942637e-18,1.1080610608068012e-91,5.098380267894313e-18,1.1910501507821658e-60,3.848818626439259e-59,1.995817543036362e-64,7.411128924590622e-85,4.818742344270713e-45,4.238743408549521e-62,8.203815787927495e-33,5.208674019473815e-17,3.065072367881611e-92,3.092541529514432e-64,2.2274872411586103e-17,2.976215869956791e-17,1.1715944349230264e-26,5.208674017125795e-17,1.2240813267858565e-35,4.252124083005854e-37,9.73074267683951e-44,1.6854098821289284e-33,3.63608886960863e-48,1.3869795157866401e-61
6.908673141623083e-22,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795199997,0.20128658794569007,0.16769875764452477,2.348909617248774e-88,1.3997035485794765e-56,6.888298300312694e-32,9.63681657328017e-61,2.3129460450826178e-43,9.262460003697994e-45,1.0342428543642408e-17,7.456742967026455e-90,1.0342428543444983e-17,1.9740782766734088e-59,6.394869740401635e-58,3.2781379871976057e-63,2.4366250267262225e-83,3.9506961235108866e-44,9.980627907287816e-61,3.3515264332014444e-32,1.0566167299329034e-16,4.143202854458921e-90,1.0299454648575065e-62,4.518616974649037e-17,6.037466479055201e-17,4.7863455424676835e-26,1.0566167289736611e-16,1.003575825753021e-34,3.4861482858762426e-36,8.045567802440459e-43,6.885449337245271e-33,2.9810853515581063e-47,2.2781191864994572e-60
1.3914651538761984e-21,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951999937,0.2012865879456899,0.16769875764452474,3.089131780711957e-86,2.274602305532062e-55,2.7845017092462255e-31,1.5621710951798679e-59,1.8808493099961662e-42,7.500988199071211e-44,2.083052509535115e-17,4.892641801253255e-88,2.0830525094553126e-17,3.2142747247923506e-58,1.042525175195401e-56,5.314008387280632e-62,7.903186647371018e-82,3.1993761714421393e-43,2.943455020419999e-59,1.354740570528963e-31,2.1281153867199777e-16,5.448868495261562e-88,3.3619136508673376e-61,9.100876440800172e-17,1.2159967697252007e-16,1.934717390460557e-25,2.1281153828425674e-16,8.127217201996333e-34,2.8231733637629614e-35,6.542527326134056e-42,2.783208737692019e-32,2.4141602286294903e-46,3.6929331554224686e-59
2.7926608333039786e-21,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795199987,0.20128658794568957,0.1676987576445247,4.007799376787805e-84,3.667689202547396e-54,1.1197496057598955e-30,2.5158335457333994e-58,1.5169731046554373e-41,6.0374606595233644e-43,4.180671820000542e-17,3.1703590697687914e-86,4.1806718196796586e-17,5.187852357147844e-57,1.6836809728065114e-55,8.558064225335652e-61,2.5461502162861552e-80,2.5751363174808487e-42,9.277051377488608e-58,5.447352249892176e-31,4.2711127035582525e-16,7.069291085558262e-86,1.0865124724242938e-59,1.8265395369783563e-16,2.440497013364557e-16,7.779413495786532e-25,4.2711126879673554e-16,6.541491408505877e-33,2.272335690420524e-34,5.276794734364214e-41,1.1191160139123106e-31,1.943126213128555e-45,5.947367185632456e-58
5.595052192159539e-21,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795199974,0.2012865879456889,0.16769875764452458,5.164647110179161e-82,5.891069291539171e-53,4.491608838607403e-30,4.0384865670198597e-57,1.2185152904977457e-40,4.844702472661147e-42,8.375910441426114e-17,2.0416224857155993e-84,8.375910440139231e-17,8.336739441710473e-56,2.706468086891786e-54,1.3737644716004569e-59,8.175368612601968e-79,2.0663847749581513e-41,2.966621846519804e-56,2.1846318905498976e-30,8.5571073502913e-16,9.10983568376258e-84,3.4940617557873466e-58,3.6594433214474837e-16,4.889497500643252e-16,3.1198927230663157e-24,8.557107287764827e-16,5.249134810230639e-32,1.8234065363953475e-33,4.238624045124072e-40,4.488155924972404e-31,1.5592364666813582e-44,9.546880597200801e-57
