Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),C2H4(52),C2H3X(241),CHOX(231)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951999987,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2945158199565952e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951999987,0.11866996602996532,0.022821567693054285,-3.312538225172396e-99,3.1397220236371134e-63,3.933390727231643e-35,4.4939737852939614e-67,5.105970846942681e-48,7.02184387579292e-50,2.0250927515428998e-19,-8.961037646783305e-98,2.0250927515409883e-19,2.6822715361036915e-65,1.0160447824292668e-64,1.5287067120914332e-69,4.2544868971647684e-91,2.9950141723235605e-49,6.038675080086514e-68,4.4178124775377614e-36,2.0689017776928155e-18,-5.842931430505876e-101,1.647586012103387e-70,8.847649703316463e-19,2.728768994553367e-19,4.6361027111597685e-29,2.068901777599904e-18,5.5906180851339966e-39,1.942027942307275e-40,1.7761345228230373e-47,9.076050666148448e-37,1.3323724624246113e-52,1.0623640938356074e-66,3.2586102896452773e-69,7.135930049025683e-71,2.267632210824072e-86
6.424644295878467e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951999987,0.11866996602996532,0.022821567693054285,3.3523753430053726e-97,7.903444366738633e-62,2.3757793251652403e-34,1.0052840186934089e-65,7.716144109473156e-47,8.336333559917485e-49,5.670259704326455e-19,1.7299419454449158e-96,5.670259704314907e-19,7.564435808281128e-64,3.194607500280357e-63,3.4196559667648588e-68,1.755626599753169e-89,3.555680826753682e-48,1.160776440479625e-64,2.6683587364253546e-35,5.792924977707084e-18,5.9131994642807345e-99,1.002307042647333e-68,2.4773419169116103e-18,7.6405531847494285e-19,2.800206037149144e-28,5.792924977145889e-18,6.637181789360427e-38,2.3055755774246356e-39,2.684067730612831e-46,5.481934605373388e-36,1.581792588169172e-51,2.3764661223592044e-65,1.9823719206542968e-67,4.3411350315949794e-69,1.7498067014599628e-84
1.468490124772221e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951999987,0.11866996602996531,0.022821567693054285,7.020389367145623e-95,1.6393953025206772e-60,1.1438470123546534e-33,1.9862720573440683e-64,8.300675791223203e-46,8.184662747601985e-48,1.2960593609918905e-18,1.8266360077550324e-94,1.2960593609863303e-18,1.6454300357029322e-62,7.126993615037924e-62,6.756664749688612e-67,6.945089620083261e-88,3.4909885234324036e-47,1.1689422942757509e-63,1.2846998684568012e-34,1.3240971378404398e-17,1.238314878179213e-96,4.5248930893819705e-67,5.662495810003538e-18,1.746412156514155e-18,1.3481786678182258e-27,1.3240971375702481e-17,6.516424435969147e-37,2.2636277829374172e-38,2.887388664196426e-45,2.639315538159232e-35,1.5530133445700513e-50,4.695497159162781e-64,8.949374452373099e-66,1.959795875622336e-67,1.9070249485518669e-82
3.1205415151409695e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795199998,0.11866996602996528,0.022821567693054285,1.128216088285838e-92,2.9807969568382005e-59,4.995581775298193e-33,3.534465855054094e-63,7.629751136882108e-45,7.23924332075314e-47,2.754126142120517e-18,1.4438035303126318e-92,2.7541261420962344e-18,3.0503499811514673e-61,1.3348070310290455e-60,1.2023126823758328e-65,2.4786569852778037e-86,3.087739819781523e-46,1.4257404740103192e-62,5.610621846357436e-34,2.8137064182474143e-17,1.9900417125916368e-94,1.708513542028935e-65,1.2032803595915399e-17,3.711125832592579e-18,5.887850437106874e-27,2.813706417067416e-17,5.7637036125173496e-36,2.002153155507627e-37,2.654004869834587e-44,1.1526584391519414e-34,1.3736227187880224e-49,8.355388336260669e-63,3.379113507174309e-64,7.399816389564225e-66,1.5600648296546128e-80
6.424644295878467e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951999975,0.11866996602996524,0.02282156769305428,1.613025777692229e-90,5.0792952342958056e-58,2.0856417601200562e-32,5.961396154624011e-62,6.527412729648982e-44,6.085023247397056e-46,5.670259704418314e-18,1.0233168107009008e-90,5.6702597043169384e-18,5.242772248729121e-60,2.305547212779402e-59,2.0278770528194165e-64,8.374847628400872e-85,2.5954313771924293e-45,2.792653925211672e-61,2.342324175486551e-33,5.792924980131408e-17,2.845189511496863e-92,5.927627247523046e-64,2.4773419166651127e-17,7.640553184749425e-18,2.4580616519974774e-26,5.79292497520515e-17,4.844740167207545e-35,1.68293039334966e-36,2.2705567580168755e-43,4.812122103979055e-34,1.154612666875665e-48,1.4092590488882617e-61,1.172371449167897e-62,2.567340102595761e-64,1.122790008649051e-78
1.303284985735346e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795199996,0.11866996602996514,0.022821567693054278,2.1804030392611407e-88,8.384605618041379e-57,8.521219354861651e-32,9.791620549343778e-61,5.396991068847312e-43,4.988874682623082e-45,1.1502526829176087e-17,6.886453011486787e-89,1.1502526828761936e-17,8.68951050965145e-59,3.830701208751562e-58,3.330797368144826e-63,2.7534836855203564e-83,2.1278914661266595e-44,7.705883420452707e-60,9.569158537965615e-33,1.1751362108179577e-16,3.8459768863808727e-90,1.9741474235440855e-62,5.0254650303770605e-17,1.5499407889063106e-17,1.0041983870257315e-25,1.1751362088054212e-16,3.972010682324018e-34,1.3797680597208806e-35,1.8773413767287833e-42,1.9659089129521793e-33,9.466212308610244e-48,2.3147144563494234e-60,3.904486397287697e-61,8.550314722260556e-63,7.61063655542664e-77
2.624926098030345e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795199993,0.11866996602996496,0.02282156769305427,2.8675230734809133e-86,1.3625487654881468e-55,3.4449727538998417e-31,1.5872669543211853e-59,4.388743499950944e-42,4.0401281334638465e-44,2.3167061079340348e-17,4.518453699434824e-87,2.3167061077666283e-17,1.414861523674297e-57,6.245009894776801e-57,5.399376505181318e-62,8.930968713837236e-82,1.7232217008421713e-43,2.3976336062608106e-58,3.868006878359133e-32,2.3668236381396646e-16,5.057976559006083e-88,6.443946401010876e-61,1.012171125606017e-16,3.1217117297690446e-17,4.059130418528203e-25,2.3668236300046707e-16,3.216637209809335e-33,1.1173720203582822e-34,1.5266252991866895e-41,7.946518291830707e-33,7.665984281919158e-47,3.752259133172426e-59,1.274489382016887e-59,2.790965311783496e-61,5.011185219842001e-75
5.268208322620343e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795199987,0.1186699660299646,0.022821567693054254,3.720287346324996e-84,2.1970458143686458e-54,1.3856584609666366e-30,2.556254379995773e-58,3.5396806157307267e-41,3.2518595960766013e-43,4.649612958226373e-17,2.927890745128283e-85,4.649612957553239e-17,2.2835921971542486e-56,1.0085708001923736e-55,8.695563026670357e-61,2.8773016585111394e-80,1.386998777572004e-42,7.666219873594609e-57,1.5553085533797542e-31,4.750198499631377e-16,6.562153366607919e-86,2.082572393069842e-59,2.0314203700463232e-16,6.2652536114945e-17,1.6321584730343314e-24,4.7501984669209215e-16,2.589029432042755e-32,8.99358328174092e-34,1.2312828333065921e-40,3.195260170798464e-32,6.170251278924487e-46,6.042921015032057e-58,4.1189293989944126e-58,9.019918767436351e-60,3.252803626213899e-73
1.0554772771800338e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795199975,0.11866996602996388,0.022821567693054223,4.794145561358584e-82,3.5289112099363438e-53,5.5607201364786524e-30,4.103386132984844e-57,2.8432639503672977e-40,2.609433379872657e-42,9.315426659848993e-17,1.8854796678279653e-83,9.315426657149428e-17,3.669671335735983e-55,1.6212482143649244e-54,1.3958412364792265e-59,9.238868919929706e-79,1.1129792263791552e-41,2.4604376715869188e-55,6.237482925429731e-31,9.51694825000799e-16,8.456314124907795e-84,6.697242426339856e-58,4.0699188561416755e-16,1.255233737494536e-16,6.545685352847879e-24,9.516948118824424e-16,2.077533010823554e-31,7.216786065547221e-33,9.89040211991834e-40,1.2814423328042122e-31,4.9512383887159755e-45,9.700301519624471e-57,1.3245859313684876e-56,2.9006714401433748e-58,2.0965180029779403e-71
2.112790167016033e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951999504,0.11866996602996242,0.02282156769305416,6.157188570876166e-80,5.657194276354148e-52,2.230080243793418e-29,6.576218886486987e-56,2.279227955604843e-39,2.0907555162824014e-41,1.8647054067246012e-16,1.2104419114822016e-81,1.864705405643367e-16,5.884242290144126e-54,2.6000411890631474e-53,2.237020159645228e-58,2.9617092605742516e-77,8.917378507695386e-41,7.89158870885912e-54,2.4982466220874765e-30,1.9050447860333934e-15,1.086056316294953e-81,2.148415705771783e-56,8.146915817191338e-16,2.512650490184687e-16,2.62168825256893e-23,1.905044733491543e-15,1.6645544543230772e-30,5.782213924034734e-32,7.928492169743982e-39,5.132454042382725e-31,3.9670163649940703e-44,1.5546015834294047e-55,4.249151261431199e-55,9.305095555055633e-57,1.3465024564843136e-69
4.2274159466880314e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951999015,0.11866996602995951,0.022821567693054035,7.894471684950624e-78,9.060271942497256e-51,8.949281668630147e-29,1.0530844101910484e-54,1.825230857897222e-38,1.6739291770711531e-40,3.731030889864716e-16,7.758801443555764e-80,3.731030885536961e-16,9.425013690524337e-53,4.164908326928479e-52,3.5822576697281666e-57,9.487319966546631e-76,7.1393264296587565e-40,2.528745682950487e-52,9.999497091711238e-30,3.811744751927679e-15,1.3924928136471478e-79,6.883425036295846e-55,1.6300909694726487e-15,5.027483995564908e-16,1.0493584527154347e-22,3.811744541623347e-15,1.33265553754315e-29,4.629291791594984e-31,6.34940145083996e-38,2.0543197682271065e-30,3.1760260448379083e-43,2.4894650035341553e-54,1.361406967820891e-53,2.9813097813593108e-55,8.632792358097444e-68
