Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),C2H4(52)
6.062645419931294e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128598614745026,0.1186616272718814,0.022821207222260453,5.3174988936465e-17,9.251320425734812e-12,2.595217842308747e-07,8.760704235292259e-12,4.807543623083807e-14,4.4726099840035324e-12,5.650687089027906e-07,2.39845725453348e-28,6.205787019274913e-07,2.7493932971585753e-19,5.491763170522616e-15,1.2444828935869974e-19,4.914638549736745e-24,2.0338754066195657e-10,1.9265117833945822e-14,2.8812072382214792e-12,2.8316120869421227e-05,9.34054080925446e-19,5.0555988305208834e-12,4.3112870337248923e-07,7.199745515413452e-07,2.2570386287393965e-08,1.2616430456865404e-07,3.9870899242995843e-08,7.1539337314365835e-06,7.546655509465086e-09,7.302679845849859e-10,7.237727661262524e-14,3.3995058718204105e-17,1.9764516221086937e-14
6.133578518214416e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128594220950027,0.11866152971485024,0.022821203005161113,5.599366593677277e-17,9.622934463311563e-12,2.6311602061000693e-07,9.120947356281885e-12,4.8683223809707774e-14,4.5782435581739025e-12,5.716868795493914e-07,2.513615966017424e-28,6.289068351211093e-07,2.8133638760185984e-19,5.647062620548975e-15,1.2937608814375754e-19,5.1810565031351765e-24,2.0912920810193345e-10,1.9454424825994027e-14,2.9186309177988097e-12,2.8655949976116484e-05,9.835124460254351e-19,5.196334209598962e-12,4.347560381477331e-07,7.283909693426718e-07,2.256984737285014e-08,1.2616653228818553e-07,3.9996783313956664e-08,7.241117037921223e-06,7.731290041423532e-09,7.412520784325876e-10,7.426172783160168e-14,3.521697607939331e-17,2.0061525714591622e-14
6.204511616497538e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128589827744375,0.11866143215796757,0.02282119878807151,5.892394934597317e-17,1.0004555283277425e-11,2.6672627474996243e-07,9.491149590115609e-12,4.929152241368865e-14,4.6851040665791316e-12,5.783049342538328e-07,2.632808383938077e-28,6.372595414607297e-07,2.877984581994868e-19,5.804685671904837e-15,1.3444202042239792e-19,5.458332773438152e-24,2.1495657725113047e-10,1.9643653751745215e-14,2.9560540754533108e-12,2.89957180568366e-05,1.0349255993436977e-18,5.339071405318549e-12,4.383828732463167e-07,7.368072425003151e-07,2.2569309269219997e-08,1.2616876345908104e-07,4.012417421812442e-08,7.32829928725476e-06,7.918187883610426e-09,7.522524192684342e-10,7.617124397400896e-14,3.646760365425684e-17,2.0358732051647145e-14
6.27544471478066e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41285854351316587,0.1186613346012332,0.02282119457099164,6.196877686543471e-17,1.0396321513139798e-11,2.7035273427991024e-07,9.871451515693314e-12,4.990033778149284e-14,4.79319143339618e-12,5.849228731774259e-07,2.7561239500832387e-28,6.456368138174792e-07,2.9432528535106586e-19,5.964635847905577e-15,1.396484377928172e-19,5.74676481584756e-24,2.2086977180716218e-10,1.9832811999267925e-14,2.9934766946579274e-12,2.933542475228445e-05,1.0883448090245412e-18,5.48381070679293e-12,4.4200920584828423e-07,7.45223370811125e-07,2.2568772003990374e-08,1.26170998224953e-07,4.025307150218288e-08,7.415480482397364e-06,8.107350220101273e-09,7.632688095261318e-10,7.810585430041014e-14,3.774726202033222e-17,2.0656129539043635e-14
6.346377813063781e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128581043115456,0.11866123704464701,0.022821190353921505,6.513112469796413e-17,1.0798371927892483e-11,2.739955867118668e-07,1.0261993728847094e-11,5.050967565276192e-14,4.902505583021957e-12,5.915406964818257e-07,2.8836529331969693e-28,6.540386450363529e-07,3.009166151928739e-19,6.126916632175734e-15,1.4499770765429615e-19,6.046654242283203e-24,2.2686891395855109e-10,2.002190655952748e-14,3.030898760846492e-12,2.967506970378525e-05,1.1438220078050384e-18,5.630552380032414e-12,4.4563503305769474e-07,7.536393540638837e-07,2.2568235601263247e-08,1.2617323671117665e-07,4.038347470440654e-08,7.502660626414912e-06,8.298778236383803e-09,7.743010610882417e-10,8.006558822988921e-14,3.9056271382766825e-17,2.0953712881325695e-14
6.417310911346903e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41285766516993433,0.1186611394882088,0.022821186136861106,6.841400754080137e-17,1.1210845449922337e-11,2.7765501943953037e-07,1.0662916840772718e-11,5.1119541767908994e-14,5.013046440063349e-12,5.981584043289804e-07,3.0154864250169957e-28,6.624650279362617e-07,3.075721961432108e-19,6.2915314705674486e-15,1.5049221316466489e-19,6.358306821771879e-24,2.3295412445627353e-10,2.0210944049759567e-14,3.068320261193566e-12,3.001465255324282e-05,1.2014097927010965e-18,5.7792966695173156e-12,4.492603519121735e-07,7.620551920398137e-07,2.256770008218279e-08,1.2617547902718975e-07,4.051538335535224e-08,7.58983972246607e-06,8.4924731193416e-09,7.853489947079899e-10,8.205047532651683e-14,4.03949515779915e-17,2.125147715728054e-14
6.488244009630025e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41285722608868874,0.11866104193191847,0.022821181919810432,7.182047857877932e-17,1.1633881148888895e-11,2.813312197371669e-07,1.1074361476567713e-11,5.172994186798048e-14,5.124813929328283e-12,6.047759968810886e-07,3.1517163363623395e-28,6.709159553100768e-07,3.1429177889051415e-19,6.45848377296227e-15,1.561343531980409e-19,6.682032480792765e-24,2.391255226809346e-10,2.039993073547594e-14,3.105741184418889e-12,3.0354172943101623e-05,1.2611614246965186e-18,5.9300437996638975e-12,4.528851593912797e-07,7.704708845130523e-07,2.2567165465307298e-08,1.261777252684955e-07,4.06487969784584e-08,7.677017773791005e-06,8.688436057239034e-09,7.964124394665748e-10,8.406054528600875e-14,4.1763622077178685e-17,2.154941779781116e-14
6.559177107913147e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128567870681654,0.11866094437577579,0.022821177702769493,7.53536294776462e-17,1.2067618241575345e-11,2.850243747585408e-07,1.1496468273868852e-11,5.2340881694535393e-14,5.237807975817764e-12,6.113934743005602e-07,3.2924353932708732e-28,6.793914199246726e-07,3.210751163815146e-19,6.627776914963403e-15,1.6192654230282818e-19,7.018145303582073e-24,2.453832267058399e-10,2.0588872551180432e-14,3.1431615206137247e-12,3.069363051631371e-05,1.3231308284350273e-18,6.08279397619044e-12,4.565094524238348e-07,7.788864312510996e-07,2.256663176693366e-08,1.2617997551840767e-07,4.0783715090567133e-08,7.764194783701493e-06,8.886668239707375e-09,8.074912322639253e-10,8.609582792259605e-14,4.316260198949576e-17,2.1847530565113692e-14
6.630110206196269e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41285634810872024,0.11866084681978066,0.022821173485738287,7.901659037754727e-17,1.2512196091709917e-11,2.8873467153588473e-07,1.1929377881582477e-11,5.2952366989539705e-14,5.352028504718746e-12,6.180108367499844e-07,3.4377371331864615e-28,6.878914145209646e-07,3.279219638094373e-19,6.7994142394849525e-15,1.6787121065996694e-19,7.366963532399672e-24,2.5172735335621017e-10,2.077777511986889e-14,3.180581261086747e-12,3.1033024916310076e-05,1.3873725919151841e-18,6.2375473873902e-12,4.6013322789434046e-07,7.873018320152358e-07,2.256609900137964e-08,1.2618222984957073e-07,4.092013720238136e-08,7.851370755572276e-06,9.087170857731797e-09,8.185852173409112e-10,8.815635315613595e-14,4.459221006516115e-17,2.21458115330841e-14
6.70104330447939e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128559092107087,0.11866074926393287,0.0228211692687168,8.281252988666302e-17,1.2967754209756764e-11,2.9246229697890505e-07,1.2373230958701324e-11,5.356440349527405e-14,5.4674754413977544e-12,6.246280843920989e-07,3.587715901195402e-28,6.964159318139488e-07,3.348320786022503e-19,6.973399058244444e-15,1.7397080404142137e-19,7.728809567760273e-24,2.581580182647772e-10,2.0966643771383092e-14,3.2180003982272716e-12,3.137235578697568e-05,1.4539419661881566e-18,6.3943042053175055e-12,4.6375648264859914e-07,7.957170865609142e-07,2.2565567181229746e-08,1.261844883252849e-07,4.105806281886342e-08,7.938545692833501e-06,9.289945103639245e-09,8.296942458310903e-10,9.024215099949399e-14,4.605276469830994e-17,2.2444257068881984e-14
6.771976402762512e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128554703744856,0.11866065170823228,0.022821165051705047,8.674465507499959e-17,1.3434432252675805e-11,2.9620743787381697e-07,1.2828168173201917e-11,5.4176996954252865e-14,5.58414871139518e-12,6.312452173897652e-07,3.7424668463118216e-28,7.049649644927356e-07,3.418052204109596e-19,7.149734653164609e-15,1.802277837688957e-19,8.104009968631608e-24,2.6467533592398593e-10,2.115548355968613e-14,3.2554189253838737e-12,3.171162277262794e-05,1.5228948650582572e-18,6.553064586893035e-12,4.6737921349864215e-07,8.041321946381303e-07,2.2565036317549822e-08,1.2618675100066216e-07,4.119749143958113e-08,8.025719598964111e-06,9.494992171086961e-09,8.408181753401726e-10,9.23532515462208e-14,4.7544583929676425e-17,2.2742863815582914e-14
6.842909501045634e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128550316004058,0.11866055415267873,0.022821160834703022,9.08162114683277e-17,1.3912370023651104e-11,2.999702808824057e-07,1.3294330201017024e-11,5.4790153109153645e-14,5.702048240420167e-12,6.37862235905946e-07,3.9020859178116947e-28,7.135385052205862e-07,3.4884115109795714e-19,7.32842427769002e-15,1.8664462667276747e-19,8.492895452601896e-24,2.712794197350128e-10,2.1344299279122357e-14,3.2928368367566055e-12,3.2050825517997974e-05,1.5942878647861826e-18,6.713828674933831e-12,4.71001417227054e-07,8.125471559917678e-07,2.2564506420074524e-08,1.2618901792363546e-07,4.1338422559010456e-08,8.112892477486031e-06,9.70231325505153e-09,8.519568695514913e-10,9.448968495853591e-14,4.906798544910242e-17,2.3041628675854642e-14
6.913842599328756e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128545928888235,0.11866045659727208,0.022821156617710715,9.503048304226586e-17,1.4401707471787664e-11,3.037510125411125e-07,1.3771857725077975e-11,5.5403877702754975e-14,5.821173954346019e-12,6.444791401036854e-07,4.066669861615181e-28,7.221365466349441e-07,3.5593963472541763e-19,7.50947115802386e-15,1.9322382505122718e-19,8.895800896018628e-24,2.7797038205380143e-10,2.1533095479721525e-14,3.330254127301319e-12,3.2389963668214364e-05,1.6681782037948893e-18,6.8765965991131926e-12,4.746230905907695e-07,8.209619703619218e-07,2.2563977497370936e-08,1.2619128913584064e-07,4.14808556668014e-08,8.200064331959083e-06,9.911909551818412e-09,8.631101978558854e-10,9.665148145562857e-14,5.062328659787905e-17,2.3340548796596694e-14
6.984775697611878e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41285415424009225,0.11866035904201215,0.022821152400728136,9.939079221650357e-17,1.4902584691776517e-11,3.075498192601385e-07,1.4260891434422213e-11,5.6018176477882096e-14,5.941525779206091e-12,6.510959301460914e-07,4.236316216716961e-28,7.307590813474675e-07,3.631004375437501e-19,7.692878494289673e-15,1.9996788662961656e-19,9.313065334100718e-24,2.847483342342953e-10,2.1721876481602433e-14,3.3676707926447108e-12,3.272903686878916e-05,1.7446237823780177e-18,7.041368476855208e-12,4.782442303244089e-07,8.293766374842041e-07,2.2563449556981373e-08,1.261935646733871e-07,4.162479024801029e-08,8.287235165976533e-06,1.0123782258971839e-08,8.742780350045088e-10,9.883867130228518e-14,5.221080437092967e-17,2.363962155448691e-14
7.055708795895e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41285371565456586,0.11866026148689876,0.02282114818375528,1.039004998491606e-16,1.5415141923528287e-11,3.1136688732256994e-07,1.4761572023361566e-11,5.663305517735935e-14,6.063103641190084e-12,6.577126061963208e-07,4.411123311664261e-28,7.394061019440605e-07,3.7032332798010056e-19,7.87864946162274e-15,2.0687933451995414e-19,9.74503196102575e-24,2.916133866690424e-10,2.191064638852881e-14,3.4050868290089455e-12,3.306804476560572e-05,1.8236831624107945e-18,7.208144414168406e-12,4.818648331432069e-07,8.377911570900288e-07,2.2562922605548572e-08,1.261958445675321e-07,4.177022578330241e-08,8.37440498316116e-06,1.0337932575384948e-08,8.854602607831628e-10,1.0105128479785284e-13,5.383085541884065e-17,2.3938844542381505e-14
7.126641894178122e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128532771325972,0.1186601639319318,0.02282114396679214,1.085630052312771e-16,1.5939519551775382e-11,3.1520240288351666e-07,1.527404019070717e-11,5.72485195439684e-14,6.185907466640737e-12,6.64329168417566e-07,4.5911902610822435e-28,7.480776009849028e-07,3.77608076626911e-19,8.066787211195415e-15,2.1396070718064087e-19,1.019204812999404e-23,2.9856564882733613e-10,2.209940910066696e-14,3.442502233144723e-12,3.340698700490825e-05,1.9054155670633386e-18,7.37692450642263e-12,4.854848957455861e-07,8.462055289068791e-07,2.2562396648925137e-08,1.2619812884527013e-07,4.191716174913002e-08,8.461573787161821e-06,1.055436170121018e-08,8.966567597068368e-10,1.0328935226554585e-13,5.548375604974718e-17,2.4238215556518472e-14
7.268508090744365e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128524002807439,0.1186599688224364,0.02282113553289502,1.18360198540716e-16,1.7024298258137943e-11,3.2292952047648155e-07,1.6334902074195693e-11,5.848122824929117e-14,6.4351927140612026e-12,6.775619520259841e-07,4.9675040918206095e-28,7.654940045116055e-07,3.9236224168002594e-19,8.450175547511268e-15,2.286434571383979e-19,1.1132639302159881e-23,3.127322357828582e-10,2.2476927592823834e-14,3.5173311340431437e-12,3.4084673097703206e-05,2.077139647683018e-18,7.720497488212369e-12,4.927233870233396e-07,8.630338280653898e-07,2.2561347740100643e-08,1.2620271064108317e-07,4.2215532858011654e-08,8.635908370320253e-06,1.0994061188047006e-08,9.190921370379895e-10,1.0784197047012528e-13,5.888936959064632e-17,2.483739379561818e-14
7.396187667653985e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128516113349785,0.11865979322438959,0.022821127942420846,1.2773512921325689e-16,1.804243613887366e-11,3.299488816132422e-07,1.7331402845603497e-11,5.959272667518422e-14,6.663741495899874e-12,6.894710696159166e-07,5.325185534025538e-28,7.812524088030266e-07,4.0585028782269604e-19,8.803350600186912e-15,2.4246485342240237e-19,1.2034210592762662e-23,3.2578150180988e-10,2.281670499663062e-14,3.5846749588953952e-12,3.469436249074095e-05,2.2414407208897503e-18,8.036568145183596e-12,4.992361482418479e-07,8.781787890639359e-07,2.256040717007866e-08,1.262068494496696e-07,4.248919299508301e-08,8.79280606711395e-06,1.139759632017955e-08,9.393317193300392e-10,1.1202668377514833e-13,6.206993360148562e-17,2.5377142106281852e-14
7.523867244563605e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41285082260061573,0.11865961762681465,0.022821120351978145,1.376597464113922e-16,1.9101061938304498e-11,3.3703090179199606e-07,1.8368283653262323e-11,6.070621196894415e-14,6.896261260561305e-12,7.013798209384166e-07,5.701485906148818e-28,7.970900063770246e-07,4.19535284588974e-19,9.164242034986103e-15,2.5687698125740345e-19,1.2990134529614802e-23,3.3911499117485313e-10,2.3156511635657102e-14,3.652016703330978e-12,3.530383366749341e-05,2.4153536276467096e-18,8.359133332616211e-12,5.057471072573239e-07,8.933232668333275e-07,2.2559469887095565e-08,1.2621100273439572e-07,4.276770620698393e-08,8.949700538847292e-06,1.18085335170579e-08,9.596159382782343e-10,1.1629433957447894e-13,6.536183400393724e-17,2.5917343844969647e-14
7.651546821473224e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128500340797027,0.11865944202971059,0.02282111276156691,1.4815526379133105e-16,2.0200999553235855e-11,3.441766619329756e-07,1.9446365130770204e-11,6.18217176170202e-14,7.132751583678675e-12,7.132882069452337e-07,6.097011227107199e-28,8.130067529181581e-07,4.33415970879709e-19,9.532867477378514e-15,2.7189519458115846e-19,1.4002587261426967e-23,3.527333131688075e-10,2.3496364321557627e-14,3.719356361058082e-12,3.5913084576981845e-05,2.5992476318672684e-18,8.688193306788709e-12,5.122562444500795e-07,9.084672596718198e-07,2.2558535906903695e-08,1.2621517055356817e-07,4.305106930476997e-08,9.106591807419861e-06,1.2226879822996275e-08,9.799442574965807e-10,1.2064511429110674e-13,6.876690332594491e-17,2.6457992081870822e-14
7.779226398382844e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41284924577428295,0.1186592664330765,0.022821105171187128,1.5924329806388376e-16,2.134307435866093e-11,3.51387241548197e-07,2.0566467912948675e-11,6.2939277103454e-14,7.373212042319753e-12,7.251962285878513e-07,6.512375506684685e-28,8.290026038431545e-07,4.474911074326051e-19,9.909244364244685e-15,2.8753500527056365e-19,1.5073788595299494e-23,3.6663706973132777e-10,2.3836278516530738e-14,3.7866939280503846e-12,3.6522113171572266e-05,2.7934989173471043e-18,9.02374825842277e-12,5.187635401462983e-07,9.236107658527091e-07,2.2557605242069373e-08,1.2621935294830644e-07,4.333927906369028e-08,9.263479894842244e-06,1.2652642294993831e-08,1.000316171644712e-09,1.2507918386541422e-13,7.228697060764865e-17,2.6999081232421543e-14
7.906905975292463e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128484576863967,0.11865909083691142,0.0228210975808388,1.7094586890872715e-16,2.252811319544616e-11,3.5866371872676475e-07,2.172941262802037e-11,6.40589239096301e-14,7.617642214961689e-12,7.371038868173989e-07,6.948200687642706e-28,8.450775143014063e-07,4.61759476615483e-19,1.0293389955044243e-14,3.038120824042714e-19,1.620600199514068e-23,3.808268558654338e-10,2.417626847362253e-14,3.854029402104507e-12,3.713091740693092e-05,2.99849058268421e-18,9.365798320529516e-12,5.252689746339643e-07,9.387537836271864e-07,2.2556677902628406e-08,1.26223549946091e-07,4.363233222430202e-08,9.420364823214842e-06,1.3085828002554799e-08,1.0207312031712407e-09,1.2959672361344738e-13,7.59238614173226e-17,2.7540606916723832e-14
