Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),C2H4(52)
1.8947588471237916e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40982784236893843,0.11606964142915337,0.022710132600303502,9.465787193582582e-08,2.1458215743389618e-05,0.004225567834055177,0.0001462809286431604,1.5310545907732266e-08,1.8186102691361387e-07,0.00015818784779420732,3.8728197724178727e-17,0.0003619098690408789,6.14772665641115e-13,6.154040444776508e-09,9.87616865575879e-12,3.776564214179278e-14,1.49708910992824e-05,1.7534825020895012e-10,8.898411443907987e-10,0.000461311683665759,3.371229312546765e-10,1.5996773322678365e-07,5.438566498534468e-06,3.951941289670201e-05,2.3893439003640966e-08,1.3545182370226732e-07,2.696643260743511e-05,0.0022628160620033902,0.0002723643685391631,9.98966621414861e-08,1.0665131985254997e-09,1.1557235469951652e-11,2.779193967168362e-10
1.9019736275427582e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40981851901011207,0.1160598258415267,0.02270971197458334,9.515404141838897e-08,2.154895337062754e-05,0.004243174106167811,0.0001471543092565776,1.5467890416451052e-08,1.8250421477251704e-07,0.0001586639604230952,3.942284397859495e-17,0.00036225465777265167,6.212923496133202e-13,6.2174949085198024e-09,9.944608146399461e-12,3.817984998171126e-14,1.5007468998859885e-05,1.7674756104076262e-10,8.92504015485797e-10,0.00046140727187349447,3.3671214556656755e-10,1.6014458107420657e-07,5.440079164463449e-06,3.9358381993844676e-05,2.3902353728080945e-08,1.3545710559638095e-07,2.7072112959368463e-05,0.0022711732452433834,0.0002732888973683031,9.959910635682593e-08,1.0698528237530143e-09,1.1574185155417607e-11,2.801350196118315e-10
1.9091884079617248e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4098091967862502,0.11605001123102683,0.022709291375637417,9.56487426633879e-08,2.163948218116599e-05,0.004260784078258103,0.00014802734221592537,1.562614089349956e-08,1.8314522940829558e-07,0.00015913899747458922,4.0126814872137516e-17,0.0003625966130712633,6.278509401159558e-13,6.281270484953417e-09,1.0013057723863347e-11,3.859640801264078e-14,1.5043707539473626e-05,1.7815317778651457e-10,8.951607363016066e-10,0.00046150249803186464,3.3629223813664403e-10,1.603203060425622e-07,5.441585628938109e-06,3.9198198309426416e-05,2.391125249800862e-08,1.3546234729011277e-07,2.7177823046908433e-05,0.002279530853724039,0.0002742113574723712,9.930256354278879e-08,1.0731843740595653e-09,1.1591049988540425e-11,2.8236061710482243e-10
1.9164031883806914e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40979987567004345,0.11604019759928609,0.022708870803462292,9.614197825138241e-08,2.172980267967347e-05,0.004278397713317129,0.00014890002036444658,1.5785297515940792e-08,1.837840815821244e-07,0.00015961295991574775,4.084019001150462e-17,0.00036293576190420156,6.344484459192913e-13,6.3453662173012005e-09,1.0081516118632714e-11,3.9015313648658334e-14,1.507960850000089e-05,1.79565109767142e-10,8.978113126179122e-10,0.000461597363165799,3.358635079598767e-10,1.6049495037366569e-07,5.443085902406421e-06,3.9038866642309465e-05,2.3920135203535276e-08,1.3546754879560154e-07,2.7283562757295726e-05,0.002287888892049804,0.00027513176576912874,9.900705704493785e-08,1.0765079213338518e-09,1.160783292859303e-11,2.845962039415477e-10
1.923617968799658e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4097905556348513,0.11603038494792031,0.022708450258054572,9.663375103003134e-08,2.1819915392428974e-05,0.004296014974492251,0.0001497723368575138,1.594536044248766e-08,1.8442078214342093e-07,0.0001600858487283327,4.1563049208050245e-17,0.0003632721309641948,6.410848749637484e-13,6.409781141678783e-09,1.014998209262137e-11,3.9436564282461896e-14,1.5115173672422096e-05,1.8098336629556732e-10,9.004557502967686e-10,0.0004616918683514675,3.3542624993842653e-10,1.606685555071536e-07,5.444579996133287e-06,3.8880391445474146e-05,2.3929001739823798e-08,1.3547271012666953e-07,2.7389331977995005e-05,0.002296247364514223,0.0002760501391132302,9.8712609333011e-08,1.0798235368831288e-09,1.1624536883341143e-11,2.868417948551828e-10
1.9308327492186247e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4097812366546938,0.11602057327852901,0.022708029739410922,9.71240641050967e-08,2.190982086661976e-05,0.004313635825090765,0.00015064428515633316,1.610632981361568e-08,1.850553420248298e-07,0.00016055766490860585,4.22954724751597e-17,0.00036360574667247735,6.477602343658219e-13,6.4745142872828805e-09,1.0218454438739918e-11,3.9860157286313383e-14,1.5150404861093354e-05,1.824079566765612e-10,9.030940552814519e-10,0.0004617860147148108,3.349807548474831e-10,1.608411620839433e-07,5.4460679221777386e-06,3.8722776833749217e-05,2.393785200751842e-08,1.3547783129880423e-07,2.749513059672363e-05,0.0023046062751062965,0.0002769664942927791,9.841924201954085e-08,1.083131291507944e-09,1.1641164708669271e-11,2.8909740456612023e-10
1.9380475296375913e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4097719187042413,0.11601076259269548,0.022707609247528068,9.761292083160414e-08,2.199951966964794e-05,0.004331260228583435,0.00015151585902168553,1.6268205751675493e-08,1.8568777223721315e-07,0.00016102840946712792,4.303754002562482e-17,0.00036393663518200875,6.544745304239826e-13,6.539564676578036e-09,1.028693198045948e-11,4.028609001296232e-14,1.5185303882032076e-05,1.8383889020660976e-10,9.057262335953235e-10,0.00046187980343012375,3.3452730930474476e-10,1.6101280995032794e-07,5.4475496933724e-06,3.8566026591499764e-05,2.394668591475135e-08,1.3548291232922391e-07,2.760095850146978e-05,0.002312965627516806,0.00027788084802599235,9.812697585929149e-08,1.0864312553566596e-09,1.1657719209505648e-11,2.913630477817591e-10
1.945262310056558e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40976260175880624,0.11600095289198697,0.022707188782402764,9.81003248051591e-08,2.208901238844687e-05,0.004348888148607904,0.00015238705250771037,1.6430988361005227e-08,1.8631808386477386e-07,0.0001614980834285597,4.378933226901867e-17,0.00036426482238064784,6.612277686245623e-13,6.6049313254808e-09,1.0355413571374296e-11,4.071435979655078e-14,1.5219872562216057e-05,1.852761761737836e-10,9.083522913406964e-10,0.0004619732357186082,3.340661957434197e-10,1.6118353816244278e-07,5.449025323302416e-06,3.841014418022503e-05,2.3955503374262722e-08,1.3548795323675833e-07,2.7706815580564898e-05,0.002321325425144546,0.0002787932169579734,9.783583077309779e-08,1.089723497926999e-09,1.167420313978095e-11,2.936387391962998e-10
1.951755612433628e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4097542173473098,0.11599212500491375,0.02270681038666507,9.85377494364695e-08,2.2169380133658584e-05,0.004364756253348215,0.0001531707967380726,1.657826798514665e-08,1.868835621560409e-07,0.0001619198754914252,4.4474326515539846e-17,0.00036455790242377476,6.673389824214892e-13,6.664030892979939e-09,1.0417049541683414e-11,4.110179856783907e-14,1.5250703451322146e-05,1.8657517254768817e-10,9.107105153317692e-10,0.0004620570210793019,3.336448674224e-10,1.613364388954142e-07,5.45034815127458e-06,3.8270594612261126e-05,2.3963424956258174e-08,1.3549245576528086e-07,2.7802111803816624e-05,0.0023288496262489898,0.0002796126656875115,9.757477452854084e-08,1.092679971613844e-09,1.168898057365531e-11,2.956954648134038e-10
1.9582489148106983e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4097458337132798,0.1159832979181686,0.022706432012596124,9.897400338096812e-08,2.2249581895354628e-05,0.004380627150897236,0.00015395422434372433,1.672628213394931e-08,1.8744734160149638e-07,0.00016234080197832277,4.516732194275144e-17,0.0003648488336672518,6.734817460121252e-13,6.72338510224756e-09,1.047868709310125e-11,4.1491126213735395e-14,1.5281269598495243e-05,1.8787932867096407e-10,9.130637912258107e-10,0.00046214051971370717,3.332177533211094e-10,1.614886530753649e-07,5.4516660273361064e-06,3.813175261981938e-05,2.397133309359337e-08,1.354969258267582e-07,2.789743148724598e-05,0.0023363741925801497,0.0002804305321738617,9.731465521299648e-08,1.095630296795396e-09,1.1703704970038087e-11,2.9776035205612034e-10
1.9640928869500613e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4097382890935748,0.11597535422529588,0.02270609149445899,9.936563354273325e-08,2.2321621949732257e-05,0.004394913324928541,0.00015465903537203624,1.6860122918999433e-08,1.8795329737748212e-07,0.00016271889638984309,4.579790761171616e-17,0.00036510884971902805,6.790372102583538e-13,6.77702100580066e-09,1.0534161600390295e-11,4.184313444773847e-14,1.5308553893859344e-05,1.8905748634910974e-10,9.151775127151633e-10,0.0004622154241448387,3.3282856676053885e-10,1.6162508103552922e-07,5.452847891305707e-06,3.800740136356712e-05,2.397843887865295e-08,1.3550092113681887e-07,2.7983239194169584e-05,0.0023431466161175575,0.00028116526908827287,9.708135953220372e-08,1.0982803733164236e-09,1.1716913152353574e-11,2.9962573759485054e-10
1.9699368590894242e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4097307450781846,0.11596741118238989,0.02270575099387009,9.975632029318455e-08,2.239352828195006e-05,0.004409201720971813,0.00015536358428444108,1.699455872133104e-08,1.884578897549686e-07,0.00016309629088428034,4.6435065147516124e-17,0.0003653671533457535,6.846182330794525e-13,6.830862042656834e-09,1.0589636208517929e-11,4.219666961826692e-14,1.5335625832660473e-05,1.9023983381317043e-10,9.172872333713417e-10,0.0004622900978577282,3.3243499517914724e-10,1.617609938638861e-07,5.45402576204447e-06,3.788362600906396e-05,2.39855336943718e-08,1.355048901754239e-07,2.8069065780013142e-05,0.002349919338286311,0.00028189874277052525,9.68488421956404e-08,1.1009255453367774e-09,1.1730081278619221e-11,3.014977504865481e-10
1.975780831228787e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4097232016554676,0.11595946879024589,0.02270541051082782,1.0014606606540973e-07,2.246530124644641e-05,0.004423492320123827,0.00015606786858461192,1.7129589553911353e-08,1.8896112477002867e-07,0.0001634729860387336,4.7078837737954745e-17,0.0003656237576895137,6.902248154809472e-13,6.884907675300569e-09,1.0645110377621966e-11,4.255173026962606e-14,1.536248640770374e-05,1.9142637597818767e-10,9.193929566195584e-10,0.00046236454160472753,3.3203717850279283e-10,1.6189641045236476e-07,5.455199648438212e-06,3.776042767034334e-05,2.3992617508831715e-08,1.3550883295633524e-07,2.8154911186425335e-05,0.002356692360232791,0.00028263096187152137,9.661711188540942e-08,1.1035658483179639e-09,1.1743210690852845e-11,3.0337639850733054e-10
1.98162480336815e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4097156588140362,0.11595152704965263,0.0227050700453306,1.0053487337696207e-07,2.253694120455447e-05,0.004437785103560282,0.00015677188588834,1.7265215422214377e-08,1.8946300847974068e-07,0.00016384898243592376,4.7729268649419887e-17,0.00036587867578536304,6.95856958132363e-13,6.939157363808562e-09,1.0700583579782554e-11,4.290831494008379e-14,1.538913661497885e-05,1.9261711775529367e-10,9.214946859164738e-10,0.00046243875615514226,3.3163525481756957e-10,1.6203134936496032e-07,5.4563695596482455e-06,3.763780733967322e-05,2.3999690289866335e-08,1.355127494939503e-07,2.8240775355293415e-05,0.002363465682991954,0.00028336193500403355,9.638617695877236e-08,1.1062013174249794e-09,1.1756302709455222e-11,3.0526168942718044e-10
1.9868843782935767e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4097088707445379,0.1159443800408412,0.022704763641382807,1.0088399972020293e-07,2.2601303750419185e-05,0.004450650460722324,0.00015740527129791353,1.738778745774656e-08,1.8991355347436858e-07,0.00016418678224203282,4.8320385156490023e-17,0.0003661066710176828,7.009477408165078e-13,6.988156103088867e-09,1.0750508208167367e-11,4.323054296705376e-14,1.5412942762668162e-05,1.936923800788943e-10,9.233828303373173e-10,0.0004625053539365793,3.3127012465228685e-10,1.621524010537983e-07,5.4574190887433445e-06,3.752794396289448e-05,2.4006046334140086e-08,1.355162519521575e-07,2.831806910132316e-05,0.002369561931437302,0.00028401875260728647,9.617902223292448e-08,1.1085691355423798e-09,1.176805462854257e-11,3.06964137350645e-10
1.9921439532190034e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4097020831289111,0.11593723356098522,0.0227044572516441,1.0123236996460778e-07,2.266555913188947e-05,0.004463517558361888,0.00015803843701395009,1.7510841464124096e-08,1.9036301327596115e-07,0.00016452401696385473,4.89169616623017e-17,0.00036633332021555355,7.060592275937501e-13,7.037319291501809e-09,1.0800431266917872e-11,4.3554003187271464e-14,1.5436580051751073e-05,1.947710516377332e-10,9.252677450461378e-10,0.00046257176728908855,3.3090187623690203e-10,1.6227309367310387e-07,5.458465412630119e-06,3.7418550036666394e-05,2.4012393398487053e-08,1.3551973317682096e-07,2.839537795599734e-05,0.002375658424892486,0.0002846745741440606,9.597252392853148e-08,1.1109330917828837e-09,1.1779778243351138e-11,3.0867197796656523e-10
1.99740352814443e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40969529595937004,0.11593008761064617,0.02270415087611335,1.0157998611042028e-07,2.2729707625857523e-05,0.0044763863829236535,0.00015867138152314287,1.7634377429923277e-08,1.908113923379903e-07,0.0001648606870376172,4.951902986768247e-17,0.000366558632663155,7.11191418262075e-13,7.0866465306719934e-09,1.0850352395383498e-11,4.3878694523668834e-14,1.5460049214078292e-05,1.9585313600374778e-10,9.271494326267308e-10,0.00046263799680692645,3.305306064068486e-10,1.6239344008279162e-07,5.4595085385322605e-06,3.7309626041216146e-05,2.4018731463841385e-08,1.355231931797369e-07,2.8472701877443597e-05,0.002381755163888751,0.000285329405810446,9.576668748246638e-08,1.1132932111931537e-09,1.1791474472152227e-11,3.103852169262633e-10
2.0026631030698568e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40968850922828837,0.1159229421903814,0.022703844514789462,1.0192685020677257e-07,2.2793749513215442e-05,0.004489256920906292,0.00015930410338066295,1.7758395338900396e-08,1.9125869512415302e-07,0.00016519679290307696,5.0126621522740854e-17,0.0003667826175769281,7.163443124040119e-13,7.136137420787898e-09,1.0900271240368184e-11,4.4204615895883524e-14,1.5483350983068727e-05,1.9693863674621342e-10,9.290278956826235e-10,0.00046270404309434193,3.301564107873854e-10,1.6251345293299077e-07,5.460548473836847e-06,3.7201172383001914e-05,2.4025060510883536e-08,1.3552663197304416e-07,2.8550040823960683e-05,0.0023878521488893707,0.00028598325377543314,9.556151813813963e-08,1.115649518669698e-09,1.1803144219165708e-11,3.12103859876882e-10
2.0079226779952835e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40968172292819616,0.1159157973007439,0.02270353816767132,1.022729643501841e-07,2.2857685078733632e-05,0.004502129158862973,0.00015993660120897156,1.7882895170014463e-08,1.917049261074955e-07,0.0001655323350034833,5.0739768426327065e-17,0.000367005284106153,7.215179093878101e-13,7.185791560635147e-09,1.0950187456040456e-11,4.4531766220411686e-14,1.550648609358921e-05,1.9802755743172186e-10,9.309031368368633e-10,0.000462769906765361,3.297793837936626e-10,1.6263314466527915e-07,5.4615852260909865e-06,3.7093189396156024e-05,2.4031380528131138e-08,1.355300495693459e-07,2.862739475397892e-05,0.002393949380290877,0.0002866361241804456,9.535702093472416e-08,1.118002038949036e-09,1.1814788375135864e-11,3.1382791246135003e-10
2.0126562954281676e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40967561562056043,0.1159093673542103,0.02270326246741002,1.025838276393042e-07,2.2915136420922695e-05,0.0045137156154322605,0.00016050565662423995,1.7995357040205945e-08,1.921056213049968e-07,0.00016583384124385886,5.1296376697648145e-17,0.00036720456427187027,7.261918469091298e-13,7.2306195323094545e-09,1.099510952211758e-11,4.482725136878367e-14,1.5527165808509252e-05,1.9901051304558954e-10,9.325881013332842e-10,0.00046282902844736024,3.294377157340353e-10,1.6274060278469442e-07,5.46251558797525e-06,3.699640735099402e-05,2.403706080872826e-08,1.355331072932885e-07,2.8697026067721474e-05,0.002399437099499809,0.00028722287678451235,9.517355213878226e-08,1.120116089362186e-09,1.1825246960188135e-11,3.1538418968477026e-10
2.0173899128610518e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4096695086508735,0.11590293783832682,0.022702986778653716,1.028940867940871e-07,2.297250208895428e-05,0.004525303428408056,0.0001610745286017737,1.8108209224367347e-08,1.9250545524481862e-07,0.00016613489152434523,5.185753376530919e-17,0.0003674027904794434,7.308825522880192e-13,7.275579115777389e-09,1.104002894230056e-11,4.5123730294466086e-14,1.5547711663913508e-05,1.9999624429629e-10,9.34270460168961e-10,0.0004628880031758773,3.2909389688423583e-10,1.6284781948788776e-07,5.46344338354728e-06,3.690000690738146e-05,2.404273375119732e-08,1.355361478678448e-07,2.8766669454585946e-05,0.0024049250187588864,0.00028780884695427247,9.499063510581298e-08,1.1222271097100543e-09,1.1835686156648285e-11,3.1694485738662773e-10
2.022123530293936e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40966340201400836,0.1158965087534881,0.022702711101401627,1.0320374343561783e-07,2.3029782298021026e-05,0.004536892588102632,0.00016164321627251782,1.8221451697282938e-08,1.929044312042335e-07,0.00016643548617518175,5.2423262909795726e-17,0.00036759996926139416,7.355900246233914e-13,7.320670015767608e-09,1.1084945479422983e-11,4.5421202201638024e-14,1.556812419807436e-05,2.009847537782067e-10,9.35950215295835e-10,0.00046294683141771587,3.287479935631587e-10,1.629548034173374e-07,5.4643686186254254e-06,3.680398816416804e-05,2.4048399347102914e-08,1.3553917130297015e-07,2.8836324884665712e-05,0.0024104131382231067,0.0002883940391078753,9.480827311206416e-08,1.1243351176164423e-09,1.1846106585438454e-11,3.1850991967172637e-10
2.0268571477268202e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4096572957049367,0.11589008010008613,0.02270243543565298,1.0351279921250751e-07,2.3086977265571322e-05,0.004548483084865125,0.00016221171880867488,1.8335084430645896e-08,1.9330255246473366e-07,0.00016673562552880887,5.2993587442230515e-17,0.00036779610710757285,7.403142628764815e-13,7.365891936168449e-09,1.1129858900927664e-11,4.5719666292778086e-14,1.5588403949931268e-05,2.019760440839091e-10,9.376273686781442e-10,0.00046300551364543055,3.2840007129885857e-10,1.6306156308235557e-07,5.465291299123424e-06,3.670835117621023e-05,2.4054057588256735e-08,1.3554217760887554e-07,2.890599232818284e-05,0.002415901458006572,0.0002889784576443433,9.462646930996691e-08,1.1264401305618228e-09,1.18565088585873e-11,3.200793806420202e-10
2.0315907651597043e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40965118971872744,0.11588365187851012,0.022702159781407005,1.0382125580007998e-07,2.314408721124277e-05,0.004560074909081774,0.0001627800354230327,1.8449107393071604e-08,1.9369982231159019e-07,0.0001670353099198467,5.356853070405605e-17,0.0003679912104654809,7.450552658715306e-13,7.4112445800464e-09,1.1174768978814221e-11,4.601912176874635e-14,1.5608551459026122e-05,2.0297011780414056e-10,9.393019222923037e-10,0.0004630640503371844,3.280501948297795e-10,1.631681068600194e-07,5.46621143104813e-06,3.661309595517113e-05,2.405970846732213e-08,1.3554516679599935e-07,2.8975671755487105e-05,0.002421389978183166,0.0002895621069433419,9.444522673315347e-08,1.1285421659127276e-09,1.1866893579298335e-11,3.2165324439659573e-10
2.0363243825925885e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4096450840505451,0.11587722408914676,0.022701884138662958,1.0412911489957391e-07,2.3201112356797264e-05,0.0045716680511761545,0.00016334816536829822,1.856352055011098e-08,1.9409624403343343e-07,0.00016733453968507486,5.414811606671737e-17,0.0003681852857405892,7.498130322964703e-13,7.456727649664314e-09,1.1219675489586846e-11,4.631956782886464e-14,1.5628567265440428e-05,2.039669775278064e-10,9.409738781267914e-10,0.00046312244197659785,3.2769842810622505e-10,1.6327444299601768e-07,5.4671290204972985e-06,3.6518222470315646e-05,2.4065351977736884e-08,1.3554813887501766e-07,2.904536313705914e-05,0.002426878698787228,0.0002901449913649651,9.426454829630032e-08,1.1306412409114348e-09,1.1877261342024757e-11,3.2323151503165176e-10
2.0410580000254727e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4096389786956499,0.11587079673238006,0.022701608507420076,1.0443637823735443e-07,2.3258052926056634e-05,0.004583262501609401,0.00016391610793643595,1.8678323864263706e-08,1.9449182092183596e-07,0.00016763331516341117,5.4732366931345e-17,0.0003683783392966542,7.545875607036031e-13,7.502340846499476e-09,1.1264578214202213e-11,4.6621003670995636e-14,1.564845190973305e-05,2.049666258419619e-10,9.42643238182025e-10,0.0004631806890526021,3.2734483429195724e-10,1.6338057960555066e-07,5.468044073657373e-06,3.642373064929919e-05,2.4070988113690275e-08,1.3555109385684523e-07,2.911506644351262e-05,0.002432367619814218,0.0002907271152495243,9.408443679626168e-08,1.1327373726713232e-09,1.1887612732500365e-11,3.248141966404814e-10
2.045791617458357e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4096328736493953,0.11586436980859142,0.022701332887677617,1.0474304756413374e-07,2.331490914483867e-05,0.004594858250880436,0.00016448386245801003,1.8793517294991497e-08,1.9488655627089304e-07,0.00016793163669589145,5.532130672843801e-17,0.0003685703774560317,7.59378849510283e-13,7.548083871261517e-09,1.1309476938017577e-11,4.6923428491621093e-14,1.5668205932878602e-05,2.059690653318007e-10,9.443100044702497e-10,0.0004632387920592976,3.2698947576591513e-10,1.6348652467428694e-07,5.468956596801351e-06,3.6329620378949706e-05,2.407661687013266e-08,1.3555403175262615e-07,2.9184781645596885e-05,0.0024378567412213846,0.0002913084829173395,9.390489491462044e-08,1.1348305781821337e-09,1.1897948327795305e-11,3.2640129331345277e-10
2.050525234891241e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4096267689072279,0.11585794331815967,0.02270105727943483,1.0504912465420311e-07,2.337168124089394e-05,0.004606455289526167,0.0001650514283015315,1.8909100798731303e-08,1.952804533768074e-07,0.0001682295046256491,5.591495891754745e-17,0.00036876140649998846,7.641868969995928e-13,7.59395642391012e-09,1.1354371450739021e-11,4.7226841485918664e-14,1.5687829876206763e-05,2.0697429858064336e-10,9.45974179015421e-10,0.0004632967514958136,3.266324141241028e-10,1.6359228605930668e-07,5.469866596286689e-06,3.623589150604384e-05,2.4082238242751063e-08,1.3555695257373135e-07,2.9254508714199297e-05,0.0024433460629284167,0.00029188909866853936,9.372592521928033e-08,1.1369208743086084e-09,1.1908268696371276e-11,3.279928091379913e-10
2.0552588523241252e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.409620664464686,0.11585151726146094,0.02270078168269099,1.053546113046788e-07,2.342836944384372e-05,0.004618053608121702,0.00016561880487281187,1.9025074328908545e-08,1.9567351553748692e-07,0.0001685269192978948,5.651334698695988e-17,0.00036895143266900946,7.690117013210207e-13,7.639958203672554e-09,1.1399261546369925e-11,4.75312418478374e-14,1.5707324281342753e-05,2.0798232816992592e-10,9.476357638530919e-10,0.0004633545678661687,3.2627371018166937e-10,1.6369787149003873e-07,5.47077407855322e-06,3.6142543838075167e-05,2.408785222795996e-08,1.3555985633175865e-07,2.9324247620347447e-05,0.002448835584818097,0.0002924689667828684,9.354753016583586e-08,1.1390082777890754e-09,1.1918574398131243e-11,3.295887481985619e-10
2.0599924697570094e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4096145603173983,0.11584509163886893,0.022700506097445367,1.0565950933475952e-07,2.348497398511876e-05,0.004629653197280544,0.0001661859916143214,1.9141437835950278e-08,1.9606574605215058e-07,0.00016882388105989626,5.711649445338126e-17,0.00036914046216310337,7.738532604911348e-13,7.686088909060945e-09,1.14441470231596e-11,4.783662877017171e-14,1.5726689690148964e-05,2.0899315667918873e-10,9.492947610302953e-10,0.00046341224167913126,3.2591342397515716e-10,1.638032885692231e-07,5.471679050121029e-06,3.604957714401434e-05,2.4093458822889414e-08,1.3556274303852772e-07,2.9393998335211515e-05,0.0024543253067369542,0.0002930480915195019,9.336971209938413e-08,1.141092805236328e-09,1.1928865984473777e-11,3.311891145766505e-10
2.0647260871898936e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4096084564610832,0.11583866645075469,0.022700230523697226,1.0596382058499541e-07,2.354149509789886e-05,0.004641254047654769,0.0001667529880045533,1.9258191267298347e-08,1.9645714822094148e-07,0.0001691203902609585,5.772442486162083e-17,0.0003693285011421047,7.787115723942564e-13,7.732348237889431e-09,1.148902768355217e-11,4.814300144463424e-14,1.574592664466744e-05,2.1000678668606546e-10,9.509511726054348e-10,0.0004634697734480821,3.2555161476489566e-10,1.639085447738894e-07,5.472581517588414e-06,3.5956991155062734e-05,2.409905802537202e-08,1.3556561270607688e-07,2.946376083010618e-05,0.0024598152284958986,0.0002936264771168681,9.319247325625101e-08,1.1431744731375841e-09,1.1939143998348766e-11,3.327939123507469e-10
2.0741933220556616e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40959624960468577,0.1158258173794312,0.022699679410690548,1.0657069021060963e-07,2.3654287979083604e-05,0.00466445949485166,0.00016788640782150317,1.9492867677833664e-08,1.9723748072382552e-07,0.00016971205238755271,5.895472882141564e-17,0.000369701631995083,7.884784452795858e-13,7.82525155373415e-09,1.157877378559166e-11,4.875870081181117e-14,1.5784017359571446e-05,2.120424614935959e-10,9.5425624723931e-10,0.0004635844129297289,3.24823660509103e-10,1.6411860384508668e-07,5.474378966993981e-06,3.57729600329012e-05,2.4110234247770184e-08,1.3557130097274737e-07,2.9603321045981e-05,0.0024707956706034036,0.00029478104774276025,9.283974165079646e-08,1.1473292956212195e-09,1.1959661438582762e-11,3.360168183858387e-10
2.082713833434853e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40958526438789616,0.11581425470482498,0.0226991834482988,1.071148849629439e-07,2.375551861967683e-05,0.004685348617703312,0.00016890583013898586,1.970540940052371e-08,1.979369801461282e-07,0.00017024300408831531,6.007859681201986e-17,0.0003700341231845935,7.973259013147667e-13,7.909301384934389e-09,1.1659526907558686e-11,4.931619338616605e-14,1.581786512878569e-05,2.138841757616092e-10,9.57221992529462e-10,0.0004636871079126128,3.241638717061477e-10,1.643071792888465e-07,5.475988175159332e-06,3.560863059077698e-05,2.4120267557985577e-08,1.3557636226376933e-07,2.972896524323236e-05,0.0024806787493494584,0.0002958176755389348,9.252428441394799e-08,1.1510590190315073e-09,1.1978085992822078e-11,3.389326300452261e-10
2.0912343448140445e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.40957428005124874,0.11580269344358261,0.022698687523147885,1.0765720807378676e-07,2.3856482652081476e-05,0.004706241683295707,0.00016992462918816393,1.9919213525528496e-08,1.9863384705419283e-07,0.00017077249501505577,6.121832895412165e-17,0.00037036349909814326,8.062275973281373e-13,7.993763226354e-09,1.1740261538375189e-11,4.9876867184926566e-14,1.5851305138276782e-05,2.157350068809581e-10,9.601793929890555e-10,0.00046378935085365796,3.235000347941682e-10,1.6449534414093786e-07,5.477589376017472e-06,3.544552880474785e-05,2.4130276913829777e-08,1.3558136854464185e-07,2.985464716848385e-05,0.0024905624710754885,0.00029685197347410503,9.22107338385041e-08,1.1547797281701204e-09,1.1996474636034052e-11,3.4186286271760245e-10
