Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),C2H4(52),C2H3X(241),CHOX(231)
0.0,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599997,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0175538174205408e-22,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599996,0.11866996602996532,0.02282156769305428,-6.096982261908439e-110,4.6954959544063055e-64,1.3966659956474208e-49,1.2828025882826175e-100,2.5751894568150953e-54,2.4392887824352913e-63,1.5773313892046413e-45,-5.845986845458238e-154,9.183637916975245e-46,1.0270440551712902e-96,3.0719815025185984e-67,9.643262132588933e-104,-6.550361603283073e-119,1.2881955502575395e-60,5.883291800062014e-81,6.996671593646536e-62,1.9195927299168955e-22,-1.3206346403502288e-115,4.564505707943478e-80,2.14909136211465e-18,2.2093904679069694e-18,5.950726984689986e-34,1.9195927299049957e-22,8.192697520004732e-47,1.3966656448501023e-49,7.819037440953935e-58,1.2896981382229169e-37,3.768174154194928e-53,4.4444356106226516e-80,4.0414134024766266e-106,3.0182025927712983e-84,5.593877378690914e-95
2.849150688777514e-22,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599996,0.11866996602996532,0.02282156769305428,6.170304601488796e-108,1.0522117318430507e-62,1.658121983906232e-48,1.2821932798308355e-98,3.891626311027138e-53,7.669514451765953e-62,6.551595492301298e-45,1.5755888167488124e-152,2.571431202964944e-45,2.896428565423107e-95,9.658802460025938e-66,5.554032524652288e-102,6.27258692322779e-117,1.5293457572697082e-59,8.54747399122052e-73,5.9307081630493954e-61,5.37485964444248e-22,1.3365165992312018e-113,2.776811656286318e-78,6.017455813920952e-18,6.186293310139516e-18,3.5942390991075036e-33,5.374859644370603e-22,9.726370496808337e-46,1.6581214539278553e-48,1.1816129284477913e-56,7.789776754888445e-37,4.473576355822768e-52,2.5597674331946795e-78,2.48410842384126e-104,1.836119913942031e-82,4.316486642521877e-93
6.512344431491461e-22,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599994,0.11866996602996531,0.022821567693054278,1.2921566538430095e-105,2.0806270731153716e-61,1.6279540464789484e-47,1.0928085108518536e-96,4.186434002461978e-52,1.711026486225288e-60,2.504039411175476e-44,2.7266010907297545e-150,5.877616370347308e-45,6.300364792196503e-94,2.1548257039826697e-64,2.4906684124504533e-100,1.3055941088174316e-114,1.5015207333922276e-58,7.692738636658606e-72,4.591709880665268e-60,1.2285393476194338e-21,2.7988712522578514e-111,1.2535855172581384e-76,1.3754184717533274e-17,1.41400989946046e-17,1.7304714076799756e-32,1.2285393475848282e-21,9.549408232579328e-45,1.6279534767589022e-47,1.2711252821496373e-55,3.750442185984646e-36,4.3921837940128407e-51,1.1479071590516707e-76,1.1147732930934254e-102,8.289122978149773e-81,4.7043182982563676e-91
1.3838731916919354e-21,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599992,0.1186699660299653,0.02282156769305427,2.0765684692672223e-103,3.703699933010947e-60,1.4399069384732794e-46,8.019089893569099e-95,3.8480541108710404e-51,3.2045632471688038e-59,9.617907302887782e-44,3.864047759848308e-148,1.249018808450229e-44,1.1679814519525406e-92,4.035750066720345e-63,9.370570686658611e-99,2.090614172148002e-112,1.3280780845185686e-57,6.239712078463274e-71,3.530891000705617e-59,2.6106461150500806e-21,4.497943631492151e-109,4.733300394438094e-75,2.92276425247568e-17,3.0047710363534767e-17,7.557423276054941e-32,2.6106461148989496e-21,8.446343442057527e-44,1.439906415570071e-46,1.1683831578232627e-54,1.6379166355762928e-35,3.8848368257629247e-50,4.31871363055056e-75,4.1988006913121086e-101,3.12981511987877e-79,3.84842446334977e-89
2.8491506887775143e-21,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599985,0.11866996602996527,0.022821567693054254,2.968897947077622e-101,6.247917961010763e-59,1.2103285514851325e-45,5.484442519393328e-93,3.2920913133497067e-50,5.5350860954034026e-58,3.7510075777739275e-43,5.156473266780952e-146,2.571613703037452e-44,2.0074616989205264e-91,6.970754626015516e-62,3.2447682668288267e-97,2.9831103713373315e-110,1.1163296527696372e-56,5.000477156991111e-70,2.7490458672457963e-58,5.374859654232479e-21,6.430770673612645e-107,1.6422017939846077e-73,6.017455813919938e-17,6.186293310139505e-17,3.1550754522314238e-31,5.374859653601532e-21,7.099660600060651e-43,1.2103281054501679e-45,9.995764383556255e-54,6.837979529155341e-35,3.2654394307921745e-49,1.4954334159978164e-73,1.4552791614351488e-99,1.085878261664385e-77,2.7697390411104333e-87
5.779705682948672e-21,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599972,0.11866996602996521,0.022821567693054223,4.013199305500162e-99,1.0263102836919706e-57,9.923004761590748e-45,3.626628325697304e-91,2.7219647706667235e-49,9.196628346700043e-57,1.4795214365427327e-42,6.722278945412937e-144,5.217125699237816e-44,3.3272205574978805e-90,1.158201308703947e-60,1.0795795583042017e-95,4.028323936853197e-108,9.152344951769994e-56,4.0017668224578874e-69,2.1649937558694292e-57,1.0903286749881685e-20,8.692775859053504e-105,5.469217642243404e-72,1.2206838936806665e-16,1.2549337857711537e-16,1.2889512719817676e-30,1.0903286747304061e-20,5.820730714246131e-42,9.923001095533169e-45,8.264692088513695e-53,2.7935377555676676e-34,2.6772045345103105e-48,4.975401176279129e-72,4.8444842001471185e-98,3.616427997293102e-76,1.8774193160671675e-85
1.1640815671290988e-20,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599947,0.11866996602996509,0.02282156769305416,5.277896223920974e-97,1.6637639266511544e-56,8.035906564898641e-44,2.3589692640609204e-89,2.213456562499307e-48,1.4992825363082858e-55,5.87467204403653e-42,8.677896116681214e-142,1.0509438519750264e-43,5.417516190713588e-89,1.888160454446613e-59,3.5222952981473037e-94,5.295071637290978e-106,7.411806233152741e-55,3.2032253392818834e-68,1.7174785068738654e-56,2.1960141010317753e-20,1.143216805185706e-102,1.785243743985661e-70,2.4585605182572966e-16,2.527542695285551e-16,5.2101471444572966e-30,2.1960140999898583e-20,4.713778662669906e-41,8.035903619259059e-44,6.720711646464712e-52,1.1291926257313006e-33,2.168069642623731e-47,1.6232272670938736e-70,1.5809811985850427e-96,1.1804623399125698e-74,1.2361771896620187e-83
2.336303564797562e-20,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599897,0.11866996602996484,0.022821567693054032,6.847473530713229e-95,2.679497274969057e-55,6.467996757098569e-43,1.5219761926567765e-87,1.785232931823038e-47,2.4213453166923402e-54,2.3410210361995603e-41,1.1153062975650938e-139,2.1099219473286526e-43,8.743893097762204e-88,3.0493841979484427e-58,1.1381583645358786e-92,6.867988259202746e-104,5.965666470044536e-54,2.5681601989735154e-67,1.3680099381365552e-55,4.4073849807740463e-20,1.4831945310565204e-100,5.769599385117497e-69,4.934313767407694e-16,5.072760514314313e-16,2.0949772658237632e-29,4.407384976584546e-20,3.794059185586301e-40,6.46799443866143e-43,5.420499509028682e-51,4.5404338852134144e-33,1.7450510651532266e-46,5.244649776419956e-69,5.108926527358883e-95,3.815050358602781e-73,8.024131895401703e-82
4.680747560134488e-20,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599797,0.11866996602996434,0.02282156769305378,8.823989772094208e-93,4.3012320253191214e-54,5.1901601245454597e-42,9.779961249486126e-86,1.4339962180570414e-46,3.892241929167526e-53,9.346223623475176e-41,1.4304417711608917e-137,4.229940263092022e-43,1.40512018710374e-86,4.9017961033706926e-57,3.660348633172465e-91,8.849284721575442e-102,4.787071639319101e-53,2.0724324445643397e-66,1.0919853179780916e-54,8.830126850878826e-20,1.9113171183707733e-98,1.8554167547406863e-67,9.88582026569704e-16,1.0163196152371694e-15,8.401795950508468e-29,8.830126834077055e-20,3.044493600500666e-39,5.190158354349723e-42,4.354043345368885e-50,1.820917064516277e-32,1.4002935786608664e-45,1.68638497592513e-67,1.6428703774049475e-93,1.2268630580754345e-71,5.171763954798171e-80
