Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),C2H4(52),C2H3X(241)
0.0,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667952,0.2012865879456902,0.1676987576445248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2505848128171405e-23,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667952,0.2012865879456902,0.1676987576445248,-4.334692884587499e-99,5.857495639213677e-63,3.361691548623253e-35,4.9428484390021855e-67,2.3784426818132512e-48,1.4170195253270387e-49,1.8721516851268188e-19,-1.1463386336481455e-98,1.8721516851258556e-19,6.809875840947909e-66,1.8955429753902208e-64,1.6813995689684703e-69,4.3260349850526996e-91,6.043987498112306e-49,8.355993460208461e-69,1.6357233613215832e-35,1.9126521224651056e-18,-7.645893141543587e-101,9.876816371205442e-71,8.179448713599722e-19,1.0928819082654092e-18,2.3359914934038735e-29,1.9126521224182893e-18,1.535324311484831e-39,5.333297078832581e-41,8.273516356645758e-48,3.360465881280596e-36,4.560624760672647e-52,1.1684769323954126e-66,4.509111469145918e-70,9.874363935654538e-72
3.5016374758879935e-23,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667952,0.2012865879456902,0.1676987576445248,4.3868224414890904e-97,1.4744742302448628e-61,2.03046480575214e-34,1.105695459670946e-65,3.5943027437596316e-47,1.6822856366256953e-48,5.242024718358284e-19,2.2130241658648713e-97,5.242024718352465e-19,1.92049402916768e-64,5.959890676324209e-63,3.761223699744934e-68,1.785150820279861e-89,7.175421959267034e-48,3.148479962053736e-65,9.879769102367322e-35,5.355425942986541e-18,7.737843605439805e-99,6.008549482313023e-69,2.290245639799356e-18,3.060069343143146e-18,1.4109388619084635e-28,5.355425942703771e-18,1.822737022398623e-38,6.3316902984523596e-40,1.2502813989200326e-46,2.0297213929028647e-35,5.414373717323267e-51,2.6138362420254544e-65,2.7431126815814987e-68,6.007057711163988e-70
8.0037428020297e-23,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667952,0.2012865879456902,0.1676987576445248,9.186680607548526e-95,3.0584717446619137e-60,9.775845679150465e-34,2.1846680473126567e-64,3.866586885410302e-46,1.6516781265610014e-47,1.1981770784833988e-18,2.336719800200873e-95,1.1981770784805967e-18,4.1774940196473867e-63,1.3296188272538199e-61,7.431544702267189e-67,7.061882101081194e-88,7.044871832388485e-47,3.0055542559197016e-64,4.756683534700604e-34,1.2240973584366387e-17,1.6204234099387668e-96,2.7125464354133103e-67,5.234847176643861e-18,6.99444421289862e-18,6.79306326120632e-28,1.2240973583004975e-17,1.7895740168585941e-37,6.21649109512045e-39,1.3449914609237382e-45,9.77223479173055e-35,5.315864225457663e-50,5.164500286966674e-64,1.238372187682989e-66,2.7118730019158387e-68
1.700795345431311e-22,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795199999,0.20128658794569018,0.1676987576445248,1.476351279052133e-92,5.561003649754768e-59,4.26939647769672e-33,3.887500576446849e-63,3.5540595025508906e-45,1.460890797236653e-46,2.546126291783646e-18,1.8469822558781833e-93,2.5461262917714092e-18,7.744369872035277e-62,2.4902289147064023e-60,1.3224038475578369e-65,2.52033768416823e-86,6.2311093606039554e-46,3.098716558991213e-63,2.0773686688550987e-33,2.601206886847399e-17,2.6041116221057603e-94,1.0242059226165656e-65,1.1124050250195819e-17,1.4863193952409565e-17,2.966709194957034e-27,2.601206886252834e-17,1.5828579508913362e-36,5.498415998462938e-38,1.2362774635334748e-44,4.267791678410525e-34,4.701821712454452e-49,9.189953533987076e-63,4.675857748426288e-65,1.0239516503841843e-66
3.501637475887993e-22,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951999987,0.20128658794569013,0.1676987576445248,2.1107593461123016e-90,9.475982326433832e-58,1.782412248930416e-32,6.556839658696287e-62,3.0405727297371465e-44,1.2279670746248456e-45,5.242024718404569e-18,1.3090756130788844e-91,5.242024718353484e-18,1.3310593113135225e-60,4.301251183873277e-59,2.2304279631643266e-64,8.515665752452249e-85,5.237622879314271e-45,4.76656027854285e-62,8.672605261517222e-33,5.3554259442080836e-17,3.723133527007362e-92,3.5534461626812486e-64,2.2902456396751527e-17,3.0600693431431446e-17,1.2385426883034367e-26,5.355425941725892e-17,1.3304874808268082e-35,4.621749992089511e-37,1.0576610552722466e-43,1.7817190184858835e-33,3.952164464202743e-48,1.5500203949647206e-61,1.6222722667043516e-63,3.552563979521596e-65
7.103321736801358e-22,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795199997,0.20128658794569004,0.16769875764452477,2.853212943253891e-88,1.564240129375547e-56,7.281925729378105e-32,1.0769634502018144e-60,2.514004330886022e-43,1.0067621464718503e-44,1.0633821571728135e-17,8.809478752180759e-90,1.0633821571519428e-17,2.206133192408882e-59,7.14659320554617e-58,3.6634865570863783e-63,2.799774017956111e-83,4.29411969542579e-44,1.1384966037062794e-60,3.543042229379361e-32,1.0863864061086102e-16,5.0327351567979065e-90,1.1834459543026934e-62,4.6459268687670125e-17,6.207569238947518e-17,5.0598510016784755e-26,1.0863864050945542e-16,1.0908140194103375e-34,3.789189945066024e-36,8.744947971390986e-43,7.278903587033397e-33,3.240223222019548e-47,2.545914494054508e-60,5.4028439639552425e-62,1.1831521512905128e-63
1.4306690258628086e-21,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951999937,0.20128658794568988,0.16769875764452474,3.752358423588186e-86,2.5419841288499774e-55,2.9436245013242154e-31,1.7458060016498358e-59,2.0443465687553115e-42,8.153029759085048e-44,2.1417415278702128e-17,5.780221227959386e-88,2.1417415277858503e-17,3.5921159984134764e-58,1.1650750739253211e-56,5.938675836447831e-62,9.081061089067022e-82,3.4774894864116344e-43,3.375488024899444e-59,1.432154317412265e-31,2.1880740303468748e-16,6.618723009772859e-88,3.8629648349244934e-61,9.357289326073597e-17,1.2502569030556248e-16,2.0452726696248924e-25,2.188074026247898e-16,8.833694708788133e-34,3.0685843677054903e-35,7.111252302464193e-42,2.9422492385707906e-32,2.6240167972102116e-46,4.127041452903979e-59,1.7635782494905077e-60,3.862005814028781e-62
2.8713427302281544e-21,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795199987,0.20128658794568954,0.1676987576445247,4.868261002673593e-84,4.0988298149855584e-54,1.1837420655648144e-30,2.8115726698918975e-58,1.6488395666693705e-41,6.5622819363266185e-43,4.298460269395759e-17,3.7454973282335094e-86,4.2984602690565395e-17,5.797689694976125e-57,1.8815993910947058e-55,9.564074508818829e-61,2.925624210044134e-80,2.7989861128256603e-42,1.0654358100846925e-57,5.758629521281856e-31,4.391449282274052e-16,8.587045126982894e-86,1.248443570410464e-59,1.878001423717824e-16,2.5092568613773667e-16,8.223951407492801e-25,4.3914492657922466e-16,7.110125962533081e-33,2.4698638350923225e-34,5.73549314965093e-41,1.1830655016976028e-31,2.1120370406201933e-45,6.646487032026113e-58,5.699580118860711e-59,1.248133631453645e-60
5.752690138958846e-21,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951999737,0.20128658794568888,0.16769875764452455,6.273480244637684e-82,6.583570511368092e-53,4.748326510129154e-30,4.513215824655512e-57,1.3244376035585158e-40,5.2658409072808365e-42,8.611897752969838e-17,2.411995422792561e-84,8.611897751609419e-17,9.316731668413715e-56,3.024616178301921e-54,1.535252241081925e-59,9.393818889999552e-79,2.2460101448080949e-41,3.408333981493692e-56,2.3094679985550576e-30,8.79819979993099e-16,1.1065688124429396e-83,4.014807985189858e-58,3.762546404535341e-16,5.02725677802083e-16,3.2981723053649172e-24,8.798199733831576e-16,5.705428219508424e-32,1.9819104621747598e-33,4.607077389409228e-40,4.744621988077622e-31,1.6947767745128937e-44,1.0669128612865575e-56,1.8328995233220492e-57,4.013811267056561e-59
