,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp,O2 Conversion,Max CH4 Conv,Dist to 50 CH4 Conv
0,[H][H] + 2 [Pt] <=> 2 [Pt],5.518739552639848e-19,5.517985886538888e-19,9.31191061173879e-19,9.310706667677468e-19,1.9105108647104545e-18,1.9103994904424757e-18,1.659310124761642e-27,7.674096829858053e-18,7.67430182005587e-18,1.208900906598861e-19,3.87850411525062e-20,0.0,0.0,1.0661980285196732e-19,0.0
1,O=C=O + [Pt] <=> O=C=O.[Pt],3.713336125840921e-18,3.71314185753502e-18,1.9691149045822955e-18,1.9691391715957474e-18,1.2870154126735095e-18,1.2868828905336345e-18,1.5653005463644402e-26,3.090970251947382e-17,3.091042726008075e-17,1.295836770528585e-18,1.614126251380611e-20,0.0,0.0,1.0866324889907513e-19,0.0
2,[C-]#[O+] + [Pt] <=> O=C=[Pt],1.4520480188248182e-18,1.4519293668928792e-18,2.545380728271765e-18,2.545483647375149e-18,3.6484126538127995e-19,3.648013516397357e-19,4.9609087992273774e-27,1.5853574622880134e-17,1.5853965400523465e-17,4.2611163607354087e-19,4.116761228414218e-20,0.0,0.0,6.653296182485101e-20,0.0
3,[O][O] + 2 [Pt] <=> 2 O=[Pt],1.510315692898711e-18,1.5095038820541178e-18,5.975231044590251e-18,5.973926031724581e-18,1.27086672097125e-18,1.2721511962010278e-18,5.352991986086742e-27,1.5747050148563026e-17,1.5750664859007837e-17,6.556578906865605e-19,6.902226632554796e-20,0.0,0.0,6.535475138801046e-20,0.0
4,O=C=[Pt] + O=[Pt] <=> O=C=O.[Pt] + [Pt],7.02114855697409e-19,7.020578275501032e-19,4.954573131763095e-18,4.954437405575523e-18,2.4249751260188483e-18,2.424953423219279e-18,2.2134844278158946e-27,8.469363227463146e-18,8.469643794651393e-18,2.405412248859597e-19,1.7994122547095192e-20,0.0,0.0,2.1638422329945513e-20,0.0
5,C=[Pt] + [Pt] <=> C[Pt] + [Pt],4.8022393873298e-19,4.80212608605615e-19,1.4075961643296117e-18,1.4076614673371233e-18,3.2916426432640123e-19,3.291246554320351e-19,8.729827089680803e-27,1.6924117609366512e-17,1.692454082810848e-17,3.4856595514147225e-19,3.4105537298334345e-20,0.0,0.0,5.810642916105169e-20,0.0
6,C[Pt] + [Pt] <=> C + 2 [Pt],3.3427089966538818e-18,3.342779625569006e-18,1.0682267830622049e-17,1.0682258214953657e-17,1.8992962626788108e-17,1.8992722951767712e-17,1.337250179891682e-26,6.512636076147299e-17,6.512691336040152e-17,3.537350090398938e-18,2.4848035225138335e-20,0.0,0.0,7.990733084340097e-20,0.0
7,C=[Pt] + [Pt] <=> C#[Pt] + [Pt],8.461213182916144e-19,8.460689551856397e-19,1.4791274945320585e-18,1.478986988174397e-18,8.423919098117136e-19,8.424459927165475e-19,4.047026286243374e-27,5.063196054248017e-18,5.063521512931925e-18,6.082456355844914e-20,3.8535592433070495e-20,0.0,0.0,8.505589666741222e-20,0.0
8,O=C=[Pt] + [Pt] <=> C~[Pt] + O=[Pt],5.372753075100037e-19,5.370754133595322e-19,5.987980310407218e-18,5.985918791500772e-18,1.5853293191772558e-17,1.585549989318221e-17,6.3897171391925256e-27,2.0865312173985405e-17,2.0869052800678037e-17,2.852158076200905e-19,7.868587758305911e-20,0.0,0.0,2.5267052316584784e-20,0.0
9,C#[Pt] + [Pt] <=> C~[Pt] + [Pt],8.535922217514728e-19,8.535459683457592e-19,8.983003920610225e-19,8.983421699485147e-19,1.10343833792044e-18,1.1034095119754428e-18,1.0978820426959198e-26,5.685884236229629e-18,5.686022123391413e-18,1.0824426578147909e-18,1.5081901077068155e-19,0.0,0.0,3.097278416746481e-20,0.0
