,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp,O2 Conversion,Max CH4 Conv,Dist to 50 CH4 Conv
0,[H][H] + 2 [Pt] <=> 2 [Pt],4.609152316312112e-18,4.609152492485025e-18,7.906783460937387e-18,7.906778011914317e-18,2.984344703739314e-17,2.9843414046607217e-17,0.0,1.1402069659991343e-17,1.1402070095805927e-17,2.550844133757452e-18,7.243542619035119e-19,0.0,0.0,1.2538957032183945e-20,0.0
1,O=C=O + [Pt] <=> O=C=O.[Pt],2.028987484796216e-18,2.0289875623490088e-18,3.4905965119235085e-18,3.490597864716716e-18,2.4868710720729752e-17,2.4868669216564933e-17,0.0,5.062258337059876e-18,5.0622585305515936e-18,1.0379939064388807e-18,1.2085400306040804e-18,0.0,0.0,1.6727634215372055e-20,0.0
2,[C-]#[O+] + [Pt] <=> O=C=[Pt],4.0406077081802905e-18,4.0406078626220564e-18,3.105591688463608e-17,3.105593588513482e-17,2.3123419004700757e-17,2.3123424145386182e-17,0.0,2.85473651156591e-17,2.854736620680822e-17,7.40392502139221e-19,3.4972964339125536e-19,0.0,0.0,6.592551354848241e-21,0.0
3,[O][O] + 2 [Pt] <=> 2 O=[Pt],5.4291180651415416e-18,5.429118272655462e-18,2.533472529884938e-17,2.5334704812406917e-17,9.77077420823543e-18,9.770789935297997e-18,0.0,3.789848254247348e-17,3.789848399104475e-17,1.813554100735341e-18,1.5580015778389283e-18,0.0,1.819864258277049e-28,3.013575364548347e-20,0.0
4,O=C=[Pt] + O=[Pt] <=> O=C=O.[Pt] + [Pt],8.344536574678988e-18,8.344536893627306e-18,2.330681359316499e-17,2.330682235913258e-17,3.877291891537049e-17,3.8772847337769286e-17,0.0,3.884528142837142e-17,3.8845282913131705e-17,6.437628634334079e-19,8.097581733584428e-19,0.0,0.0,2.6128170109725296e-20,0.0
5,C=[Pt] + [Pt] <=> C[Pt] + [Pt],6.626511149588988e-18,6.6265114028702175e-18,2.729208860650384e-17,2.7292076700696115e-17,3.399016395287637e-17,3.39901965942923e-17,0.0,2.7504972692123658e-17,2.7504973743430032e-17,1.657811802237171e-18,1.6434040349878118e-18,0.0,1.3933684627789915e-28,1.0077454826069404e-20,0.0
6,C[Pt] + [Pt] <=> C + 2 [Pt],1.3476851355151315e-17,1.347685187026906e-17,1.7531326188203472e-17,1.753133234231246e-17,2.4654630019350064e-17,2.4654595944318262e-17,0.0,1.6202896093320834e-17,1.6202896712634568e-17,7.036833067820588e-18,1.5763893992929802e-18,0.0,0.0,1.616576809283593e-20,0.0
7,C=[Pt] + [Pt] <=> C#[Pt] + [Pt],5.781431477669656e-18,5.781431698649904e-18,2.53067831138709e-17,2.5306783646210265e-17,1.3366949817173772e-17,1.336695811617607e-17,0.0,4.478764863581233e-17,4.4787650347704244e-17,2.6900083636608516e-18,1.4789384924484106e-18,0.0,0.0,1.5642874981806307e-20,0.0
8,O=C=[Pt] + [Pt] <=> C~[Pt] + O=[Pt],2.2718678837283414e-18,2.2718679705646075e-18,6.381732344232241e-18,6.381732080754082e-18,3.54482899703265e-17,3.5448260147268406e-17,0.0,1.2295995088393488e-17,1.2295995558376067e-17,2.7707021017126463e-18,4.0198822064654702e-19,0.0,0.0,4.091005129458643e-20,0.0
9,C#[Pt] + [Pt] <=> C~[Pt] + [Pt],2.997577296352962e-18,2.997577410927592e-18,6.466067776812333e-18,6.466080267119139e-18,1.9362500582780643e-18,1.9362525995039655e-18,0.0,9.258571033739303e-18,9.258571387624208e-18,1.2719308086055861e-18,6.623764749608193e-19,0.0,0.0,3.983117381188781e-20,0.0
10,C~[Pt] + [H][H] <=> C=[Pt],8.316204542529215e-18,8.316204860394596e-18,5.126433192336392e-18,5.1264274776427895e-18,8.291261757893382e-18,8.291276333584238e-18,0.0,8.271729309843855e-18,8.27172962600929e-18,1.5356107738538698e-18,4.78179700851824e-19,0.0,0.0,2.3383494062869617e-20,0.0
11,C + O=[Pt] + [Pt] <=> C[Pt] + O[Pt],8.367471830105947e-18,8.36747214993089e-18,2.0200640938614755e-17,2.020064176554406e-17,1.5990834368875894e-18,1.5990805076171464e-18,0.0,3.081470557991738e-17,3.081470675772972e-17,1.8765620510151904e-18,7.016601595951258e-19,0.0,0.0,4.306456144819214e-21,0.0
12,O=C=[Pt] + O[Pt] <=> O=C=O.[Pt] + [Pt],9.801865837839253e-18,9.801866212490191e-18,5.525676188564485e-18,5.525685595521649e-18,1.184684789502114e-17,1.1846838795325147e-17,0.0,8.209177472680183e-18,8.209177786454739e-18,1.4645250594076781e-18,8.2336838883241705e-19,0.0,0.0,4.492171720357527e-21,0.0
