,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp,O2 Conversion,Max CH4 Conv,Dist to 50 CH4 Conv
0,[H][H] + 2 [Pt] <=> 2 [Pt],2.6956834600463135e-17,3.459892214611967e-21,2.6960122401883158e-17,3.412298446251966e-21,2.6816066766697397e-17,2.5562655112922732e-20,2.710345858523462e-17,2.237846050736128e-17,8.956358423264677e-21,2.1463961061587556e-24,2.1790455801816262e-24,0.0,1.8709694511224215e-18,3.186884407824101e-13,0.0
1,O=C=O + [Pt] <=> O=C=O.[Pt],4.077919627831166e-17,1.8328522363368003e-21,4.079322819707987e-17,1.759357357413066e-21,3.956715965061052e-17,1.0918080666077247e-20,4.1145857428163794e-17,4.043175169748235e-17,3.4735014892312395e-21,1.3270303621801157e-24,1.3823211569317176e-24,0.0,3.410301937470729e-18,4.797276774246716e-13,0.0
2,[C-]#[O+] + [Pt] <=> O=C=[Pt],3.9347499721068757e-17,4.198073770701844e-21,3.936523457266562e-17,3.2024213587769946e-21,3.811990897591244e-17,3.6496072354955315e-20,3.934392127057681e-17,3.8824906327379883e-17,1.2527000110208991e-20,1.9824935567970118e-24,2.0849198648396924e-24,0.0,3.781966350005982e-18,2.911544072478396e-13,0.0
3,[O][O] + 2 [Pt] <=> 2 O=[Pt],3.4434525509123375e-17,2.9593273303454078e-21,3.44079797776026e-17,1.8877204061521698e-21,3.8595153175490425e-17,1.3233535877393053e-20,2.4606090006469438e-17,3.507235129796384e-17,4.4904925233709324e-21,1.9212957253882684e-24,1.9628625100125234e-24,0.0,4.606537032377665e-18,3.542772595914613e-13,0.0
4,O=C=[Pt] + O=[Pt] <=> O=C=O.[Pt] + [Pt],2.7457793942382325e-17,1.4185243714473383e-21,2.7463707050268825e-17,1.4462939477443028e-21,2.7224433254915748e-17,1.6970232968844752e-20,2.784426220357727e-17,2.7700056505910226e-17,4.957845678130889e-21,1.0845956812235065e-24,1.040580304273629e-24,0.0,3.9116072763222076e-18,2.6907412924437004e-13,0.0
5,C=[Pt] + [Pt] <=> C[Pt] + [Pt],3.69722516663731e-17,1.3225428821947377e-21,3.694946498867337e-17,1.2463591980307736e-21,3.998170063181704e-17,1.1953816939741798e-20,3.767905368518807e-17,3.7794268632899005e-17,5.8104971086718735e-21,1.1651072333027755e-24,2.3458613269801375e-24,0.0,4.7091754618601144e-18,5.35910947228299e-13,0.0
6,C[Pt] + [Pt] <=> C + 2 [Pt],3.525624455820367e-17,2.793253733129108e-21,3.5257715025651165e-17,2.7396646811801896e-21,3.560726499459153e-17,3.0207765323501636e-21,3.537336560862261e-17,3.5249976901697596e-17,4.867181524345106e-21,1.243526427393616e-24,1.2389406857671121e-24,0.0,3.160675522689724e-18,4.597105643000398e-13,0.0
7,C=[Pt] + [Pt] <=> C#[Pt] + [Pt],4.1916663238331556e-17,2.174632738182376e-21,4.19076077746885e-17,2.3554246016273245e-21,4.3408477769199526e-17,1.230421788491e-20,4.1875326545731565e-17,4.241064912026574e-17,8.987486420993683e-21,1.791576783245389e-24,1.7586588780219914e-24,0.0,5.350425234938193e-18,5.752637416275736e-13,0.0
8,O=C=[Pt] + [Pt] <=> C~[Pt] + O=[Pt],2.63123762002713e-17,3.697016375334147e-21,2.630135819084895e-17,4.45911349064036e-21,2.811522338758438e-17,1.6399818783017318e-20,2.6239951606618305e-17,2.667490846234594e-17,1.4221304066689998e-20,1.3075180204527756e-24,1.3068811358613157e-24,0.0,2.9236155914183903e-18,3.6482348011324063e-13,0.0
9,C#[Pt] + [Pt] <=> C~[Pt] + [Pt],3.520795110324108e-17,1.472235025442624e-21,3.521356828541372e-17,1.1353680714462206e-21,3.4930715379414e-17,2.2698566215504454e-20,3.55065921822815e-17,3.5017189481177135e-17,2.7793621168295312e-21,3.3501687462571735e-25,3.379681277807679e-25,0.0,1.8909562297879634e-18,4.3582655075426836e-13,0.0
10,C~[Pt] + [H][H] <=> C=[Pt],1.87600491106201e-17,2.213822789659617e-21,1.874782819812265e-17,2.5972789421898393e-21,2.0791314044029388e-17,1.3097150180099787e-20,1.8843057910539494e-17,1.8845499806647866e-17,5.873989340740568e-21,1.9118267686697716e-24,1.858050646740926e-24,0.0,1.89016348497082e-18,6.905895000508297e-13,0.0
11,C + O=[Pt] + [Pt] <=> C[Pt] + O[Pt],4.0431558760787366e-17,3.370952034461546e-21,4.0446811050887653e-17,4.071614332077102e-21,3.908530153009358e-17,3.7119532310121014e-20,4.0804534121624517e-17,4.002984935278235e-17,8.423252184937805e-21,1.1739922721024012e-24,1.2205707550388479e-24,0.0,3.290260346544891e-18,3.887409228144222e-13,0.0
12,O=C=[Pt] + O[Pt] <=> O=C=O.[Pt] + [Pt],3.136011040167218e-17,1.921954233828436e-21,3.1381616236960835e-17,1.8927217597243516e-21,2.996233428960423e-17,5.9148531131360304e-21,3.185176630365098e-17,3.085000939472015e-17,3.853762610937051e-21,1.6952067427457824e-24,1.691914549705682e-24,0.0,3.388962925857684e-18,4.4128581213741104e-13,0.0
13,O[Pt] + [Pt] <=> [Pt] + O=[Pt],4.557601766086136e-17,2.5233040086516603e-21,4.55441865035303e-17,2.823995909382907e-21,5.020151883416533e-17,1.3106957860536994e-20,4.581150184194318e-17,4.60729159915137e-17,4.048481024875135e-21,1.5529355282470493e-24,1.2114400427468082e-24,0.0,4.642789801277468e-18,3.559856668602674e-13,0.0
14,C + O[Pt] + [Pt] <=> C[Pt] + O.[Pt],2.945902591829169e-17,1.2702107583347606e-21,2.9473203156099113e-17,2.732655883118072e-21,2.852383018988297e-17,1.1637793724476647e-19,2.955054180046037e-17,2.9138835247941864e-17,1.322232649280735e-20,1.4423723911345829e-24,1.807684155446728e-24,0.0,2.5660766241403456e-18,3.8124415885218225e-13,0.0
15,O + [Pt] <=> O.[Pt],3.254947423963311e-17,3.964869955127529e-21,3.254257288077337e-17,3.965653252961374e-21,3.367266261553931e-17,1.3012975853829934e-20,3.2379684372846826e-17,3.3047221194418035e-17,6.86488595217153e-21,2.071774806889032e-24,2.191037112819682e-24,0.0,4.7479869490702e-18,3.0230348221072926e-13,0.0
16,O.[Pt] + [Pt] <=> [Pt] + O[Pt],3.469302865288776e-17,1.2801364954122355e-21,3.470106876470508e-17,1.787128990854288e-21,3.428801871039331e-17,4.064086108530184e-20,3.466212380413742e-17,3.4473649358058126e-17,1.015221481497039e-20,1.4860333528400702e-24,1.3353208254172402e-24,0.0,2.9464961807607134e-18,5.006546176435528e-13,0.0
17,O.[Pt] + O=[Pt] <=> 2 O[Pt],2.0574412099166664e-17,1.6252024953615219e-21,2.0569474336296185e-17,1.4842334101234825e-21,2.1704009653963063e-17,1.6952221414585374e-20,2.0679548076481728e-17,2.0881589429665882e-17,8.385935749903268e-21,1.1460004432447801e-24,1.1418692024282133e-24,0.0,2.566271431271669e-18,3.35260318067694e-13,0.0
18,[H] + [Pt] <=> [Pt],4.981903379958421e-17,7.629111159148712e-22,4.9800816458783635e-17,7.835013767565847e-22,5.2224177440749755e-17,1.6390450787947167e-20,5.016081537380834e-17,5.04414849087204e-17,6.553815460269075e-21,2.2185161151828594e-24,2.161565265700045e-24,0.0,3.3263379444008385e-18,4.788177796675331e-13,0.0
19,C + [Pt] <=> C.[Pt],3.303791731343754e-17,2.3457776734177272e-21,3.30543748702686e-17,2.2238084702250703e-21,3.186319244497943e-17,3.437838093454762e-20,3.3067745197832916e-17,3.259027364635838e-17,1.1308141385384194e-20,2.0255790625958104e-24,1.9422473023380133e-24,0.0,3.532122913778498e-18,3.505285263748998e-13,0.0
20,[CH3] + [Pt] <=> C[Pt],2.7327705896579217e-17,1.9139549082855127e-21,2.7322275787476956e-17,1.8605196725756548e-21,2.835305959420791e-17,1.3458336703821245e-20,2.7662003546729664e-17,2.7511634946767352e-17,4.408385533330361e-21,1.9036147888910516e-24,2.26993028931894e-24,0.0,3.3645514308621633e-18,5.415986818892583e-13,0.0
21,[H][H] + [Pt] <=> [H][H].[Pt],3.753934204104809e-17,4.9574786844464725e-21,3.754297133765751e-17,5.0677389029808624e-21,3.7553966077739386e-17,2.1706864864396854e-20,3.793111288511991e-17,3.760635719026463e-17,3.4528928850227696e-21,1.2257433479465306e-24,1.3462753977431673e-24,0.0,3.9690236763597965e-18,3.7782248532891047e-13,0.0
22,[OH] + [Pt] <=> O[Pt],3.642870786830041e-17,2.2820160781042453e-21,3.6411112573746495e-17,3.280244598984983e-21,3.964634886736413e-17,1.0906118371894491e-20,3.654975798663055e-17,3.6905652111092454e-17,1.1302740790185197e-20,1.7659880056441214e-24,1.8304007698158256e-24,0.0,3.690786319819702e-18,4.3878361215897126e-13,0.0
23,[CH]=O + [Pt] <=> O=C[Pt],4.4932159642165566e-17,3.5258564392060606e-21,4.493415852752954e-17,3.577477285807901e-21,4.5055628701482155e-17,4.2251142011756507e-20,4.4785682969775597e-17,4.494130736184555e-17,1.7393331675603508e-20,1.9540664299218632e-24,2.0850993917675667e-24,0.0,4.333164688514915e-18,3.129944252497023e-13,0.0
24,O=C=O + 2 [Pt] <=> O=C=[Pt] + O=[Pt],2.225510545531219e-17,1.699520255893403e-21,2.2257211822612123e-17,2.2088512682528952e-21,2.236969848581151e-17,1.4349736753284423e-20,2.26501877302311e-17,2.2296010675617735e-17,6.357939012073838e-21,2.3288708521905974e-24,2.1519782928306757e-24,0.0,2.182467872603331e-18,4.41522379528146e-13,0.0
25,O + 2 [Pt] <=> [Pt] + O[Pt],3.2821423347343607e-17,2.5833709718989236e-21,3.28241370128242e-17,2.568391912458594e-21,3.31368061492113e-17,1.3925908137543592e-20,3.340666186680496e-17,3.2848678704988543e-17,3.2172983131874844e-21,1.760166002713192e-24,1.7527057892603097e-24,0.0,4.046787208175631e-18,5.429789812492561e-13,0.0
26,CC + 2 [Pt] <=> 2 C[Pt],5.0225174801556306e-17,2.2552608784089263e-21,5.019853178975424e-17,2.7423050506832097e-21,5.4723454925040944e-17,1.1609636001761471e-20,5.036985914818392e-17,5.065607471392166e-17,4.252170864639199e-21,1.967651872182814e-24,1.936726855148977e-24,0.0,5.806538913621093e-18,4.012674503929027e-13,0.0
27,C=O + 2 [Pt] <=> O=C[Pt] + [Pt],2.2082873990408824e-17,1.8303682647689454e-21,2.2076393798460525e-17,1.7520847283021265e-21,2.345178714473854e-17,2.225358436859825e-20,2.1908576846175486e-17,2.2400847183052885e-17,1.0608009088521356e-20,1.808145865159003e-24,1.8835970087190646e-24,0.0,2.860029750027754e-18,5.859546820416822e-13,0.0
28,C=O + 2 [Pt] <=> C=[Pt] + O=[Pt],5.419504325187331e-17,4.24112959513811e-22,5.418814546656649e-17,9.955270208995482e-22,5.571342473318236e-17,7.237801715015664e-21,5.448307285977624e-17,5.4518253087069617e-17,2.261606522465268e-21,2.0936567564465388e-24,2.170835473595577e-24,0.0,3.716746203385125e-18,6.33267760400371e-13,0.0
29,CO + 2 [Pt] <=> C[Pt] + O[Pt],4.0715599966015443e-17,1.6234161628573521e-21,4.0725370600468367e-17,2.731874707122004e-21,4.033937232905712e-17,1.958427826843646e-20,4.0725904902326936e-17,4.044019918615958e-17,5.7129598031680894e-21,1.4719564091355658e-24,1.6075958443807371e-24,0.0,3.3926418487842186e-18,6.514657593585325e-13,0.0
30,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],3.4789895138057734e-17,4.547863893857396e-21,3.4778115215504524e-17,4.553094087011026e-21,3.640466218508257e-17,9.80641876456306e-21,3.449232616986259e-17,3.520046740761682e-17,4.663765982205179e-21,2.258703160129073e-24,2.294064511852056e-24,0.0,3.940341432080053e-18,4.1967639480006214e-13,0.0
31,C=C + 2 [Pt] <=> 2 C=[Pt],5.609193426419491e-17,1.225395308510453e-21,5.608728398746508e-17,1.24071420301266e-21,5.719259955048584e-17,2.2670515223898354e-20,5.60448561468175e-17,5.633674445866658e-17,3.877104828359778e-21,1.0213186539543275e-24,7.135416697562743e-25,0.0,4.868003489661339e-18,3.4029045152551554e-13,0.0
