,C/O ratio,SynGasSelec,SynGasYield,COSelec,COYield,H2Selec,H2Yield,CH4Conv,FullOxSelec,FullOxYield,ExitT,MaxT,DistToMaxT,O2Conv
0,0.6,0.9363051714286571,1.6910148997090752e-10,0.9333266574154153,1.6856355514697624e-10,0.0029785140132418167,5.379348239312768e-13,1.8060510091264876e-10,0.9602991483205052,1.734349245887555e-10,700.0000005955175,700.0000005955186,19.994285714285713,3.1859719128483903e-10
1,0.7,0.9357601846463293,1.6916657714081918e-10,0.9325682604864397,1.6858954159957558e-10,0.003191924159889557,5.770355412435953e-13,1.807798407289104e-10,0.959520829018122,1.7346202264596814e-10,700.0000006532977,700.0000006532981,19.99642857142857,3.718645638383654e-10
2,0.8,0.9354341696715269,1.6983044969165712e-10,0.9320370449767359,1.6921369307394923e-10,0.00339712469479098,6.167566177078752e-13,1.815525401977696e-10,0.9589545520844732,1.7410063486515047e-10,700.000000707094,700.0000007070926,19.99357142857143,4.2666211488734644e-10
3,0.9,0.9351089563640766,1.7096855073148128e-10,0.9315133490282725,1.7031115592094268e-10,0.0035956073358040922,6.573948105385979e-13,1.8283275929282848e-10,0.9583779787388632,1.7522289029831006e-10,700.0000007578402,700.0000007578373,19.994999999999997,4.831765725315912e-10
4,1.0,0.9349125317662957,1.7248635127044498e-10,0.9311231714738019,1.7178723460627262e-10,0.003789360292493879,6.991166641723461e-13,1.844946403109742e-10,0.9579237985275445,1.7673180665466144e-10,700.0000008062179,700.0000008062214,19.99357142857143,5.415846499263032e-10
5,1.1,0.9348273079261707,1.7431207259632448e-10,0.9308478741817956,1.735700496174701e-10,0.003979433744375162,7.420229788543678e-13,1.8646446366978724e-10,0.9575753495324331,1.7855377397397417e-10,700.0000008527575,700.000000852759,20.0,6.019783579175325e-10
6,1.2,0.9346870843624856,1.763905711842201e-10,0.930521198696276,1.7560440117669074e-10,0.004165885666209585,7.86170007529374e-13,1.8871617478755403e-10,0.9571636776090299,1.806322678839637e-10,700.000000897796,700.0000008977938,19.99642857142857,6.644185347068441e-10
7,1.3,0.9346350541573545,1.7867862257530124e-10,0.9302851467067988,1.7784703010705588e-10,0.004349907450555628,8.315924682453275e-13,1.9117474973843537e-10,0.9568364684067789,1.8292297238827427e-10,700.0000009416217,700.0000009416224,19.994285714285713,7.289821096560935e-10
8,1.4,0.9345804481752461,1.8114172739599558e-10,0.9300489254509334,1.802634211403716e-10,0.004531522724312625,8.783062556239963e-13,1.938214390742627e-10,0.9565018003381174,1.85390555418657e-10,700.000000984438,700.0000009844392,19.994999999999997,7.957115734703524e-10
9,1.6,0.9345975182635855,1.8649057910662231e-10,0.929708058187813,1.8551493106216391e-10,0.0048894600757725575,9.75648044458392e-13,1.9954105961367016e-10,0.9559502223784662,1.9075132031132276e-10,700.0000010676231,700.0000010676254,19.99,9.357734594182092e-10
10,1.8,0.9346577440623898,1.9227522453824445e-10,0.9294165143131743,1.911970131466533e-10,0.0052412297492155325,1.0782113915911383e-12,2.0571725399988747e-10,0.9554315957685965,1.9654876426624617e-10,700.0000011483771,700.0000011483771,20.0,1.084798237792651e-09
11,2.0,0.9348116894823885,1.983858841906832e-10,0.9292233196107555,1.971999194550664e-10,0.005588369871632944,1.1859647356168014e-12,2.122201577309445e-10,0.9550012909384366,2.0267052459621062e-10,700.0000012272635,700.0000012272685,19.997142857142858,1.2429164147555319e-09
12,2.2,0.9349931500486555,2.0474671563987486e-10,0.9290617656316956,2.0344784892784938e-10,0.005931384416959865,1.2988667120255045e-12,2.189820488302189e-10,0.9545942056475879,2.0903899495416412e-10,700.0000013046983,700.0000013046995,19.99642857142857,1.410197371642296e-09
13,2.4,0.9351474120156582,2.113023329425929e-10,0.9288769165948264,2.098854757775052e-10,0.006270495420831852,1.416857165087712e-12,2.2595617570832226e-10,0.9541564880542313,2.1559755106801756e-10,700.0000013809582,700.0000013809585,19.997142857142858,1.586653532009646e-09
14,2.6,0.9354069543999733,2.1801223004659967e-10,0.9287999258585939,2.164723515803212e-10,0.00660702854137942,1.5398784662784853e-12,2.3306671927241113e-10,0.9538247104713387,2.2230479603051231e-10,700.0000014563077,700.0000014563094,20.0,1.7723376566684331e-09
